"flag","nick_name","flavor_name","flavor_text",
"$EN_RANGED ATTACKER_W_PLUS","RANGED+","Змей-вурдалак+","Водный плюющийся загробник|Спустя несколько недель странный процесс начинает переваривать и деформировать тело загробника.
Свидетели сообщают о нападении безглазых ''змеелюдей'', извергающих зловонную желчь.",
"$EN_DARK_PLUS","DARK+","Теневой червь+","Быстрое темное порождение|Эти черви окутаны густым черным туманом, из-за которого в них почти невозможно попасть.",
"$EN_BRUTE_PLUS","TOUGH+","Смертельный червь+","Сильное порождение загробник|Эти бледные и червеобразные существа медленно двигаются и имеют очень прочную кожу, вместо хрупкой наружной мембраны.
Хотя их легко обогнать, они обычно настигают свою добычу за счет неустанного и бесконечного преследования.",
"$EN_SHEEP_PLUS","SHEEP+","Овца+","Вкусное млекопитающее|Драконы могут обходиться без еды в течение многих лет, но когда едят, то съедают за день объем, во много раз превышающий их массу. Этот факт приносит большое неудобство для пастухов-кочевников и их стад.",
"$EN_PSI SHEEP_PLUS","SHEEP+","Овца+","Вкусное млекопитающее|Драконы могут обходиться без еды в течение многих лет, но когда едят, то съедают за день объем, во много раз превышающий их массу. Этот факт приносит большое неудобство для пастухов-кочевников и их стад.",
"$EN_SPEEDY SHEEP_PLUS","SPEEDY SHEEP+","Быстрая овца+","Быстрое вкусное млекопитающее|Некоторые овцы приспособились к неблагоприятным условиям в преисподней и развили сильную мускулатуру. Конечно, от дракона они не убегут, зато обгонят других овец.",
"$EN_SUPER SHEEP_PLUS","SUPER SHEEP+","Супер-баран+","Мифическое вкусное млекопитающее|Драконьи легенды повествуют о редкой овце, Аксксима Ватта Муттанаксксор, с приглушенным, почтительным тоном, а в священных писаниях драконов подробно описывается ритуал, который будет выполнен при ее прибытии. Традиционно священные писания драконов считаются религиозным текстом, но последние изыскания показывают, что это скорее поваренная книга.",
"$EN_OZIMAL_PLUS","OZIMAL+","Озимал Каз+","Раб-загробник|Волшебники вроде Зелемира славились превращением здоровых, живых существ прямо в рабов-нежить.
Заклинание требует времени для подготовки, так как волшебник должен вводить специальный яд в еду субъекта в течение нескольких дней.
Эта мера – страховка на тот случай, если последователи волшебника обернутся против него.",
"$EN_TWIN_PLUS","TWIN+","Близнец+","Брат-загробник|БЛАРГХ ЯААААРГХ ГАР ГАР ХУР.",
"$EN_RIGHT_INDEX_FINGER_PLUS","INDEX FINGER+","Указательный палец+","Чудовищный палец|Хотя отделен от своей руки, этот палец движется по своей собственной воле.",
"$EN_RIGHT_THUMB_PLUS","THUMB+","Большой палец+","Чудовищный большой палец|Хотя отделен от своей руки, этот палец движется по своей собственной воле.",
"$EN_RIGHT_MIDDLE_FINGER_PLUS","MIDDLE FINGER+","Средний палец+","Чудовищный палец|Этот оторванный палец, кажется, делает непристойный жест. Как грубо!",
"$EN_RIGHT_RING_FINGER_PLUS","RING FINGER+","Безымянный палец+","Чудовищный палец|Хотя отделен от своей руки, этот палец движется по своей собственной воле.",
"$EN_RIGHT_PINKY_FINGER_PLUS","PINKY FINGER+","Мизинец+","Чудовищный палец|Хотя отделен от своей руки, этот палец движется по своей собственной воле.",
"$EN_RIGHT_EYE_PLUS","EZTLI'S EYE+","Око Эзтли+","Чудовищный глаз|Этот злобный глаз сияет темной силой и движется с неимоверной быстротой.",
"$EN_RIGHT_HAND_PLUS","EZTLI'S HAND+","Рука Эзтли+","Чудовищная рука|Эта чудовищная бестелесная рука называет себя ''Рука Эзтли-Теноха.'' Учитывая то, как мало известно об Эзтли-Тенохе, неизвестно, принадлежит ли эта рука самому Мастеру или ее просто создали при помощи темной магии.",
"$EN_FINGER_PLUS","EZTLI'S FINGER+","","",
"$EN_ZELEMIR-CITADEL_PLUS","ZELEMIR+","Зелемир+","Колдун-некромант|Глаза Зелемира светятся непоколебимой решимостью.",
"$EN_ZELEMIR_PLUS","ZELEMIR+","Зелемир+","Колдун-некромант|Глаза Зелемира светятся непоколебимой решимостью.",
"$EN_EZTLI_PLUS","EZTLI-TENOCH+","Эзтли-Тенох+","Древний легендарный колдун|Древняя сила, дремлющая веками, теперь пробудилась. Эзтли-Тенох, некогда управлявший миром, был известен как самопровозглашенный Божественный король. Его сила и злоба сравнимы лишь с непоколебимым терпением.",
"$EN_NORMAL_LOWXP_PLUS","NORMAL+","Загробник+","Оживший мертвец|В преисподней трупы часто воскресают через несколько дней после смерти.
Эти монстры известны как ''загробник'', что означает: ''тот, кто возвратился.''",
"$EN_CULTIST_LOWXP_PLUS","CULTIST+","Сектант+","Превращенный сектант|'Секта одержимых кровью' зародилась как секта кочевников, известная своими кровавыми обрядами.
Когда их религия переросла в генотеистическое поклонение Эзтли-Теноху, они начали совершать набеги на другие племена.
Эти сказания дошли до нас от выживших Гека после великой резни. Говорят, что сектанты превращаются в загробников по своей воле.",
"$EN_ARMORED CULTIST_LOWXP_PLUS","CULTIST PRIEST+","Жрец-сектант+","Жрец-сектант|'Секта одержимых кровью' зародилась как секта кочевников, известная своими кровавыми обрядами.
Когда их религия переросла в генотеистическое поклонение Эзтли-Теноху, они начали совершать набеги на другие племена.
Эти сказания дошли до нас от выживших Гека после великой резни. Говорят, что сектанты превращаются в загробников по своей воле.",
"$EN_NORMAL_EXP_LOWXP_PLUS","NORMAL+","Загробник+","Оживший мертвец|В преисподней трупы часто воскресают через несколько дней после смерти.
Эти монстры известны как ''загробник'', что означает: ''тот, кто возвратился.''",
"$EN_NORMAL_W_LOWXP_PLUS","NORMAL+","Демон воды+ ","Плавающий загробник|Этот загробник выделяет липкую слизь, делая свое тело водонепроницаемым.
Ядовитые газы заполнили его живот, благодаря этому он не тонет.",
"$EN_ARMORED_LOWXP_PLUS","ARMORED+","Падший рыцарь+","Бронированный загробник|Эти загробники когда-то были рыцарями, что пали в бою.
Они не сохранили свое мышление и навыки, что были у них при жизни, но броня осталась при них.",
"$EN_SPEEDY_LOWXP_PLUS","FAST+","Червь+","Быстрое порождение загробник|Это быстро движущееся червеобразное существо имеет несколько рядов острых зубов.
Очевидцы говорят, что они вырываются из большого, раздутого загробника, который неделями разлагался.",
"$EN_SPEEDY_W_LOWXP_PLUS","FAST+","Змей+","Быстрое плавающее порождение|Говорят, что эти быстрые плавающие черви-загробники отделяются от плавающего людского загробника.
Другие предполагают, что они вышли из трупов рыб и речных змей.",
"$EN_ARMORED SPEEDY_LOWXP_PLUS","FAST+","Панцирный червь+","Быстрое бронированное порождение|Этому червеобразному загробнику удалось отрастить толстый панцирь.
Многие предполагают, что бронированный панцирь состоит из переваренных костей мертвецов.",
"$EN_ARMORED_SPEEDY_W_LOWXP_PLUS","FAST+","Панцирный змей+","Быстрое бронированное водное порождение|Этот водный червь-загробник отрастил крепкий панцирь и научился плавать.
Запах переваренных костей и вредного газа невыносим.",
"$EN_ATTACKER_LOWXP_PLUS","FIGHTER+","Безумный вурдалак+","Атакующий загробник|Некоторые загробники более агрессивны.
В то время как нормальные загробники целеустремленно атакуют одну жертву, эти атакуют всех поблизости.",
"$EN_DARK ATTACKER_LOWXP_PLUS","SHADOW BOXER+","Темный вурдалак+","Темный атакующий загробник|Газы накапливаются в животе загробника и выделяются через поры в коже, окружая толстое существо вредным плотным облаком, делая его менее заметным и запутывая жертв.",
"$EN_ATTACKER_W_LOWXP_PLUS","FIGHTER+","Речной вурдалак+","Атакующий водный загробник|Ходят слухи о зловонных трупах, изобилующих в преисподней, выходящих из воды и нападающих на измученных жаждой деревенских жителей.
Никто не осмеливается подойти к воде в одиночку и только безумец рискнет плавать.",
"$EN_ARMORED ATTACKER_LOWXP_PLUS","FIGHTER+","Сумасшедший рыцарь+","Атакующий бронированный загробник|Эти падшие рыцари ужасны и сильны.
Их неземные крики эхом разносятся по катакомбам и всей пустоши.",
"$EN_APC_LOWXP_PLUS","SPLITTER+","Чудовище+","Порождает потомство|Эти раздутые трупы едва могут двигаться и выглядят, словно готовы лопнуть в любой момент.
Несколько рядов зубов торчат во все стороны изо рта. Они настолько большие, что вряд ли ими можно пожирать, тем более закрыть рот.",
"$EN_APC_W_LOWXP_PLUS","SPLITTER+","Зловонный труп+","Порождает водное потомство|От этих загробников несет как от мешка гнилой рыбы, который выкинули в канализацию и там оставили разлагаться.
Они легко передвигаются по воде и могут лопнуть в любой момент.",
"$EN_ARMORED APC_LOWXP_PLUS","ARMORED SPLIT+","Панцирный зверь+","Порождает панцирное потомство|Гигантский панцирь защищает этот чудовищный шар переваривающейся плоти.
Многие считают, что у него не осталось костного скелета.",
"$EN_DOUBLE APC_LOWXP_PLUS","DOUBLE SPLIT+","Мерзость+","Порождает плюющееся потомство|Этот странный монстр обесцвечен и сильно раздут.
Что бы это значило?",
"$EN_ARMORED RANGED ATTACKER_LOWXP_PLUS","RANGED+","Рыцарь-змей+","Плюющийся загробник|Спустя несколько недель странный процесс начинает переваривать и деформировать тело загробника.
Свидетели сообщают о нападении безглазых ''змеелюдей'', извергающих зловонную желчь.",
"$EN_RANGED ATTACKER_LOWXP_PLUS","RANGED+","Змей-вурдалак+","Плюющийся загробник|Спустя несколько недель странный процесс начинает переваривать и деформировать тело загробника.
Свидетели сообщают о нападении безглазых ''змеелюдей'', извергающих зловонную желчь.",
"$EN_RANGED ATTACKER_W_LOWXP_PLUS","RANGED+","Змей-вурдалак+","Водный плюющийся загробник|Спустя несколько недель странный процесс начинает переваривать и деформировать тело загробника.
Свидетели сообщают о нападении безглазых ''змеелюдей'', извергающих зловонную желчь.",
"$EN_DARK_LOWXP_PLUS","DARK+","Теневой червь+","Быстрое темное порождение|Эти черви окутаны густым черным туманом, из-за которого в них почти невозможно попасть.",
"$EN_BRUTE_LOWXP_PLUS","TOUGH+","Смертельный червь+","Сильное порождение загробник|Эти бледные и червеобразные существа медленно двигаются и имеют очень прочную кожу, вместо хрупкой наружной мембраны.
Хотя их легко обогнать, они обычно настигают свою добычу за счет неустанного и бесконечного преследования.",
"$EN_CULTIST_NOATTACK_LOWXP_PLUS","CULTIST+","Сектант+","Превращенный сектант|'Секта одержимых кровью' зародилась как секта кочевников, известная своими кровавыми обрядами.
Когда их религия переросла в генотеистическое поклонение Эзтли-Теноху, они начали совершать набеги на другие племена.
Эти сказания дошли до нас от выживших Гека после великой резни. Говорят, что сектанты превращаются в загробников по своей воле.",
"$EN_APC_NOATTACK_LOWXP_PLUS","SPLITTER+","Чудовище+","Порождает потомство|Эти раздутые трупы едва могут двигаться и выглядят, словно готовы лопнуть в любой момент.
Несколько рядов зубов торчат во все стороны изо рта. Они настолько большие, что вряд ли ими можно пожирать, тем более закрыть рот.",
"$EN_SHEEP_LOWXP_PLUS","SHEEP+","Овца+","Вкусное млекопитающее|Драконы могут обходиться без еды в течение многих лет, но когда едят, то съедают за день объем, во много раз превышающий их массу. Этот факт приносит большое неудобство для пастухов-кочевников и их стад.",
"$EN_PSI SHEEP_LOWXP_PLUS","SHEEP+","Овца+","Вкусное млекопитающее|Драконы могут обходиться без еды в течение многих лет, но когда едят, то съедают за день объем, во много раз превышающий их массу. Этот факт приносит большое неудобство для пастухов-кочевников и их стад.",
"$EN_SPEEDY SHEEP_LOWXP_PLUS","SPEEDY SHEEP+","Быстрая овца+","Быстрое вкусное млекопитающее|Некоторые овцы приспособились к неблагоприятным условиям в преисподней и развили сильную мускулатуру. Конечно, от дракона они не убегут, зато обгонят других овец.",
"$EN_NORMAL_SQ7_PLUS","NORMAL+","Загробник++","Оживший мертвец|В преисподней трупы часто воскресают через несколько дней после смерти.
Эти монстры известны как ''загробник'', что означает: ''тот, кто возвратился.''",
"$EN_SPEEDY_SQ7_PLUS","FAST+","Червь++","Быстрое порождение загробник|Это быстро движущееся червеобразное существо имеет несколько рядов острых зубов.
Очевидцы говорят, что они вырываются из большого, раздутого загробника, который неделями разлагался.",
"$EN_ARMORED_SQ7_PLUS","ARMORED+","Падший рыцарь++","Бронированный загробник|Эти загробники когда-то были рыцарями, что пали в бою.
Они не сохранили свое мышление и навыки, что были у них при жизни, но броня осталась при них.",
"$EN_ATTACKER_W_SQ7_PLUS","FIGHTER+","Речной вурдалак++","Атакующий водный загробник|Ходят слухи о зловонных трупах, изобилующих в преисподней, выходящих из воды и нападающих на измученных жаждой деревенских жителей.
Никто не осмеливается подойти к воде в одиночку и только безумец рискнет плавать.",
"$EN_APC_SQ7_PLUS","SPLITTER+","Чудовище++","Порождает потомство|Эти раздутые трупы едва могут двигаться и выглядят, словно готовы лопнуть в любой момент.
Несколько рядов зубов торчат во все стороны изо рта. Они настолько большие, что вряд ли ими можно пожирать, тем более закрыть рот.",
"$EN_ARMORED ATTACKER_SQ7_PLUS","FIGHTER+","Сумасшедший рыцарь++","Атакующий бронированный загробник|Эти падшие рыцари ужасны и сильны.
Их неземные крики эхом разносятся по катакомбам и всей пустоши.",
"$EN_DARK_SQ7_PLUS","DARK+","Теневой червь++","Быстрое темное порождение|Эти черви окутаны густым черным туманом, из-за которого в них почти невозможно попасть.",
"$EN_ARMORED SPEEDY_SQ7_PLUS","FAST+","Панцирный червь++","Быстрое бронированное порождение|Этому червеобразному загробнику удалось отрастить толстый панцирь.
Многие предполагают, что бронированный панцирь состоит из переваренных костей мертвецов.",
"$EN_RANGED ATTACKER_W_SQ7_PLUS","RANGED+","Змей-вурдалак++","Водный плюющийся загробник|Спустя несколько недель странный процесс начинает переваривать и деформировать тело загробника.
Свидетели сообщают о нападении безглазых ''змеелюдей'', извергающих зловонную желчь.",
"$EN_BRUTE_SQ7_PLUS","TOUGH+","Смертельный червь++","Сильное порождение загробник|Эти бледные и червеобразные существа медленно двигаются и имеют очень прочную кожу, вместо хрупкой наружной мембраны.
Хотя их легко обогнать, они обычно настигают свою добычу за счет неустанного и бесконечного преследования.",
"$EN_CULTIST_SQ7_PLUS","CULTIST PRIEST+","Сектант++","Жрец-сектант|'Секта одержимых кровью' зародилась как секта кочевников, известная своими кровавыми обрядами.
Когда их религия переросла в генотеистическое поклонение Эзтли-Теноху, они начали совершать набеги на другие племена.
Эти сказания дошли до нас от выживших Гека после великой резни. Говорят, что сектанты превращаются в загробников по своей воле.",
"$EN_SHEEP_SQ7_PLUS","SHEEP+","Овца++","Вкусное млекопитающее|Драконы могут обходиться без еды в течение многих лет, но когда едят, то съедают за день объем, во много раз превышающий их массу. Этот факт приносит большое неудобство для пастухов-кочевников и их стад.",
