flag	content
$ENTRY_JOURNAL_INTRO_RIGHT_00	그곳에 휘황찬란한 옥좌가 나타났고	 거기에는 내가 이전에 보지 못한 한 남자가 앉아있었다. 그는 머리부터 발끝까지 황금으로 이루어져 있었다. 나는 처음에는 그를 조각상으로 착각했지만	 곧 그는 자비로운 한마디 명령을 던졌다.<N>그의 목소리 역시 황금과도 같았으며 말 끝마디는 마치 천둥처럼 울려 퍼졌다. 그의 말은 내가 애쉬 왕국의 대 도서관에서도 한 번도 듣도 보도 못한 언어로 되어 있었지만	 내 몸은 그 명령에 반응했다. 내 피들이 내 몸을 뚫고 튀어나가 그와 하나가 될 것처럼 혈관 속에서 꿈틀거렸다. 지금도 그 생각을 하기만 하면 심장이 벅차오른다.<N> - [mcguffin_hero] 리브바
$ENTRY_JOURNAL_SLAK_TITLE	 
$ENTRY_JOURNAL_SLAK_LEFT_0_00	첫 번째 밤 - [berserker_hero]
$ENTRY_JOURNAL_SLAK_LEFT_0_10	[berserker_hero]에 대해 써보자면	 일단 수도에서 쓰던 고상한 말투는 제쳐두고 약간 투박한 어휘들을 사용해야 더 정확할 것 같다. <N>[berserker_hero] 놈은 개병신이다. 그냥 병신인데 성질은 개 같다고.<N>대가리엔 든 게 없는 놈이 냄새는 또 오질 나게 풍긴다. 말똥 두 무더기가 불타는 교미를 벌여서 자식을 낳는다면	 그 애새끼한테서 풍기는 썩는 냄새가 그놈 겨드랑이 암내하고 비슷할 거다. 아니 진짜라니까. 지금 뒤에 졸졸 따라붙은 걸어 다니는 시체들 냄새는 그냥 향수로 느껴질 정도다···.<N>하지만 [berserker_hero]의 겉모습만으로 사람을 판단하는 것은 섣부른 일이다. 놈의 성격은 또 어찌나 완벽한지 <LQ>위아래도 못 알아보는 개차반이 따로 없다.<RQ><N>어제는 지 발가락에 채인 돌멩이랑 15분 동안 말싸움을 하는 것까지 봤다. 그것도 지더라.
$ENTRY_JOURNAL_SLAK_RIGHT_0_00	정말 저런 동료와 함께 여행한다는 것은 축복이 아닐 수 없다니까.
$ENTRY_JOURNAL_SLAK_RIGHT_0_10	세 번째 날 - 부록
$ENTRY_JOURNAL_SLAK_RIGHT_0_20	보다 공평한 평가를 위해 덧붙이자면	 내가 본 사람 중에 쟤가 가장 용감하단 사실은 인정해야겠다. 뭐 웃옷은 아무것도 걸치기 싫다고 버티던 걸 생각하면 조금 감동이 덜하긴 하지만	 저 애의 온몸은 전투에서 생긴 흉터로 뒤덮여 있다. 그러니까 요점은 이렇다고 - 저 애의 행실이 조금 별나긴 하지만	 한편으론 미친 듯이 잘 싸우는 전사이기도 하단 거야. 나도 인정하긴 싫지만	 쟤랑 같이 있으니 참 좋다.
$ENTRY_JOURNAL_SLAK_RIGHT_0_30	어우 야	 나도 사랑해! 뽀뽀 쪽쪽<N><N><N>난 안자는데 그냥 누워있는 거야 엉덩이에 좋거든
$ENTRY_JOURNAL_SLAK_RIGHT_0_40	세상에	 얘가 글자를 읽고 쓸 줄도 안다니! 이 피비린내 풍기는 떠돌이 전투광 녀석이 대체 어디서 교육을 받은 거지?<N><N><N>P.S. 또 내 일기를 훔쳐 보기만 해 봐	 너 자는 동안에 머리를 날려버린다.
$ENTRY_JOURNAL_SLAK_LEFT_1_00	세 번째 날 – 두 번째 부록
$ENTRY_JOURNAL_SLAK_LEFT_1_10	좋아	 이건 적어놔야겠어	 [berserker_hero] 놈은 다 벗고 잔다. 이제부터 일기의 복수는 웬만하면 낮에 하려고 노력해야겠다.<N>그리고 흉터는 상체에만 있는 게 아니더라.<N><N>너 진짜 싫어.
$ENTRY_JOURNAL_SLAK_LEFT_1_20	뭐야 네 생각엔 칸이랑 차리사도 싸우지 않을 거라 보는 거야?
$ENTRY_JOURNAL_PRISON_TITLE	 
$ENTRY_JOURNAL_PRISON_LEFT_0_00	세 번째 날 - 감옥
$ENTRY_JOURNAL_PRISON_LEFT_0_10	3일 전까지만 해도 이 구덩이를 감옥이라고 생각했다. 아무리 밑바닥을 쳐도 그 밑엔 지하가 있는 법인데.<N> 우리를 여기 가두어놓고 있는 자는 오지말 카즈라는 자인데	 그는 잔혹하고 비정한 기분 나쁜 인간이다. 어떻게 하면 일개 양민이 그렇게 돌이킬 수 없을 지경으로 뒤틀릴 수 있는지 도저히 이해하지 못하겠다.<N>차라리 동쪽 구석에서 20년 동안 복수만 꿈꾸던 퀘이드인 이라면 이해를 하겠다. 가장 잔혹한 유목민 족장의 분노도 저 타락한 인간의 그것에 비하면 애교 수준일 거야.<N>그리고 저 사람 말하는 억양을 들어보면 수도 출신이란 말이야! 어떻게 신전 밑에서 그런 괴물이 자라날 수가 있지?
$ENTRY_JOURNAL_PRISON_RIGHT_0_00	지금 내 주위에는 마구잡이로 잡혀온 다른 포로들도 같이 앉아있다. 산적들	 깡패들	 남자	 여자	 어린아이들	 애쉬인	 유목민	 퀘이드인 등등. 우리 모두는 다들 놈의 손에 죽을 운명만 기다리고 있는 것이다.<N>놈이 데리고 있는 망령들의 울부짖음이 밤낮을 가리지 않고 끊임없이 들려온다. 이는 희생자들이 죽어가면서 부르짖는 단말마와 섞여 끔찍한 불협화음으로 변한다. 그리고 난 여기 무력한 채 그저 앉아있을 뿐이다! 차라리 이 희망도 없는 사람들과 콜로세움에 서 있었다면 마지막으로 발악이나 해 볼 기회라도 있었겠지.<N>오지말의 허세로 볼 때	 놈이 날 죽이는 걸 망설이고 있다는 사실은 뻔하다. 어쩌면 나 하나 잡자고 너무 많은 망령을 낭비하는 건 아닐까 두려워하고 있을지도 몰라 - 어쨌든 그 족속들은 잡아와서 가둬놓는 데에 좀 많이 힘든 애완동물이니. 또 이 졸렬한 제국을 유지하려면 저 걸어 다니는 시체들도 꽤나 필요한 거니까.
$ENTRY_JOURNAL_PRISON_LEFT_1_00	내 마음속에서는 계속 알 수 없는 조력자의 목소리가 메아리치고 있다. 오지말은 내 실력을 붉은 옷을 입은 인간에게 보이고 싶다고 한다. 대체 그 붉은 옷을 입은 인간은 누구지? 그리고 이 조력자는 또 누구고	 왜 날 그렇게도 살리고 싶어 하는 걸까?<N>질문은 끊임없이 이어지지만	 한 가지는 확실하다. 내가 휘두르는 칼끝은 오직 시체들만을 향해 있지만	 일단 오지말을 잡을 기회가 온다면 이런 신념도 충분히 바뀔 수 있단 거지.
$ENTRY_JOURNAL_HALFWAY_WORLD_TITLE	 
$ENTRY_JOURNAL_HALFWAY_WORLD_LEFT_0_00	네 번째 날 - 연옥 세계
$ENTRY_JOURNAL_HALFWAY_WORLD_LEFT_0_10	<LQ>'연옥 세계'<RQ> 이란 이름이	 내가 찾아낸 이 해괴한 세계를 가장 잘 표현하는 말일 것이다.<N>내가 아주 어렸을 적에	 케벌의 웅덩이에 빠져죽을 뻔한 적이 있었다. 정말 어떤 경험과도 비교하지 못할 아찔한 순간이었다. 그때와 똑같은 공포와 숨막히는 고통이 나를 엄습한다. 심장이 가슴을 찢고 튀어나올 것만 같다. 하지만 이번에는 날 끌어내 줄 아버지의 손같은 건 없다. 기어나올 곳도 없고	 그저 영원처럼 느껴질 죽음의 순간 뿐이다.<N>여기에 어떻게 오게 되는지는 아직도 수수께끼다. 내가 알고 있는 것이라곤	 꼭 필요할 때 오게 된다는 것 뿐이지. 여기에 있어도 내 동료들이 있다는 것은 느낄 수 있다. 보이진 않지만	 뭐 내 팔다리는 꼭 눈으로 봐야 달려있다는 걸 아나 뭐.
$ENTRY_JOURNAL_HALFWAY_WORLD_RIGHT_0_00	그냥 거기 있으니 부르면 된다는 사실만 알고 있을 뿐이다. 그렇게 강력한 힘은 아니다	 아기가 몸을 뒤집는 수준에 불과하지만	 내 한 목숨 구하기엔 충분하다. 이 두렵기만 한 연옥 세계를 돌아다니는 동안에는	 분명히 없는 것보다는 나은 힘인 것이다.
$ENTRY_JOURNAL_KETTA_TITLE	 
$ENTRY_JOURNAL_KETTA_LEFT_0_00	다섯번째 날 - [ranger_hero]
$ENTRY_JOURNAL_KETTA_LEFT_0_10	내 생각에 [ranger_hero]한테서 가장 마음에 드는 점은	 얘한테서 염소 냄새가 난다는 것이다.<N>그럼 유아적인 성정이나 만물을 백안시하는 어법에 암담한 빈정거림	 손버릇도 부정한데다 식사 예절도 제대로 숙지하지 못한 사람과 텐트를 같이 써야 되는 상황인데	 불쾌한 염소 냄새쯤이야 저런 것들에 비하면 아주 양호한 특징이 되는 것이다.<N> 가끔씩 밤에 남자애들이 쓰는 캠프 쪽에서 바람이 불면	 [berserker_hero]의 독특한 체취가 바람에 실려 올 때가 있다. 두 냄새가 어우러진 향기란 그야말로 신이 내린 향수가 아닐 수 없다. 아무래도 요새 밤에 잠이 잘 오는 이유는	 내 생존본능이 저 냄새의 결정체를 계속 맡고 있느니 그냥 기절하는 쪽을 택하기 때문이 아닌지 싶다.
$ENTRY_JOURNAL_KETTA_RIGHT_0_00	여덟 번째 날
$ENTRY_JOURNAL_KETTA_RIGHT_0_10	어젯밤에는 [ranger_hero]이(가) 나한테 유목민 사투리로 떽떽거리는 통에 깨고 말았다. 대충 번역해 보자면 <LQ>청소도구 여자	 그 남자는 광산!<RQ>정도 되겠는데. 그러더니 내 머리카락을 무더기로 잡아뜯더니	 자기 베개 속에 꽉꽉 채우고는 도로 잠들었다.<N>어쨌든 평소답지 않게 사과는 하더라. 심지어 말갈기로 내 머리에 난 땜질을 가릴 가발까지 만들어서 주었다. 대체 어떤 꿈을 꾸었길래 잠꼬대가 그렇게 심했는지 이해가 가지 않는다고 변명은 했지만. 나도 그냥 이해가 안 간 척 했다.
$ENTRY_JOURNAL_AZRA_BY_SLAK_TITLE	 
$ENTRY_JOURNAL_AZRA_BY_SLAK_LEFT_0_00	열 번째 날 - [mcguffin_hero] 새끼는 병신인가
$ENTRY_JOURNAL_AZRA_BY_SLAK_LEFT_0_10	일기장에 고상한 단어만 적어놓으면 내 뒷담을 까도 뭔 말인지 못 알아먹을 줄 알았냐?<N>이건 어때	 공주님? 우리도 여기다 네 뒷담 까는 일기나 쓰지 뭐!<N>[mcguffin_hero_up]년은 대체 뭐라고 해야 될까? 얼굴은 존나게 홀쭉한 게 꼭 물고기 면상을 닮은 것 같나? 목은 또 쓸데없이 길어서 비율이 아주 망했어 그냥. <N> 귀는 무슨 말라비틀어진 살구처럼 생긴 것이	 머리모양은 병신 같은 게 질기긴 또 오질 나게 질겨요. 지도 그렇게 깨끗하지도 않은 주제에 깔끔은 또 어찌나 떠는지.
$ENTRY_JOURNAL_AZRA_BY_SLAK_RIGHT_0_00	기분이 어때	 썅년아? 이제 누가 진짜 내 편인지 알았네.<N><N>사랑을 담아서	<N>[ranger_hero_up] 똥이나 쳐드세요 [berserker_hero_up] 야 내 이름은 왜 이렇게 길어 쓰기가 힘들어?
$ENTRY_JOURNAL_KARSK_BURNED_TITLE	 
$ENTRY_JOURNAL_KARSK_BURNED_LEFT_0_00	일곱 번째 밤 - 카르스크	 불타다.
$ENTRY_JOURNAL_KARSK_BURNED_LEFT_0_10	내게 죽음이란 낯선 존재가 아니다. 전염병이 수도를 휩쓸었던 9개월은 나에게서 순진무구한 어린 시절 같은 물건은 깡그리 벗겨내기 충분했다. 하지만 이런 나라 할지라도 그렇게 잔혹한 광경은 본 적이 없었다. 신전의 문 밖에서 불타고 있던 시체들의 안색조차 창백해질 광경이었다. <N>말문이 막힌다.<N>이제야 우리가 어떤 적과 마주하고 있는지 이해하겠다.
$ENTRY_JOURNAL_LAKSOS_TITLE	 
$ENTRY_JOURNAL_LAKSOS_LEFT_0_00	여덟 번째 날 - 락소스
$ENTRY_JOURNAL_LAKSOS_LEFT_0_10	렉세스에서 유목민들의 희한한 의식을 보게 되었다. 카라다라는 작지만 명문 있는 부족에서	 족장님이 자식을 얻게 되었다. 아기의 부모들은 두 개의 거대한 나무 우상 앞에 아이를 내려놓고 있었다.<N>족장은 작은 나무토막을 꺼내더니	 우상의 머리와 아기의 머리에 한 번씩 얹어놓았다. 그러더니 작은 칼로 나무토막을 조각하기 시작했는데	 그 부스러기를 온통 아이의 얼굴에 흘리는 것이었다. 일련의 작업이 끝나자	 족장은 동물의 힘줄에 이 조각을 매더니 아기의 목에 걸어주었다 <N> 아기는 우렁차게 울기 시작했고	 부족민들은 전형적인 유목민 식의 가무로 이 아기를 축복했다. 족장이 무엇을 조각했는지는 보지 못 했다.
$ENTRY_JOURNAL_LAKSOS_RIGHT_0_00	나중에 [ranger_hero]에게 이 의식이 대체 무슨 의미를 가지는 것이냐고 묻자	 그 애는 자기 목에서 작은 나뭇조각 여우를 꺼내 보여주었다. 또 말하길	 자신의 영령이 자신이 섬기는 부족 신들의 하수인이며	 태어났을 때 수호자이자 인도자로써 받은 것이라 하였다. 또한 죽을 때도 함께 묻혀 낙원으로 가는 안전한 길을 인도해준다는 것이었다. 부족신들은 세대가 바뀔 때마다 창조주의 자리를 내놓기 때문에	 개개인이 받는 영령은 모두 다른 모습을 띠게 된다는 것이었다. <N>그렇다면 자신의 영령을 잃는다는 것은 부족의 우상을 잃는 것과 똑같은 비극이 되는 것이냐고 묻자	 [ranger_hero]의 얼굴에는 미소가 떠오르더니 예전에 적들에게서 빼앗아 온 7개의 영령들을 보여주며	 이제 그들의 영혼은 낙원으로 가는 길을 스스로 찾을 때까지 억겁의 시간을 헤매야 할 것이라고 설명했다. 이런 짓을 같은 부족민들에게 저지르면 어떻게 되냐고 묻자	 그 애는 멍한 표정으로 나를 바라보더니 내 귀는 얼굴에 참 안 어울리게 크다고 하면 기분이 나쁘냐고 되묻고는	 염소 혀 구워 먹는 노래를 부르며 걸어가버렸다. 언제 저 머리를 돌로 한번 세게 쳐줘야겠다.
$ENTRY_JOURNAL_OZIMAL_DEAD_TITLE	 
$ENTRY_JOURNAL_OZIMAL_DEAD_LEFT_0_00	Day 10 – 오미잘의 죽음.
$ENTRY_JOURNAL_OZIMAL_DEAD_LEFT_0_10	오미잘이 죽는 광경을 본다면 상당히 만족스러운 기분을 느낄 줄 알았다. 전혀 그렇지 않았다.<N>그 자식은 멍한 눈을 치뜨고 우리가 맞서는 적들의 의지에 따르는 졸병에 불과하다. 심지어 죽어버리기 전에도 그랬다. 이 땅에서 잔혹한 정신병자 하나가 사라졌다. 하지만 여기 구덩이에서	 하나 없어진들 티라도 날까?
$ENTRY_JOURNAL_MONASTERY_TITLE	 
$ENTRY_JOURNAL_MONASTERY_LEFT_0_00	열 번째 밤 - 수도원
$ENTRY_JOURNAL_MONASTERY_LEFT_0_10	이 구덩이에서 고향 비슷한 것을 찾아보려는 시도 자체가 멍청하다는 것은 알고 있지만	 셀리니 수도원의 모습은 여전히 충격적이었다. 수도원은 사방을 틀어막고 불길한 기운을 내뿜고 있었다. 그건 차라리 요새에 더 가까웠다. 이런 대비가 필요하다는 사실은 이해하지만	 내가 나고 자랐던 수도원의 분수조차 이제는 알아보기 힘들었다. 경비병들조차 조화의 탄생지가 혼돈과 파괴로 더럽혀질까 염려하여 무기 대신 둔기를 들고 다니던 곳이었는데. <N>하지만 분수에 손을 담갔을 때야 비로소 내가 서 있는 바로 이곳은	 나 이전에도 수많은 신자들과	 선지자 셀레나드 역시 발디 뎠던 바로 그곳이라는 사실을 깨달았다. 나는 그저 보잘것없는 하인이요	 옛적 왕과 선지자들과도 그저 시간의 벽만을 사이에 둔 일개 인간인 것이다. <N><LQ>물은 계곡에서 안개로 흩어지고	 산에서 눈으로 내리며	 강에서 바다로 흘러간다. 이처럼 같은 정수에서 태어난 인간 역시 각각의
$ENTRY_JOURNAL_MONASTERY_RIGHT_0_00	시간과 장소에서	 이 거대한 우주의 권역 아래서 조화를 얻고자 그 삶을 바쳐야 하는 것이다.<RQ><N>대체 이 무법과 혐오가 판치는 대지에서	 조화와 지혜 따위는 너무나 멀어 보이는 영역에서 내가 맡은 역할이란 대체 무엇이란 말인가.<N>이 요새 수도원의 안에서	 갑자기 마음속에 평화가 찾아들어왔다. 그렇다면 이곳의 수도사들은 본질을 저버린 것이란 말인가? 설령 벽으로 사방을 틀어막고 전쟁과도 같은 방비를 한다 해도	 이는 그저 이 무법의 땅에서 셀레나드의 성령을 설파하기 위한 적응에 불과한 것이다.<N>어느 위대한 자는 말했다. <LQ>진실은 진실로 그 어떤 말로도 부를 수 있노라고.<RQ> 이 방벽들은 그저 구덩이의 말에 불과하다; 진실은 그 안에 진실로 남아있는 것이다.<RQ>
$ENTRY_JOURNAL_BAKAL_TITLE	 
$ENTRY_JOURNAL_BAKAL_LEFT_0_00	열한 번째 날 - [healer_hero] 장로
$ENTRY_JOURNAL_BAKAL_LEFT_0_10	존귀하신 [healer_hero] 사제님은 이 혼돈의 소굴에서 만난 한줄기 이성의 등불이다. 비록 지금의 여정이 너무나 촉박하여 대화를 나눌 시간은 너무 부족하나	 그 중간중간 나누는 몇 마디로도 나의 영혼에게 상당한 조력이 되어준다.<N>나 역시 내가 그분에게 조력이 되길 바란다. 사제님의 내면에는 그 자신을 갉아먹는 고통이 존재한다. 난 이제야 수행자의 잔잔한 얼굴 아래에 드리워진 그림자를 볼 수 있게 되었다. 지난날 군인이던 시절이 존재했단 것을 생각해보면	 어쩌면 당연한 일이다: 전장에서 얻은 흉터	 마음의 상처. 평생 지고 가야 할 짐들.<N>사제님께서는 사실 사제의 길을 걷지 않았다는 것을 수도원에서 알게 되었지만	 그렇더라도 나는 이 분을 계속 사제님이라 부르겠다. 사실상 사제님은 아무런 명령권도 없었다	 최소한 공식적으로는 주어지지 않았다는 말이다. 하지만 사제님의 동료 분들은 마치 상관이라도 모시듯이 이 분의 조언을 계속해서 구하며 따랐다. 대수도원장 역시 사제님과 단순히 가까운 동료 이상의 모습을 보였었다.
$ENTRY_JOURNAL_BAKAL_RIGHT_0_00	지금의 여정은 [healer_hero]님의 영혼에 동요와 원기를 동시에 불어넣는 것처럼 보인다. 마치 그 자신의 영혼이 스스로의 균형을 맞춰나가는 것처럼. 이제야 [ranger_hero]이(가) 사제님을 두려워하는지 알겠다. 그때나 지금이나 그분의 눈 속에서는	 우릴 뒤쫓는 추격자의 그것에나 비할만한 강렬한 투지를 볼 수 있다. 그저 [healer_hero]님께서	 언젠가 자신이 남들에게 베푸는 만큼의 안식을 스스로 찾으셨으면 하는 바람뿐이다.
$ENTRY_JOURNAL_WRENNA_TITLE	 
$ENTRY_JOURNAL_WRENNA_LEFT_0_00	열세 번째 날 - [mage_hero_fu]
$ENTRY_JOURNAL_WRENNA_LEFT_0_10	폴레몬이 묘사했던 퀘이드인들의 충성심은 한치의 과장도 없었다. [mage_hero]은(는) 정말이지<LQ>안색은 달보다 창백하고	 느껴지는 거리감은 달보다 두 배는 더 멀다.<RQ> 고지식한 면까지 따져보면 <LQ>수성까지도 가겠다.<RQ> 그렇게 미친 듯이 성깔이 마구 바뀌는 사람은 처음 본다. [berserker_hero]조차도 최소한 미쳤다는 점에서는 한결같으니까. [mage_hero]은(는) 분노한 바다와도 같다	 한순간 이 애의 지성이 악마적이라 느껴지더라도	 다음 순간에는 그저 구제불능의 순둥이로 변한다. 저건 아무리 봐도 뭔가 수상한 속내가 있어서 부리는 술수라고 생각이 들어도	 분명 내 추측이 들어맞았다고 확신하는 순간에는 갑자기 애들 같은 면모를 또 내보이며	 위험과 비합리의 극치를 달리는 미친 짓을 저지르기 시작하는 것이다.<N>나는 가끔 이 광기의 뒤에서 나랑 똑같은 여자아이를 볼 수 있다고 생각한다. 무섭고 외롭고 끔찍한 힘을 가진 슬픈 아이. 이 애도 내게서 자신을 보고 있을까?
$ENTRY_JOURNAL_NOMADS_TITLE	 
$ENTRY_JOURNAL_NOMADS_LEFT_0_00	열네 번째 날 - 유목민들
$ENTRY_JOURNAL_NOMADS_LEFT_0_10	유목민 부족들에게는 상당히 흥미로운 시선을 보낼 수 있었다. 애쉬의 도시들과 퀘이드 제국 사이의 대평원과 산지에서	 태어나 살아가는 사람들이라니. 켄트말 폴레몬은 동쪽으로 향한 위대한 여정 중에	 적어도 100여 개는 되는 종류의 부족들을 기록해 두었다. 뭐 나는 이들 중 상당수가 전쟁의 여파로 사라지고 말았다고 믿고 있지만. 여기 구덩이에서도 27개*는 되는 숫자의 부족들을 만나볼 수 있는 것인데	 저 바깥세상에서 살고 있을 사람들은 아마 추산하기도 불가능할 것이다.<N>그 이름대로 부족들은 유목민적인 삶을 영위해가고 있으며	 대평원을 가로질러 염소와 말을 키우며 살아가고 있는 것이었다. 이런 삶의 방식은 구덩이에선 거의 통용되지 않는다. 어쨌든 여기는 항상 경계와 방비를 유지하며 살아야 하는 곳이니까.
$ENTRY_JOURNAL_NOMADS_LEFT_0_20	*물론 완전한 부족들에 비하면 절반 정도밖에 기능하지 않는다.
$ENTRY_JOURNAL_NOMADS_RIGHT_0_00	제대로 된 부족들은 크러스크와 같은 마을을 형성해	 염소를 찾아다니거나 가장 기초적인 형태의 농업을 시작한다. <N>적응하지 못하는 유목민들(자신들의 부족이 없어졌거나 흩어져버린 사람들)은 렉세스같이 좀 더 도시적인 개척지에 정착하게 된다. 아니면 순찰자가 되어 구덩이의 마을들 사이에서 전령 역할을 하거나	 교역상들을 호위하는 일을 하게 되는 것이다.
$ENTRY_JOURNAL_DREAM1_TITLE	 
$ENTRY_JOURNAL_DREAM1_LEFT_0_00	열다섯 번째 날 - 이상한 꿈
$ENTRY_JOURNAL_DREAM1_LEFT_0_10	뭔가 꿈을 꾸었던 적도 상당히 오래전이 되었다. 연옥 세계를 공포스러운 감각은 나의 영혼을 완전히 사로잡아	 내가 자고 있는 동안에도 그 메아리만은 절절히 느끼도록 하는 것이었다. 하지만 내가 고열로 인해 헛것을 보던 그날 이후 처음으로	 난 어젯밤에 꿈을 꾸었다.<N>너무나 사실적인 꿈이었기 때문에	 오히려 내가 꿨던 그 어떤 악몽보다도 더 두려울 지경이었다. 실제로 꿈을 꾸는 동안에는 내가 살아왔던 23년의 세월의 기억은 흔적도 없이 사라져버렸다. <N>난 내가 아닌 채로 아주 높은 발코니에 서 있었다. 팔은 검고 잘 빠져있었으며	 피부는 괴상한 상징들로 덮여있는데다 금띠로 둘러져있었다. 내가 걸치고 있던 드레스는 수많은 보석들을 엮은 것이었고	 나라 하나를 가져와도 옷의 끝단이나 겨우 살까 말까 하는 값어치로 보였다.
$ENTRY_JOURNAL_DREAM1_RIGHT_0_00	달은 하늘에 낮게 걸려 있었다. 그 크기는 거대하고 붉게 불타고 있었다. 손만 뻗으면 금세라도 손가락으로 문지를 수 있을 것 같았다.<N>어떤 목소리가 나를 불러 뒤를 돌아보았다. 내 옆에는 남자가 한 명 서 있었다. 키는 아주 컸는데	 내가 지금까지 본 사람 중에 가장 컸다. 머리카락과 콧수염은 밤같이 어두운 색깔이었고	 아주아주 긴데다 금고리로 장식되어 있었다. 그는 자신의 존재만으로 세상 전체를 비좁고 흐릿한 장소로 바꾸어버렸다.<N>남자가 검은 보석 같은 눈으로 나를 바라보자	 난 우리는 하나라는 사실을 알아차렸다. 나는 불타는 달을 끌어내려 둘로 나누어 가졌다.<N>나는 곧이어 온몸을 떨면서 깨어났다. 손은 아직도 붉은 달을 쥐고 있는 것처럼 심장을 움켜쥐고 있었다. 너무도 강한 갈망이 나를 사로잡았기에 울음이 터져 나왔다. 그렇게 깨어난 순간만큼은	 다시 꿈속으로 돌아갈 수만 있다면 무슨 수라도 썼을 것이다.
$ENTRY_JOURNAL_DESERT_FORTRESS_TITLE	 
$ENTRY_JOURNAL_DESERT_FORTRESS_LEFT_0_00	열일곱 번째 날 - 사막의 보석
