"flag","name","description",
"$ITM_A_HEAVY_13","ピュアフレイム","磨き抜かれたハーネス。淡い光も反射するとぎらぎらした光になる。エッチングはクウェイド語のようだが、「焼き尽くすもの」というフレーズ以外あまりに古く判読不可能。幾度となくリファインされ、他はかなり現代的。神秘的なピクトは、帝国の炎の儀式での何らかの役割を暗示している。",
"$ITM_A_HEAVY_14","泉の守護者","熟練の手によって作られたハーネス。濃紺に染められており、ほぼ黒色に見える。胸当ての表面に金箔で描かれた模様はアッシュ寺院の泉であり、この鎧が寺院を護衛する優れた衛兵のものであったことがわかる。この貴重な工芸品が奈落に来た理由は深い謎である。",
"$ITM_A_HEAVY_15","グローリーウォー+","優美で品のあるクウェイド帝国の鎧。鎖帷子の輪が青く染まり、最後の列だけ金メッキで裾が金色に輝く。強化プレートには金箔で王室のシンボルが描かれ、表面にはクウェイド語で「熟考し始めるのに遅過ぎることはない」と彫られている。角の辺りは急いで彫られたのか解読不可能。呪文の効果で、通常よりも強力。",
"$ITM_A_HEAVY_16","騎馬兵のラメラー+","大きな肩当てとすね当てが付いたデザインに秀でた馬具。金メッキされた籠手と絹のギャンベソンから元の持ち主が裕福でお洒落な兵士だったのは一目瞭然。プレートの文字はその国の公用語ではないようだが、心臓部にあることから魔除けだったと思われる。呪文の効果で、通常よりも強力。",
"$ITM_A_HEAVY_17","反逆のハーネス+","金メッキを施したアッシュ王国製のハーネス。恐らくは、高級将校のもの。キャンバス地の表面は修復されているが、アッシュ語で「裏切り者」を意味する文字が記されたままである。傷付いてはいないものの、赤い染料の上には血痕がまだはっきり残っている。呪文の効果で、通常よりも強力。",
"$ITM_A_HEAVY_18","強きウォコラン+","緑のベルベット地のブリガンダイン。クウェイド重騎兵の特徴である大きな輝く肩当てがついている。英雄ウォコランが素手で熊の頭を潰す様が金の紋章で描かれ、下には彼の子のワスタンとワセラが亡国の旅を乗り切るため熊の口から流れた血を飲む様が描かれる。呪文の効果で、通常よりも強力。",
"$ITM_A_HEAVY_19","ウォーデン卿のハーネス+","この優れたハーネスの記章は、持ち主がウォーデン卿であることを示している。彼は、将校として奈落の視察を任された際、行方不明になってしまった。その経緯はいまだ不明ながら、肩のストラップに付いた血痕を見る限り不運に見舞われたと推察される。呪文の効果で、通常よりも強力。",
"$ITM_A_HEAVY_20","ピュアフレイム+","磨き抜かれたハーネス。淡い光も反射するとぎらぎらした光になる。エッチングはクウェイド語のようだが、「焼き尽くすもの」というフレーズ以外あまりに古く判読不可能。幾度となくリファインされ、他はかなり現代的。神秘的なピクトは、帝国の炎の儀式での何らかの役割を暗示している。呪文の効果で、通常よりも強力。",
"$ITM_A_HEAVY_21","泉の守護者+","熟練の手によって作られたハーネス。濃紺に染められており、ほぼ黒色に見える。胸当ての表面に金箔で描かれた模様はアッシュ寺院の泉で、この鎧が寺院を護衛する優れた衛兵のものであったことがわかる。この貴重な工芸品が奈落に来た理由は深い謎である。呪文の効果で、通常よりも強力。",
"$ITM_A_HEAVY_22","チェーンジャック+","軽い作りのギャンベソン。粗悪な鉄の輪が両腕の外側に数個取り付けられており、これが防御力を高めている。呪文の効果で、通常よりも強力。",
"$ITM_A_HEAVY_23","鎖帷子+","内側で数百もの鉄の輪が繋がったシャツ。一つひとつがリベットで固定され、外れない仕組みになっている。呪文の効果で、通常よりも強力。",
"$ITM_A_HEAVY_24","ミックスメイル+","鎖帷子の鎧。胴部保護を強化するため、鉄のプレートが鉄の輪に繋がれている。歩兵隊が着る標準的な装備だ。呪文の効果で、通常よりも強力。",
"$ITM_A_HEAVY_25","ラメラーアーマー+","数え切れないほどの鉄のプレートが、丈夫なシルクの紐に織り込まれている。呪文の効果で、通常よりも強力。",
"$ITM_A_HEAVY_26","プレートコート+","胴部に着用する防具。キャンバスコートの内側に数個の大きく重い鉄をリベットで固定してつくられている。呪文の効果で、通常よりも強力。",
"$ITM_A_HEAVY_27","ブリガンダイン+","胴部に着用する防具。キャンバス地とビロードの骨組みに、数百もの鉄のプレートがリベットで固定されてる。呪文の効果で、通常よりも強力。",
"$ITM_A_HEAVY_28","プレートハーネス+","複雑な形の鋼鉄のプレートが革の台座につながれている。防御力を最大化させつつも十分な可動範囲を保つ、アッシュ王国の騎士に愛された一品。呪文の効果で、通常よりも強力。",
"$ITM_A_SKULL_1","石のドクロ","磨き抜かれた石のドクロ。噂では、レブナントが戦場に持っていったお守りらしい。専門家たちが言うには、とても高価な代物だそうだ。",
"$ITM_A_SKULL_2","銅のドクロ","特別な呪文や儀式に用いられる、銅の物体。磨かれた石のドクロよりも価値があるだろう。",
"$ITM_A_SKULL_3","黒曜石のドクロ","硬い黒曜石から精密に彫り出されたドクロ。深い黒色を帯びており、細部に渡って精巧にデザインされている。一度見たら目に焼きついて離れない。非常に貴重なもので、多くのコレクターにとって垂涎物だ。",
"$ITM_A_SKULL_4","銀のドクロ","銀でできた頭蓋骨。一体、何に使うのだろう？",
"$ITM_A_SKULL_5","純金のドクロ","純金でできた頭蓋骨。一体、何に使うのだろう？",
"$ITM_A_SKULL_6","アンオブタニウムのドクロ","アンオブタニウムからつくられた頭がい骨。入手することは不可能。今まで所持していたが、気づかなかった。",
"$ITM_W_SWORD_1","ストーンナイフ","鋭い岩を木製の柄に取り付けただけの最悪な一品。",
"$ITM_W_SWORD_2","メタルナイフ","クズ鉄の刃。粗い作りだが、よく切れる。",
"$ITM_W_SWORD_3","さびた剣","さびついたボロボロの剣。こうした捨てられた剣が、奈落の至る所に落ちている。",
"$ITM_W_SWORD_4","血讐のコパル","ガスタ族のシンボルと、その下にライバル民族のシンボルが彫られた遊牧民の戦闘用ナイフ。二つの民族間で、何世代にも渡る抗争があったことを示している。骨でできた柄には、17人を殺したことを示すくぼみがある。",
"$ITM_W_SWORD_5","スチールソード","ごく普通の剣。バランスが悪く、つくりも荒いが、それ以外は悪くない。",
"$ITM_W_SWORD_6","雪辱の刃","決闘用の剣。機能性が高いにもかかわらず、ヒスイの柄と柄飾りはとても華麗。刃の土台部分に、「名誉ある者を罪から解き放て。私の中の炎が燃える」という文が彫られている。恥辱を晴らす貴族同士の決闘用に、特別にあつらえられたもののようだ。",
"$ITM_W_SWORD_7","兵士の剣","軍用の剣。戦争時に大量生産された。切れ味に優れ、強力。",
"$ITM_W_SWORD_8","騎士団の刃","アッシュ王国製の刃物。刃の背の全長に古代文字が彫られている。「我は騎士団の刃。善と悪を分かち、闇と光を分かつ。私は手を導く・・・」何世代にも渡って磨き続けたため、後半は字がかすれて判読できなくなっている。",
"$ITM_W_SWORD_9","将校の剣","よくある戦争の遺物。将校のために手作りされたもの。",
"$ITM_W_SWORD_10","レジオンコマンダー","アッシュ王国の武器。優雅で素朴なデザインから、慎み深き貴族のためにつくられたとわかる。柄の片面には「歩兵隊司令官」、裏側には「動かぬ者のしもべ」と彫られている。柄飾りにも同様に、片面に天球儀が、裏側にはアッシュ寺の泉で水を飲む巡礼者が彫られている。",
"$ITM_W_SWORD_11","マスターソード","見事なまでに均整が取れた作りの剣。この剣に比肩する物はない。",
"$ITM_W_SWORD_12","フレームアイ","天下無類の剣。「見よ・・・炎の目・・・栄光・・・逃げよ、恥を知れ・・・王のもの・・・」と古代クウェイド語で彫られているが、これ以上の解読は不可。柄飾りのルビーは燃える炎のようだ。柄に慰霊の壁画と古代の王の名が刻まれており、王族の所有物だったようだ。",
"$ITM_W_SWORD_13","エブニ","バーサーカーのあこがれの剣。世界に一つしかなく、値段もそれ相応。",
"$ITM_W_SWORD_14","血讐のコパル+","ガスタ族のシンボルと、その下にライバル民族のシンボルが彫られた遊牧民の戦闘用ナイフ。二つの民族間で、何世代にも渡る抗争があったことを示している。骨でできた柄には、17人を殺したことを示すくぼみがある。呪文の効果で、通常よりも強力。",
"$ITM_W_SWORD_15","雪辱の刃+","決闘用の剣。機能性が高いにもかかわらず、ヒスイの柄と柄飾りはとても華麗。刃の土台部分に、「名誉ある者を罪から解き放て。私の中の炎が燃える」という文が彫られている。恥辱を晴らす貴族同士の決闘用に、特別にあつらえられたもののようだ。呪文の効果で、通常よりも強力。",
"$ITM_W_SWORD_16","騎士団の刃+","アッシュ王国製の刃物。刃の背の全長に古代文字が彫られている。「我は騎士団の刃。善と悪を分かち、闇と光を分かつ。私は手を導く・・・」何世代にも渡って磨き続けたため、後半は字がかすれて判読できなくなっている。呪文の効果で、通常よりも強力。",
"$ITM_W_SWORD_17","レジオンコマンダー+","アッシュ王国の武器。優雅で素朴なデザインから、慎み深き貴族のためにつくられたとわかる。柄の片面には「歩兵隊司令官」、裏側には「動かぬ者のしもべ」と彫られている。柄飾りにも同様に、片面に天球儀が、裏側にはアッシュ寺の泉で水を飲む巡礼者が彫られている。呪文の効果で、通常よりも強力。",
"$ITM_W_SWORD_18","フレームアイ+","天下無類の剣。「見よ・・・炎の目・・・栄光・・・逃げよ、恥を知れ・・・王のもの・・・」と古代クウェイド語で彫られているが、これ以上の解読は不可。柄飾りのルビーは燃える炎のようだ。柄に慰霊の壁画と古代の王の名が刻まれており、王族の所有物だったようだ。呪文の効果で、通常よりも強力。",
"$ITM_W_SWORD_19","エブニ+","バーサーカーのあこがれの剣。世界に一つしかなく、値段もそれ相応。呪文の効果で、通常よりも強力。",
"$ITM_W_SWORD_20","ストーンナイフ+","鋭い岩を木製の柄に取り付けただけの最悪な一品。呪文の効果で、通常よりも強力。",
"$ITM_W_SWORD_21","メタルナイフ+","クズ鉄の刃。粗い作りだが、よく切れる。呪文の効果で、通常よりも強力。",
"$ITM_W_SWORD_22","さびた剣+","さびついたボロボロの剣。こうした捨てられた剣が、奈落の至る所に落ちている。呪文の効果で、通常よりも強力。",
"$ITM_W_SWORD_23","スチールソード+","ごく普通の剣。バランスが悪く、つくりも荒いが、それ以外は悪くない。呪文の効果で、通常よりも強力。",
"$ITM_W_SWORD_24","兵士の剣+","軍用の剣。戦争時に大量生産された。切れ味に優れ、強力。呪文の効果で、通常よりも強力。",
"$ITM_W_SWORD_25","将校の剣+","よくある戦争の遺物。将校のために手作りされたもの。呪文の効果で、通常よりも強力。",
"$ITM_W_SWORD_26","マスターソード+","見事なまでに均整が取れた作りの剣。この剣に比肩する物はない。呪文の効果で、通常よりも強力。",
"$ITM_W_BOW_1","グリーンボウ","若木からつくられた簡素な弓。石の矢尻を持つ矢とセット。",
"$ITM_W_BOW_2","ウッドボウ","木製の弓。石の矢尻を持つ矢とセット。",
"$ITM_W_BOW_3","ハンターウォリアー","本来遊牧民の狩猟用だったが、戦争の武器として使われるようになった弓。「よい狩猟」を意味する紋章が、「死」を意味するものに塗り替えられている。内側に生首を抱くスデカ家の神が描かれ、先端に勝利を示す赤のしまがある。小さな戦いで使用されたものらしい。",
"$ITM_W_BOW_4","ハンターボウ","イチイでつくられた強い弓。石の矢尻を持つ矢とセット。",
"$ITM_W_BOW_5","ノースレリック","純白のカバでできた良質の狩猟用の弓。青い革のグリップ部分には金色のワイヤーが巻かれており、両端まで北方の都市国家の言語で不思議な文章が書かれている。片面に、ケド家のシンボルが描かれていることから、民族移動と共に南に伝播したことが伺われる。",
"$ITM_W_BOW_6","アントラーボウ","強力な弓。大人の雄鹿の角を彫って作られた。",
"$ITM_W_BOW_7","キャプテンウォーボウ","アッシュ人による戦闘用の弓。珍しい木が積み重ねられ、グリップに回転装置の描写と「ザンティモン指揮官」と金色の文字が刻まれる。ザンティモンとは、進軍の際に先陣を切り警備隊のリーダーを務めた人物。アッシュ寺院を目指す巡礼者を守っていた。",
"$ITM_W_BOW_8","グレイトスタッグボウ","古代の弓。大きな雄鹿の角を彫って作られた。",
"$ITM_W_BOW_9","ロードヴィクトリー","見事な作りの弓。小さな金の輪と華やかな色の革で飾られている。グリップ部分に勝利の様子が描かれており、将軍が累々たる敵の死体の上に立ち、天上の名もなき神々に祝福されている。裕福な遊牧民の将軍の物であったことは明らかだ。",
"$ITM_W_BOW_10","コンポジットボウ","様々な木々を組み合わせてつくられた戦闘用の弓。将官のものだったようだ。",
"$ITM_W_BOW_11","死の輝き","角と金の輪がついた弓矢。グリップ部にクウェイド語で「ルカワン、お前ははした金のために閣下を殺した。ここにお前の死がある。矢は必ずお前を見つける。裏切りの死骸は、犬と虫に弄ばれるだろう。」とある。その下の革には引っかき傷で「事は成った」と書かれている。",
"$ITM_W_BOW_12","驚異の長弓","太いオークから作られた弓。この弓を引くには相当の力を要するが、致命的なダメージを与えることができる。",
"$ITM_W_BOW_13","ハンターウォリアー+","本来遊牧民の狩猟用だったが、戦争の武器として使われるようになった弓。「よい狩猟」を意味する紋章が、「死」を意味するものに塗り替えられている。内側に生首を抱くスデカ家の神が描かれ、先端に勝利を示す赤のしまがある。小さな戦いで使用されたものらしい。呪文の効果で、通常よりも強力。",
"$ITM_W_BOW_14","ノースレリック+","純白のカバでできた良質の狩猟用の弓。青い革のグリップ部分には金色のワイヤーが巻かれており、両端まで北方の都市国家の言語で不思議な文章が書かれている。片面に、ケド家のシンボルが描かれていることから、民族移動と共に南に伝播したことが伺われる。呪文の効果で、通常よりも強力。",
"$ITM_W_BOW_15","キャプテンウォーボウ+","アッシュ人による戦闘用の弓。珍しい木が積み重ねられ、グリップに回転装置の描写と「ザンティモン指揮官」と金色の文字が刻まれる。ザンティモンとは、進軍の際に先陣を切り警備隊のリーダーを務めた人物。アッシュ寺院を目指す巡礼者を守っていた。呪文の効果で、通常よりも強力。",
"$ITM_W_BOW_16","ロードヴィクトリー+","見事な作りの弓。小さな金の輪と華やかな色の革で飾られている。グリップ部分に勝利の様子が描かれており、将軍が累々たる敵の死体の上に立ち、天上の名もなき神々に祝福されている。裕福な遊牧民の将軍の物であったことは明らかだ。呪文の効果で、通常よりも強力。",
"$ITM_W_BOW_17","死の輝き+","角と金の輪がついた弓矢。グリップ部にクウェイド語で「ルカワン、お前ははした金のために閣下を殺した。ここにお前の死がある。矢は必ずお前を見つける。裏切りの死骸は、犬と虫に弄ばれるだろう。」とある。その下の革には引っかき傷で「事は成った」と書かれている。呪文の効果で、通常よりも強力。",
"$ITM_W_BOW_18","グリーンボウ+","若木からつくられた簡素な弓。石の矢尻を持つ矢とセット。呪文の効果で、通常よりも強力。",
"$ITM_W_BOW_19","ウッドボウ+","木製の弓。石の矢尻を持つ矢とセット。呪文の効果で、通常よりも強力。",
"$ITM_W_BOW_20","ハンターボウ+","イチイでつくられた強い弓。石の矢尻を持つ矢とセット。呪文の効果で、通常よりも強力。",
"$ITM_W_BOW_21","アントラーボウ+","強力な弓。大人の雄鹿の角を彫って作られた。呪文の効果で、通常よりも強力。",
"$ITM_W_BOW_22","グレイトスタッグボウ+","古代の弓。大きな雄鹿の角を彫って作られた。呪文の効果で、通常よりも強力。",
"$ITM_W_BOW_23","コンポジットボウ+","様々な木々を組み合わせてつくられた戦闘用の弓。将官のものだったようだ。呪文の効果で、通常よりも強力。",
"$ITM_W_BOW_24","驚異の長弓+","太いオークから作られた弓。この弓を引くには相当の力を要するが、致命的なダメージを与えることができる。呪文の効果で、通常よりも強力。",
"$ITM_W_STAFF_1","ステッキ","硬く頑丈な杖。",
"$ITM_W_STAFF_2","羊飼いの杖","簡素なデザインの羊飼いの杖。",
"$ITM_W_STAFF_3","山師の杖","不思議な文章が彫られた華麗な杖。よく見ると、全く意味を為さないデタラメな文章で、文盲の人をからかうために彫られたようだ。杖の端に空洞があり、色煙を噴出するためのパウダーが入っている。かつては、パウダーではなく生きたカナリアが入っていたそうだ。",
"$ITM_W_STAFF_4","オークの杖","きれいに彫られたオーク製の杖。頑丈な革のグリップが付いている。",
"$ITM_W_STAFF_5","聖なる羊飼いの杖","数多くの不明な言語が刻まれた頑丈な杖。上部にはクウェイド語で「貯蔵守りし羊飼い」とある。その下には「砂漠の宝石」の紋章があり、不運な杖の持ち主は凶暴な羊の管理を任されていたようだ。下部に数百の歯型が残り、今なお表面に歯が突き刺さったまま。",
"$ITM_W_STAFF_6","こん棒","頑丈なオーク製の杖。杖の端に穴を空けて、鉛を重りとして入れている。",
"$ITM_W_STAFF_7","獣の牙","一つの牙から彫り出された類まれなる杖。この牙を生やすモンスターについて考えるだけでぞっとする。知られざる英雄の武勇伝のようなものが牙全体に彫られている。しかし、解読可能な文字は一つもなく、つくった者も獣の種類も謎のまま。",
"$ITM_W_STAFF_8","鋼樹の杖","上質の杖。最も珍しい種類の木を彫って作られている。",
"$ITM_W_STAFF_9","死刑執行人のこん棒","鉛が仕込まれた重い杖。表面に奇妙なエッチングがあり、不明ながら北方都市国家の言語である可能性が高い。生首の下のクロスキーは、剣を使うに値しない囚人、死刑執行人、役人の象徴と考えられる。付着した血痕から、頻繁に権限を行使していたと伺える。",
"$ITM_W_STAFF_10","鉄の石突きの杖","頑丈な杖。長い鉄の板で補強されている。",
"$ITM_W_STAFF_11","炎の番人","銀メッキの杖。古代クウェイド語でデザインが施されているが、古い言葉である上に銀が黒ずみ、ほぼ解読不能だが、「炎を抱く者」、「燃やし尽くす陶酔」というフレーズが頻繁に出てくる。焼け焦げた両端は、炎の儀式で使われたことを暗示している。",
"$ITM_W_STAFF_12","巡礼者の杖","セリーニの修道士が巡礼者に無償で配布していた杖。柄は鉄のプレートで補強されており、木の表面には祈りの言葉が彫られている。",
"$ITM_W_STAFF_13","コゾモンのしゃく","古いオークの杖。古代アッシュ語で「コゾモン・カスタンキム」とあり、セリーニ第一使徒の物のようだ。クウェイド戦争後期の牧師会議場略奪事件で紛失したと言われていた。飾りの宝石は盗まれているが、杖は無傷。長年の崇拝と火事で変色しているが、強度は変わりない。",
"$ITM_W_STAFF_14","山師の杖+","不思議な文章が彫られた華麗な杖。よく見ると、全く意味を為さないデタラメな文章で、文盲の人をからかうために彫られたようだ。杖の端に空洞があり、色煙を噴出するためのパウダーが入っている。かつては、パウダーではなく生きたカナリアが入っていたそうだ。呪文の効果で、通常よりも強力。",
"$ITM_W_STAFF_15","聖なる羊飼いの杖+","数多くの不明な言語が刻まれた頑丈な杖。上部にはクウェイド語で「貯蔵守りし羊飼い」とある。その下には「砂漠の宝石」の紋章があり、不運な杖の持ち主は凶暴な羊の管理を任されていたようだ。下部に数百の歯型が残り、今なお表面に歯が突き刺さったまま。呪文の効果で、通常よりも強力。",
"$ITM_W_STAFF_16","獣の牙+","一つの牙から彫り出された類まれなる杖。この牙を生やすモンスターについて考えるだけでぞっとする。知られざる英雄の武勇伝のようなものが牙全体に彫られている。しかし、解読可能な文字は一つもなく、つくった者も獣の種類も謎のまま。呪文の効果で、通常よりも強力。",
"$ITM_W_STAFF_17","死刑執行人のこん棒+","鉛が仕込まれた重い杖。表面に奇妙なエッチングがあり、不明ながら北方都市国家の言語である可能性が高い。生首の下のクロスキーは、剣を使うに値しない囚人、死刑執行人、役人の象徴と考えられる。付着した血痕から、頻繁に権限を行使していたと伺える。呪文の効果で、通常よりも強力。",
