flag	name
$SKILL_DRAGON_P_EPIC_HALITOSIS	史诗口臭
$SKILL_DRAGON_A_FIRE_BREATH	火焰吐息
$SKILL_DRAGON_P_STRENGTH	力量
$SKILL_DRAGON_A_ROAR	咆哮
$SKILL_DRAGON_P_FATTEN_UP	肥胖
$SKILL_DRAGON_P_NOM	吞咽
$SKILL_DRAGON_A_FIRE_BALL	火球
$SKILL_RANGER_A_BASIC_SHOT	基础设计
$SKILL_RANGER_P_SHARP_SHOOTER	致命射击
$SKILL_RANGER_A_TRIPLE_SHOT	三连矢
$SKILL_RANGER_P_DEEP_SHOT	深度射击
$SKILL_RANGER_A_RAPID_SHOT	急速射击
$SKILL_RANGER_P_RANGE_FOCUS	瞄准范围
$SKILL_RANGER_P_PIERCING_SHOT	穿刺射击
$SKILL_RANGER_P_POISON_SHOT	毒性射击
$SKILL_RANGER_A_SPREAD_SHOT	弹幕射击
$SKILL_RANGER_A_BLACK_OUT_THE_SUN	遮天蔽日
$TYPE_RANGED	范围
$TYPE_MELEE	近战
$TYPE_ULTIMATE	终极
$BLURB_BERSERKER	拥有最快的攻击速度。<N>快速攻击大量敌人，造成中等伤害。<N>对付大量的孱弱敌人有奇效！
$BLURB_RANGER	拥有最远的攻击距离。<N>远远打击敌人，造成少量伤害。<N>对综合性单位有奇效！
$BLURB_KNIGHT	最慢的职业。<N>攻击单个目标，造成大量伤害。<N>可以造成护甲穿透或者破甲。<N>对血量高或护甲高的敌人有奇效！
$BLURB_MAGE	可以使敌人减速或冰冻。<N>攻击速度中等，造成少量伤害。<N>对快速的敌人有奇效！
$BLURB_DRAGON	伤害很高。<N>可以吞噬敌人，并让他们燃烧。<N>非常昂贵，但实力超群。
$BLURB_HEALER	治疗你的盟友。<N>具有一些轻型攻击手段。<N>好好利用，达到最大效果！
$COLOR_EYE	眼睛
$COLOR_SKIN	肤色
$COLOR_HAIR	发色
$COLOR_PANTS	裤子
$COLOR_WEAPON	武器
$COLOR_ARMOR	护甲
$COLOR_DETAIL	细节
$COLOR_TUNIC	外衣
$COLOR_CLOTHES	衣服
$COLOR_CLOAK	斗篷
$COLOR_ROBE	长袍
$COLOR_HIDE	兽皮
$COLOR_OUTLINE	轮廓
$END	结束
