flag	name	description
$ITM_A_HEAVY_14	喷泉守护者	这件精心打造的甲胄已经上的蓝色已经将近黑色。护胸甲表面的镀金图案，描画了一个死灰神殿的喷泉，显示这件神器的装甲很可能属于其中一个神殿精英守卫。至于这件无价的神器为何会落到墓坑这里的原因，就无从得知了。
$ITM_A_HEAVY_15	<RE>[$ITM_A_HEAVY_3_NAME]+	<RE>[$ITM_A_HEAVY_3_DESCRIPTION]
$ITM_A_HEAVY_16	<RE>[$ITM_A_HEAVY_5_NAME]+	<RE>[$ITM_A_HEAVY_5_DESCRIPTION]
$ITM_A_HEAVY_17	<RE>[$ITM_A_HEAVY_7_NAME]+	<RE>[$ITM_A_HEAVY_7_DESCRIPTION]
$ITM_A_HEAVY_18	<RE>[$ITM_A_HEAVY_9_NAME]+	<RE>[$ITM_A_HEAVY_9_DESCRIPTION]
$ITM_A_HEAVY_19	<RE>[$ITM_A_HEAVY_11_NAME]+	<RE>[$ITM_A_HEAVY_11_DESCRIPTION]
$ITM_A_HEAVY_20	<RE>[$ITM_A_HEAVY_13_NAME]+	<RE>[$ITM_A_HEAVY_13_DESCRIPTION]
$ITM_A_HEAVY_21	<RE>[$ITM_A_HEAVY_14_NAME]+	<RE>[$ITM_A_HEAVY_14_DESCRIPTION]
$ITM_A_HEAVY_22	<RE>[$ITM_A_HEAVY_1_NAME]+	<RE>[$ITM_A_HEAVY_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_23	<RE>[$ITM_A_HEAVY_2_NAME]+	<RE>[$ITM_A_HEAVY_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_24	<RE>[$ITM_A_HEAVY_4_NAME]+	<RE>[$ITM_A_HEAVY_4_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_25	<RE>[$ITM_A_HEAVY_6_NAME]+	<RE>[$ITM_A_HEAVY_6_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_26	<RE>[$ITM_A_HEAVY_8_NAME]+	<RE>[$ITM_A_HEAVY_8_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_27	<RE>[$ITM_A_HEAVY_10_NAME]+	<RE>[$ITM_A_HEAVY_10_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_28	<RE>[$ITM_A_HEAVY_12_NAME]+	<RE>[$ITM_A_HEAVY_12_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_SKULL_1	石质骷髅	一块被抛光的石质骷髅，有些人认为这是亡魂在战斗时携带的魔法护身符。<N><N><N>专家认为，你可以用它来换取一些很酷的装备。
$ITM_A_SKULL_2	青铜骷髅	它由坚固的青铜铸成，或许是用于特别的咒语或者仪式。<N>绝对比一个抛光的石质骷髅更有价值。
$ITM_A_SKULL_3	黑曜石骷髅	由黑曜石雕琢而成，这个深黑色的头骨的细节既华丽又恐怖。<N>由于它极为罕有，所以这类头骨非常受收藏家的欢迎。
$ITM_A_SKULL_4	白银骷髅	这个骷髅是用纯银打造而成，它有什么用途呢？
$ITM_A_SKULL_5	黄金骷髅	这个骷髅是用纯金打造而成，它有什么用途呢？
$ITM_A_SKULL_6	超导体骷髅	它由纯净的超导矿石打造而成，几乎无法获得。实际上，你自始至终都把它带在身上，但神奇的是，你刚刚才发现这件事。
$ITM_W_SWORD_1	石质小刀	一块锋利的石头固定在一个木柄上。聊胜于无。
$ITM_W_SWORD_2	金属小刀	一块废弃的金属片，粗糙，但有效。
$ITM_W_SWORD_3	生锈的剑	一柄生锈、破烂的剑，墓坑里到处都是这样的战争遗弃物。
$ITM_W_SWORD_4	科波的血仇	在这柄游牧民族的战斗小刀上，格斯塔的部落标记覆盖在其它标记上，这说明这两个部落曾经有过血腥的斗争。骨制的把手上有十七道刻痕。
$ITM_W_SWORD_5	铁剑	一把朴素的铁剑，平衡性差，工艺粗糙，但状态良好。
$ITM_W_SWORD_6	荣誉的证明	华丽的玉柄和尖兵圆头的镶嵌镶嵌物，似乎想掩饰这把奎德决斗剑的邪恶功能。剑的底部刻有铭文<N><LQ>荣誉的证明。内心的烈焰。<RQ>它很可能是为某种特别的对决而设计，解决两个贵族之间的荣誉矛盾。
$ITM_W_SWORD_7	士兵的剑	军用剑，在战争时大量制造。它坚固且有效。
$ITM_W_SWORD_8	秩序边缘	"这把死灰制造的刀，刀脊上写着如下古老的文字：
<N><LQ>我是秩序的边缘，我从邪恶中断分正义，从暗黑中割裂光芒。我讲引导那双使用我的手走向死……<RQ>由于已经过了几代人的抛光，剩余的文字已无法辨认。"		
$ITM_W_SWORD_9	军官之剑	这又是一把战争时的遗留物，这是为军官而设的武器。
$ITM_W_SWORD_10	军团指挥官	这把雅致而朴素的死灰武器，显示它的主人是一个谦卑的贵族。<N><N>它的其中一边写着如下文字“军团指挥官”，而另一边则是“不动的动者之仆”。它圆头的一侧刻着天文图像，而另一侧刻着一个朝圣者在死灰神殿的喷泉喝水的情景。
$ITM_W_SWORD_11	大师之剑	精心打造，平衡性极好，没有武器能与之匹敌。
$ITM_W_SWORD_12	火焰之眼	这把无与伦比的剑其剑柄上刻着古老的奎德文字，由于方言味极重和使用久远，已经使它难以辨认：<N><LQ>看啊……火焰之眼……荣耀……可耻的逃跑……国王……<RQ>刀柄上有两个巨大的宝石上，宝石里面似乎有火焰在熊熊燃烧。精巧雕琢的刀柄上刻着回忆之墙，上面刻着奎德所有尊贵可敬的皇帝的名字。这把非同一般的武器很可能是属于一个皇家的成员。
$ITM_W_SWORD_13	伊伏尼	这是狂战士梦寐以求的剑，世界上只有一把，所以价格也水涨船高。
$ITM_W_SWORD_14	<RE>[$ITM_W_SWORD_4_NAME]+	<RE>$ITM_W_SWORD_4_DESCRIPTION
$ITM_W_SWORD_15	<RE>[$ITM_W_SWORD_6_NAME]+	<RE>$ITM_W_SWORD_6_DESCRIPTION
$ITM_W_SWORD_16	<RE>[$ITM_W_SWORD_8_NAME]+	<RE>$ITM_W_SWORD_8_DESCRIPTION
$ITM_W_SWORD_17	<RE>[$ITM_W_SWORD_10_NAME]+	<RE>$ITM_W_SWORD_10_DESCRIPTION
$ITM_W_SWORD_18	<RE>[$ITM_W_SWORD_12_NAME]+	<RE>$ITM_W_SWORD_12_DESCRIPTION
$ITM_W_SWORD_19	<RE>[$ITM_W_SWORD_13_NAME]+	<RE>$ITM_W_SWORD_13_DESCRIPTION
$ITM_PLUS	物品+	一个神秘的+符号标志着它比普通的更强大。
$ITM_W_SWORD_20	<RE>[$ITM_W_SWORD_1_NAME]+	<RE>[$ITM_W_SWORD_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_21	<RE>[$ITM_W_SWORD_2_NAME]+	<RE>[$ITM_W_SWORD_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_22	<RE>[$ITM_W_SWORD_3_NAME]+	<RE>[$ITM_W_SWORD_3_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_23	<RE>[$ITM_W_SWORD_5_NAME]+	<RE>[$ITM_W_SWORD_5_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_24	<RE>[$ITM_W_SWORD_7_NAME]+	<RE>[$ITM_W_SWORD_7_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_25	<RE>[$ITM_W_SWORD_9_NAME]+	<RE>[$ITM_W_SWORD_9_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_26	<RE>[$ITM_W_SWORD_11_NAME]+	<RE>[$ITM_W_SWORD_11_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_1	绿色长弓	这张朴素的弓使用幼树而制，配有普通的木质箭矢。
$ITM_W_BOW_2	木质长弓	由木头制成的弓，配有石质箭头的箭矢。
$ITM_W_BOW_3	猎人战士	这样游牧的猎弓，还能用于战争之上。上面画了一个“好好狩猎”的符号，下面还有一个“死亡”的符号。弓的内侧画着斯卡达家族的神袛，拿着一个人头。箭两端的红色胜利条纹，显示着这个武器是使用在很久以前已被遗忘的冲突上。
$ITM_W_BOW_4	猎人长弓	由紫衫木制成的强弓，配有石质箭头的箭矢。
$ITM_W_BOW_5	北方遗物	这把上好的狩猎弓是使用纯白奇伍德木而制。蓝色的皮柄缠绕着金丝，在末端写着一些古怪的文字，或许是北部城市的众多语言中的一种。弓箭一侧画着基德家族的游牧符号，说明这把武器跟随部落，辗转到了南方。
$ITM_W_BOW_6	鹿角弓	这把强大的弓箭，使用赤鹿的角而制成。
$ITM_W_BOW_7	船长的战斗长弓	这把阿撒尼战弓，用几种罕有的木材组合而成。手握的位置，画着一个转动的齿轮和一个黄金的标志。上面写着：赞提顿队长，道路的守护者。也许这把弓的拥有者是众多的巡逻队队长之一。这些巡逻队负责守护前往死灰神殿的朝圣者，免其落入强盗和游牧掠夺者之手。
$ITM_W_BOW_8	巨鹿长弓	这把古老的弓箭，使用巨大赤鹿的角而制成。
$ITM_W_BOW_9	战神的凯旋	这把精心打造的弯弓使用金圈和亮色的皮革装饰。它的手握处描绘了一位胜利的战士站立在敌人堆的小山丘之上。在他上面，有几位无法辨认的神袛在祝福他。这件武器属于一个富有且成功的游牧酋长。
$ITM_W_BOW_10	复合战弓	这把复合弓用几种木头组成，似乎属于一个指挥官。
$ITM_W_BOW_11	镀金的死亡	这把两端为号角的战弓，使用无数的金环装饰。皮质的手握处写着如下的奎德文字<LQ>鲁卡万，你为流俗的金钱，谋杀了荣耀，在这把黄金的武器前见证你的死亡吧。它疾驰的箭矢会找到你，而你那叛徒的尸体，会被野狗和蠕虫蹂躏。<RQ>而再往下，皮革上的四散的文字写着<LQ>使命已完成<RQ>。
$ITM_W_BOW_12	强化长弓	因为这把弓由坚固的橡木制成，所以需要无比强大的力气才能够拉动，但它也为那些能够使用它的人提供无可匹敌的破坏力。
$ITM_W_BOW_13	<RE>[$ITM_W_BOW_3_NAME]+	<RE>[$ITM_W_BOW_3_DESCRIPTION]
$ITM_W_BOW_14	<RE>[$ITM_W_BOW_5_NAME]+	<RE>[$ITM_W_BOW_5_DESCRIPTION]
$ITM_W_BOW_15	<RE>[$ITM_W_BOW_7_NAME]+	<RE>[$ITM_W_BOW_7_DESCRIPTION]
$ITM_W_BOW_16	<RE>[$ITM_W_BOW_9_NAME]+	<RE>[$ITM_W_BOW_9_DESCRIPTION]
$ITM_W_BOW_17	<RE>[$ITM_W_BOW_11_NAME]+	<RE>[$ITM_W_BOW_11_DESCRIPTION]
$ITM_W_BOW_18	<RE>[$ITM_W_BOW_1_NAME]+	<RE>[$ITM_W_BOW_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_19	<RE>[$ITM_W_BOW_2_NAME]+	<RE>[$ITM_W_BOW_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_20	<RE>[$ITM_W_BOW_4_NAME]+	<RE>[$ITM_W_BOW_4_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_21	<RE>[$ITM_W_BOW_6_NAME]+	<RE>[$ITM_W_BOW_6_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_22	<RE>[$ITM_W_BOW_8_NAME]+	<RE>[$ITM_W_BOW_8_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_23	<RE>[$ITM_W_BOW_10_NAME]+	<RE>[$ITM_W_BOW_10_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_24	<RE>[$ITM_W_BOW_12_NAME]+	<RE>[$ITM_W_BOW_12_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_1	手杖	一根结实坚固的棍子。
$ITM_W_STAFF_2	牧羊杖	一根朴素的牧羊杖。
$ITM_W_STAFF_3	江湖骗子之杖	这根华丽的雕刻手杖，杆上装饰着奇怪的文字。仔细查看的话，可以发现那些仅仅是胡言乱语，愚弄文盲的文字。权杖的末段包含一些中空的部分，里面装着能产生彩色烟雾的粉末，这些烟幕似乎曾经是一只金丝雀。
$ITM_W_STAFF_4	橡木杖	一把上好的橡木权杖，把手上缠绕着厚实的皮革。
$ITM_W_STAFF_5	佝偻牧羊人之杖	这根结实的权杖上满是文字，它包含了奎德，死灰和游牧还有几种无法辨认的语言。在权杖顶部，是奎德语写成的<LQ>沉睡大师，石头守护者<RQ>。下面装饰着沙漠之峰的珠宝，说明了那个不幸的拥有者因为在城市地下养殖凶猛恶毒的绵羊而被控告。权杖的末端满是牙印，还有几只牙嵌在木头上。
$ITM_W_STAFF_6	棍棒	根坚固的橡木杖一侧被掏空并灌上铅，以增加重量。
$ITM_W_STAFF_7	野兽的武器	这根非凡的权杖由一枚乳白色的长牙雕琢而成。如果去深究这颗牙齿究竟属于什么样的怪兽不免让人不寒而栗。权杖下面的华丽装饰显然是诉说一个不知名英雄的故事。这把武器上没有死灰，游牧或者奎德的图案，也没有能供辨认的文字，使雕刻者的身份和那头巨角怪物的源头成为一个谜。
$ITM_W_STAFF_8	铁木权杖	这把极好的权杖使用最罕有的木头制成的。
$ITM_W_STAFF_9	刽子手的棍棒	这根巨大的权杖装着铁块，一侧被挖空了并灌上铅，以增加挥舞的冲击力。金属的表面刻着一些古怪的东西。似乎是一种未知的语言，或许是北部城市众多的口语之一。骷髅头下面的十字钥匙，象征着一种权威，或许是狱卒，行刑者又或者是其它指挥官，那种不配使用剑的人。权杖末端的血迹显示那个人经常使用它练习。
$ITM_W_STAFF_10	钢钉权杖	这根坚固的木杖用长长的铁块进行了加固。
$ITM_W_STAFF_11	火焰守护者	这根银包裹的权杖经过一代代的传下来，已经污迹斑斑。还未被污迹沾染的部分上写着古老的奎德语言。由于银变成黑色，在加上年代久远，大部分的文字已难以辨认。那句话<LQ>手握火焰的人<RQ> 出现过几次，此外，还有<LQ>入迷？……狂喜<RQ>。权杖的两端都因为焦痕而发黑，这说明它可能在奎德帝国火焰仪式上所用。
$ITM_W_STAFF_12	朝圣者之杖	这是刹灵尼僧侣给旅行者的其中一根权杖，这跟权杖使用铁片进行了加固，木头表面刻满了祷文。
$ITM_W_STAFF_13	科左曼的节杖	这根工艺粗糙的橡木棍上雕刻着如下的文字<LQ>科左曼·卡坦金<RQ>，这是一种非常古老的奎德方言，揭示了这根朴素的权杖属于瑟林达的首席弟子。这个遗物应该是当年的奎德战争中，在小教堂中被夺走的。上面那些装饰的黄金和珠宝早已被剥去，但权杖本身依然完好无缺。经过数个世纪的敬奉，几场大火的洗礼，原来的木头已变成了深黑色。但它的仍然保持原有的威力。
$ITM_W_STAFF_14	<RE>[$ITM_W_STAFF_3_NAME]+	<RE>[$ITM_W_STAFF_3_DESCRIPTION]
$ITM_W_STAFF_15	<RE>[$ITM_W_STAFF_5_NAME]+	<RE>[$ITM_W_STAFF_5_DESCRIPTION]
$ITM_W_STAFF_16	<RE>[$ITM_W_STAFF_7_NAME]+	<RE>[$ITM_W_STAFF_7_DESCRIPTION]
$ITM_W_STAFF_17	<RE>[$ITM_W_STAFF_9_NAME]+	<RE>[$ITM_W_STAFF_9_DESCRIPTION]
$ITM_W_STAFF_18	<RE>[$ITM_W_STAFF_11_NAME]+	<RE>[$ITM_W_STAFF_11_DESCRIPTION]
$ITM_W_STAFF_19	<RE>[$ITM_W_STAFF_13_NAME]+	<RE>[$ITM_W_STAFF_13_DESCRIPTION]
$ITM_W_STAFF_20	<RE>[$ITM_W_STAFF_1_NAME]+	<RE>[$ITM_W_STAFF_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_21	<RE>[$ITM_W_STAFF_2_NAME]+	<RE>[$ITM_W_STAFF_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_22	<RE>[$ITM_W_STAFF_4_NAME]+	<RE>[$ITM_W_STAFF_4_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_23	<RE>[$ITM_W_STAFF_6_NAME]+	<RE>[$ITM_W_STAFF_6_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_24	<RE>[$ITM_W_STAFF_8_NAME]+	<RE>[$ITM_W_STAFF_8_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_25	<RE>[$ITM_W_STAFF_10_NAME]+	<RE>[$ITM_W_STAFF_10_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_26	<RE>[$ITM_W_STAFF_12_NAME]+	<RE>[$ITM_W_STAFF_12_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_BOOK_PERHAPS	<NOTHING>	也许你应该在下次冒险时带上这本书。
$ITM_ACC_BOOK_1	闪电震击	闪电震击敌人，使之短暂麻痹。
$ITM_ACC_BOOK_2	闪电链	每加1个技能点到闪电上，便召唤多一道强大的闪电打击多一个敌人。
$ITM_ACC_BOOK_3	狂暴开始	新召唤的防御者变得狂暴。
$ITM_ACC_BOOK_4	狂暴结束	生命值在25%以下的防御者获得狂暴。
$ITM_ACC_BOOK_5	审判之光	释放治疗，并使所有敌人进入致盲状态。
$ITM_ACC_BOOK_6	荣耀之光	释放治疗，并使所有敌人进入炫光状态。
$ITM_ACC_BOOK_7	缓慢开始	新出现的敌人速度暂时被降低。
$ITM_ACC_BOOK_8	缓慢结束	当敌人靠近 $MCG 时，速度被降低。
$ITM_ACC_BOOK_9	水晶之路	$MCG 在关卡一开始时被若干水晶环绕。
$ITM_ACC_BOOK_10	能量护盾	当 $MCG 遭到敌人攻击时，能量会损失，但生命值不会下降。投入到水晶法术的技能点越多，能量损失的数量越少。
$ITM_ACC_BOOK_11	爆破开始	召唤并强化守护者，并且造成小范围的爆破。
$ITM_ACC_BOOK_12	爆破结束	每当一个防御者被击败后，会产生小范围的爆破。
$ITM_ACC_BOOK_13	瘟疫之书	除$MCG 之外的所有防御者无法恢复生命，除首领之外的敌人都永久中毒。<N><N>或许你应该在下次冒险时带上这本书。
$ITM_ACC_BOOK_14	鲜血之书	除了$MCG 之外的所有防御者和敌人，都永久流血。<N><N>或许你应该在下次冒险时带上这本书。
$ITM_ACC_BOOK_15	协同之书	无法再清除冰，水和火的状态。<N><N>或许你应该在下次冒险时带上这本书。
$ITM_ACC_BOOK_16	遗忘山谷	这本书没有魔法力量，它是一本自传。这本书写的是，一个年轻的阿撒尼图书馆员被困在瘟疫横行的殖民地，最后在流行病中生存下来。它以日记的形式记录，上面还有很多即兴的插图，例如是煤块，茶，植物提取物和血。<N><N>或许你应该在下次冒险时带上这本书。
