flag	name	description
$ITM_A_HEAVY_13	純潔烈焰	這件光亮華麗的鎧甲反射出地獄般的光芒。上面那模糊的刻文，似乎是用奎德語寫成的，但那些語言很古老，除了<LQ>消耗了<RQ>這幾個字，其他都難以辨認。這件護胸甲似乎已經被翻新了無數次，剩餘部分都顯得更現代。神秘的象形文字顯示這件盔甲可能是用作帝國火焰儀式之用。
$ITM_A_HEAVY_14	噴泉守護者	這件精心打造的甲胄已經上的藍色已經將近黑色。護胸甲表面的鍍金圖案，描畫了一個死灰神殿的噴泉，顯示這件神器的裝甲很可能屬於其中一個神殿精英守衛。至於這件無價的神器為何會落到墓坑這裡的原因，就無從得知了。
$ITM_A_HEAVY_15	<RE>[$ITM_A_HEAVY_3_NAME]+	<RE>[$ITM_A_HEAVY_3_DESCRIPTION]
$ITM_A_HEAVY_16	<RE>[$ITM_A_HEAVY_5_NAME]+	<RE>[$ITM_A_HEAVY_5_DESCRIPTION]
$ITM_A_HEAVY_17	<RE>[$ITM_A_HEAVY_7_NAME]+	<RE>[$ITM_A_HEAVY_7_DESCRIPTION]
$ITM_A_HEAVY_18	<RE>[$ITM_A_HEAVY_9_NAME]+	<RE>[$ITM_A_HEAVY_9_DESCRIPTION]
$ITM_A_HEAVY_19	<RE>[$ITM_A_HEAVY_11_NAME]+	<RE>[$ITM_A_HEAVY_11_DESCRIPTION]
$ITM_A_HEAVY_20	<RE>[$ITM_A_HEAVY_13_NAME]+	<RE>[$ITM_A_HEAVY_13_DESCRIPTION]
$ITM_A_HEAVY_21	<RE>[$ITM_A_HEAVY_14_NAME]+	<RE>[$ITM_A_HEAVY_14_DESCRIPTION]
$ITM_A_HEAVY_22	<RE>[$ITM_A_HEAVY_1_NAME]+	<RE>[$ITM_A_HEAVY_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_23	<RE>[$ITM_A_HEAVY_2_NAME]+	<RE>[$ITM_A_HEAVY_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_24	<RE>[$ITM_A_HEAVY_4_NAME]+	<RE>[$ITM_A_HEAVY_4_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_25	<RE>[$ITM_A_HEAVY_6_NAME]+	<RE>[$ITM_A_HEAVY_6_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_26	<RE>[$ITM_A_HEAVY_8_NAME]+	<RE>[$ITM_A_HEAVY_8_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_27	<RE>[$ITM_A_HEAVY_10_NAME]+	<RE>[$ITM_A_HEAVY_10_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_28	<RE>[$ITM_A_HEAVY_12_NAME]+	<RE>[$ITM_A_HEAVY_12_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_SKULL_1	石質骷髏	一塊被拋光的石質骷髏，有些人認為這是亡魂在戰鬥時攜帶的魔法護身符。<N><N><N>專家認為，你可以用它來換取一些很酷的裝備。
$ITM_A_SKULL_2	青銅骷髏	它由堅固的青銅鑄成，或許是用於特別的咒語或者儀式。<N>絕對比一個拋光的石質骷髏更有價值。
$ITM_A_SKULL_3	黑曜石骷髏	由黑曜石雕琢而成，這個深黑色的頭骨的細節既華麗又恐怖。<N>由於它極為罕有，所以這類頭骨非常受收藏家的歡迎。
$ITM_A_SKULL_4	白銀骷髏	這個骷髏是用純銀打造而成，它有什麼用途呢？
$ITM_A_SKULL_5	黃金骷髏	這個骷髏是用純金打造而成，它有什麼用途呢？
$ITM_A_SKULL_6	超導體骷髏	它由純淨的超導礦石打造而成，幾乎無法獲得。實際上，你自始至終都把它帶在身上，但神奇的是，你剛剛才發現這件事。
$ITM_W_SWORD_1	石質小刀	一塊鋒利的石頭固定在一個木柄上。聊勝於無。
$ITM_W_SWORD_2	金屬小刀	一塊廢棄的金屬片，粗糙，但有效。
$ITM_W_SWORD_3	生銹的劍	一柄生銹、破爛的劍，墓坑裡到處都是這樣的戰爭遺棄物。
$ITM_W_SWORD_4	科波的血仇	在這柄遊牧民族的戰鬥小刀上，格斯塔的部落標記覆蓋在其它標記上，這說明這兩個部落曾經有過血腥的鬥爭。骨制的把手上有十七道刻痕。
$ITM_W_SWORD_5	鐵劍	一把樸素的鐵劍，平衡性差，工藝粗糙，但狀態良好。
$ITM_W_SWORD_6	榮譽的證明	華麗的玉柄和尖兵圓頭的鑲嵌鑲嵌物，似乎想掩飾這把奎德決鬥劍的邪惡功能。劍的底部刻有銘文<N><LQ>榮譽的證明。內心的烈焰。<RQ>它很可能是為某種特別的對決而設計，解決兩個貴族之間的榮譽矛盾。
$ITM_W_SWORD_7	士兵的劍	軍用劍，在戰爭時大量製造。它堅固且有效。
$ITM_W_SWORD_8	秩序邊緣	"這把死灰製造的刀，刀脊上寫著如下古老的文字：
<N><LQ>我是秩序的邊緣，我從邪惡中斷分正義，從暗黑中割裂光芒。我講引導那雙使用我的手走向死……<RQ>由於已經過了幾代人的拋光，剩餘的文字已無法辨認。"		
$ITM_W_SWORD_9	軍官之劍	這又是一把戰爭時的遺留物，這是為軍官而設的武器。
$ITM_W_SWORD_10	軍團指揮官	這把雅致而樸素的死灰武器，顯示它的主人是一個謙卑的貴族。<N><N>它的其中一邊寫著如下文字“軍團指揮官”，而另一邊則是“不動的動者之僕”。它圓頭的一側刻著天文圖像，而另一側刻著一個朝聖者在死灰神殿的噴泉喝水的情景。
$ITM_W_SWORD_11	大師之劍	精心打造，平衡性極好，沒有武器能與之匹敵。
$ITM_W_SWORD_12	火焰之眼	這把無與倫比的劍其劍柄上刻著古老的奎德文字，由於方言味極重和使用久遠，已經使它難以辨認：<N><LQ>看啊……火焰之眼……榮耀……可恥的逃跑……國王……<RQ>刀柄上有兩個巨大的寶石上，寶石裡面似乎有火焰在熊熊燃燒。精巧雕琢的刀柄上刻著回憶之牆，上面刻著奎德所有尊貴可敬的皇帝的名字。這把非同一般的武器很可能是屬於一個皇家的成員。
$ITM_W_SWORD_13	伊伏尼	這是狂戰士夢寐以求的劍，世界上只有一把，所以價格也水漲船高。
$ITM_W_SWORD_14	<RE>[$ITM_W_SWORD_4_NAME]+	<RE>$ITM_W_SWORD_4_DESCRIPTION
$ITM_W_SWORD_15	<RE>[$ITM_W_SWORD_6_NAME]+	<RE>$ITM_W_SWORD_6_DESCRIPTION
$ITM_W_SWORD_16	<RE>[$ITM_W_SWORD_8_NAME]+	<RE>$ITM_W_SWORD_8_DESCRIPTION
$ITM_W_SWORD_17	<RE>[$ITM_W_SWORD_10_NAME]+	<RE>$ITM_W_SWORD_10_DESCRIPTION
$ITM_W_SWORD_18	<RE>[$ITM_W_SWORD_12_NAME]+	<RE>$ITM_W_SWORD_12_DESCRIPTION
$ITM_W_SWORD_19	<RE>[$ITM_W_SWORD_13_NAME]+	<RE>$ITM_W_SWORD_13_DESCRIPTION
$ITM_PLUS	物品+	一個神秘的+符號標誌著它比普通的更強大。
$ITM_W_SWORD_20	<RE>[$ITM_W_SWORD_1_NAME]+	<RE>[$ITM_W_SWORD_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_21	<RE>[$ITM_W_SWORD_2_NAME]+	<RE>[$ITM_W_SWORD_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_22	<RE>[$ITM_W_SWORD_3_NAME]+	<RE>[$ITM_W_SWORD_3_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_23	<RE>[$ITM_W_SWORD_5_NAME]+	<RE>[$ITM_W_SWORD_5_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_24	<RE>[$ITM_W_SWORD_7_NAME]+	<RE>[$ITM_W_SWORD_7_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_25	<RE>[$ITM_W_SWORD_9_NAME]+	<RE>[$ITM_W_SWORD_9_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_26	<RE>[$ITM_W_SWORD_11_NAME]+	<RE>[$ITM_W_SWORD_11_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_1	綠色長弓	這張樸素的弓使用幼樹而制，配有普通的木質箭矢。
$ITM_W_BOW_2	木質長弓	由木頭製成的弓，配有石質箭頭的箭矢。
$ITM_W_BOW_3	獵人戰士	這樣遊牧的獵弓，還能用於戰爭之上。上面畫了一個“好好狩獵”的符號，下面還有一個“死亡”的符號。弓的內側畫著斯卡達家族的神袛，拿著一個人頭。箭兩端的紅色勝利條紋，顯示著這個武器是使用在很久以前已被遺忘的衝突上。
$ITM_W_BOW_4	獵人長弓	由紫衫木製成的強弓，配有石質箭頭的箭矢。
$ITM_W_BOW_5	北方遺物	這把上好的狩獵弓是使用純白奇伍德木而制。藍色的皮柄纏繞著金絲，在末端寫著一些古怪的文字，或許是北部城市的眾多語言中的一種。弓箭一側畫著吉德家族的遊牧符號，說明這把武器跟隨部落，輾轉到了南方。
$ITM_W_BOW_6	鹿角弓	這把強大的弓箭，使用赤鹿的角而製成。
$ITM_W_BOW_7	船長的戰鬥長弓	這把阿撒尼戰弓，用幾種罕有的木材組合而成。手握的位置，畫著一個轉動的齒輪和一個黃金的標誌。上面寫著：贊提頓隊長，道路的守護者。也許這把弓的擁有者是眾多的巡邏隊隊長之一。這些巡邏隊負責守護前往死灰神殿的朝聖者，免其落入強盜和遊牧掠奪者之手。
$ITM_W_BOW_8	巨鹿長弓	這把古老的弓箭，使用巨大赤鹿的角而製成。
$ITM_W_BOW_9	戰神的凱旋	這把精心打造的彎弓使用金圈和亮色的皮革裝飾。它的手握處描繪了一位勝利的戰士站立在敵人堆的小山丘之上。在他上面，有幾位無法辨認的神袛在祝福他。這件武器屬於一個富有且成功的遊牧酋長。
$ITM_W_BOW_10	複合戰弓	這把複合弓用幾種木頭組成，似乎屬於一個指揮官。
$ITM_W_BOW_11	鍍金的死亡	這把兩端為號角的戰弓，使用無數的金環裝飾。皮質的手握處寫著如下的奎德文字<LQ>魯卡萬，你為流俗的金錢，謀殺了榮耀，在這把黃金的武器前見證你的死亡吧。它疾馳的箭矢會找到你，而你那叛徒的屍體，會被野狗和蠕蟲蹂躪。<RQ>而再往下，皮革上的四散的文字寫著<LQ>使命已完成<RQ>。
$ITM_W_BOW_12	強化長弓	因為這把弓由堅固的橡木製成，所以需要無比強大的力氣才能夠拉動，但它也為那些能夠使用它的人提供無可匹敵的破壞力。
$ITM_W_BOW_13	<RE>[$ITM_W_BOW_3_NAME]+	<RE>[$ITM_W_BOW_3_DESCRIPTION]
$ITM_W_BOW_14	<RE>[$ITM_W_BOW_5_NAME]+	<RE>[$ITM_W_BOW_5_DESCRIPTION]
$ITM_W_BOW_15	<RE>[$ITM_W_BOW_7_NAME]+	<RE>[$ITM_W_BOW_7_DESCRIPTION]
$ITM_W_BOW_16	<RE>[$ITM_W_BOW_9_NAME]+	<RE>[$ITM_W_BOW_9_DESCRIPTION]
$ITM_W_BOW_17	<RE>[$ITM_W_BOW_11_NAME]+	<RE>[$ITM_W_BOW_11_DESCRIPTION]
$ITM_W_BOW_18	<RE>[$ITM_W_BOW_1_NAME]+	<RE>[$ITM_W_BOW_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_19	<RE>[$ITM_W_BOW_2_NAME]+	<RE>[$ITM_W_BOW_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_20	<RE>[$ITM_W_BOW_4_NAME]+	<RE>[$ITM_W_BOW_4_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_21	<RE>[$ITM_W_BOW_6_NAME]+	<RE>[$ITM_W_BOW_6_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_22	<RE>[$ITM_W_BOW_8_NAME]+	<RE>[$ITM_W_BOW_8_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_23	<RE>[$ITM_W_BOW_10_NAME]+	<RE>[$ITM_W_BOW_10_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_24	<RE>[$ITM_W_BOW_12_NAME]+	<RE>[$ITM_W_BOW_12_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_1	手杖	一根結實堅固的棍子。
$ITM_W_STAFF_2	牧羊杖	一根樸素的牧羊杖。
$ITM_W_STAFF_3	江湖騙子之杖	這根華麗的雕刻手杖，杆上裝飾著奇怪的文字。仔細查看的話，可以發現那些僅僅是胡言亂語，愚弄文盲的文字。權杖的末段包含一些中空的部分，裡面裝著能產生彩色煙霧的粉末，這些煙幕似乎曾經是一隻金絲雀。
$ITM_W_STAFF_4	橡木杖	一把上好的橡木權杖，把手上纏繞著厚實的皮革。
$ITM_W_STAFF_5	佝僂牧羊人之杖	這根結實的權杖上滿是文字，它包含了奎德，死灰和遊牧還有幾種無法辨認的語言。在權杖頂部，是奎德語寫成的<LQ>沉睡大師，石頭守護者<RQ>。下面裝飾著沙漠之峰的珠寶，說明了那個不幸的擁有者因為在城市地下養殖兇猛惡毒的綿羊而被控告。權杖的末端滿是牙印，還有幾隻牙嵌在木頭上。
$ITM_W_STAFF_6	棍棒	根堅固的橡木杖一側被掏空並灌上鉛，以增加重量。
$ITM_W_STAFF_7	野獸的武器	這根非凡的權杖由一枚乳白色的長牙雕琢而成。如果去深究這顆牙齒究竟屬於什麼樣的怪獸不免讓人不寒而慄。權杖下面的華麗裝飾顯然是訴說一個不知名英雄的故事。這把武器上沒有死灰，遊牧或者奎德的圖案，也沒有能供辨認的文字，使雕刻者的身份和那頭巨角怪物的源頭成為一個謎。
$ITM_W_STAFF_8	鐵木權杖	這把極好的權杖使用最罕有的木頭製成的。
$ITM_W_STAFF_9	劊子手的棍棒	這根巨大的權杖裝著鐵塊，一側被挖空了並灌上鉛，以增加揮舞的衝擊力。金屬的表面刻著一些古怪的東西。似乎是一種未知的語言，或許是北部城市眾多的口語之一。骷髏頭下面的十字鑰匙，象徵著一種權威，或許是獄卒，行刑者又或者是其它指揮官，那種不配使用劍的人。權杖末端的血跡顯示那個人經常使用它練習。
$ITM_W_STAFF_10	鋼釘權杖	這根堅固的木杖用長長的鐵塊進行了加固。
$ITM_W_STAFF_11	火焰守護者	這根銀包裹的權杖經過一代代的傳下來，已經汙跡斑斑。還未被汙跡沾染的部分上寫著古老的奎德語言。由於銀變成黑色，在加上年代久遠，大部分的文字已難以辨認。那句話<LQ>手握火焰的人<RQ> 出現過幾次，此外，還有<LQ>入迷？……狂喜<RQ>。權杖的兩端都因為焦痕而發黑，這說明它可能在奎德帝國火焰儀式上所用。
$ITM_W_STAFF_12	朝聖者之杖	這是刹靈尼僧侶給旅行者的其中一根權杖，這跟權杖使用鐵片進行了加固，木頭表面刻滿了禱文。
$ITM_W_STAFF_13	科左曼的節杖	這根工藝粗糙的橡木棍上雕刻著如下的文字<LQ>科左曼·卡坦金<RQ>，這是一種非常古老的奎德方言，揭示了這根樸素的權杖屬於瑟林達的首席弟子。這個遺物應該是當年的奎德戰爭中，在小教堂中被奪走的。上面那些裝飾的黃金和珠寶早已被剝去，但權杖本身依然完好無缺。經過數個世紀的敬奉，幾場大火的洗禮，原來的木頭已變成了深黑色。但它的仍然保持原有的威力。
$ITM_W_STAFF_14	<RE>[$ITM_W_STAFF_3_NAME]+	<RE>[$ITM_W_STAFF_3_DESCRIPTION]
$ITM_W_STAFF_15	<RE>[$ITM_W_STAFF_5_NAME]+	<RE>[$ITM_W_STAFF_5_DESCRIPTION]
$ITM_W_STAFF_16	<RE>[$ITM_W_STAFF_7_NAME]+	<RE>[$ITM_W_STAFF_7_DESCRIPTION]
$ITM_W_STAFF_17	<RE>[$ITM_W_STAFF_9_NAME]+	<RE>[$ITM_W_STAFF_9_DESCRIPTION]
$ITM_W_STAFF_18	<RE>[$ITM_W_STAFF_11_NAME]+	<RE>[$ITM_W_STAFF_11_DESCRIPTION]
$ITM_W_STAFF_19	<RE>[$ITM_W_STAFF_13_NAME]+	<RE>[$ITM_W_STAFF_13_DESCRIPTION]
$ITM_W_STAFF_20	<RE>[$ITM_W_STAFF_1_NAME]+	<RE>[$ITM_W_STAFF_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_21	<RE>[$ITM_W_STAFF_2_NAME]+	<RE>[$ITM_W_STAFF_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_22	<RE>[$ITM_W_STAFF_4_NAME]+	<RE>[$ITM_W_STAFF_4_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_23	<RE>[$ITM_W_STAFF_6_NAME]+	<RE>[$ITM_W_STAFF_6_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_24	<RE>[$ITM_W_STAFF_8_NAME]+	<RE>[$ITM_W_STAFF_8_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_25	<RE>[$ITM_W_STAFF_10_NAME]+	<RE>[$ITM_W_STAFF_10_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_26	<RE>[$ITM_W_STAFF_12_NAME]+	<RE>[$ITM_W_STAFF_12_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_BOOK_PERHAPS	<NOTHING>	也許你應該在下次冒險時帶上這本書。
$ITM_ACC_BOOK_1	閃電震擊	閃電震擊敵人，使之短暫麻痹。
$ITM_ACC_BOOK_2	閃電鏈	每加1個技能點到閃電上，便召喚多一道強大的閃電打擊多一個敵人。
$ITM_ACC_BOOK_3	狂暴開始	新召喚的防禦者變得狂暴。
$ITM_ACC_BOOK_4	狂暴結束	生命值在25%以下的防禦者獲得狂暴。
$ITM_ACC_BOOK_5	審判之光	釋放治療，並使所有敵人進入致盲狀態。
$ITM_ACC_BOOK_6	榮耀之光	釋放治療，並使所有敵人進入炫光狀態。
$ITM_ACC_BOOK_7	緩慢開始	新出現的敵人速度暫時被降低。
$ITM_ACC_BOOK_8	緩慢結束	當敵人靠近 $MCG 時，速度被降低。
$ITM_ACC_BOOK_9	水晶之路	$MCG 在關卡一開始時被若干水晶環繞。
$ITM_ACC_BOOK_10	能量護盾	當 $MCG 遭到敵人攻擊時，能量會損失，但生命值不會下降。投入到水晶法術的技能點越多，能量損失的數量越少。
$ITM_ACC_BOOK_11	爆破開始	召喚並強化守護者，並且造成小範圍的爆破。
$ITM_ACC_BOOK_12	爆破結束	每當一個防禦者被擊敗後，會產生小範圍的爆破。
