flag	content
$ENTRY_JOURNAL_LAKSOS_RIGHT_0_00	Позже я спросила [ranger_hero], что означал тот ритуал, и она вытащила небольшую деревянную лисицу, висящую на ее шее. Она сказала, что этот дух был слугой богов ее племени, данный при рождении в качестве защитника и гида, и будет похоронен с ней, когда она умрет, чтобы гарантировать безопасный проход в рай. Подобно тому, как боги племени были закреплены Творцом в момент происхождения племени, так и личные духи были даны каждому члену племени при рождении.<N>Я спросила [ranger_hero], будет ли столь же ужасна потеря личного идола для человека, как и потеря идола для племени. Она улыбнулась и показала мне семь снятых с врагов идолов, объяснив, что теперь их души потратят много веков, пытаясь найти рай самостоятельно. Я спросила, не беспокоит ли ее столь ужасное обращение со своими соплеменниками, а она смерила меня ледяным взглядом и спросила, не беспокоят ли меня мои большие уши, а затем ушла петь о еде на козлином языке. Когда-нибудь я размозжу ей голову камнем.
$ENTRY_JOURNAL_JOURNEYS_TITLE	
$ENTRY_JOURNAL_JOURNEYS_LEFT_0_00	День 9 - Путешествия
$ENTRY_JOURNAL_JOURNEYS_LEFT_0_10	I am growing more skilled at walking and writing simultaneously. There is little else to do as we journey, save listen to the endless prattling of my companions, or think on the terrifying mystery of the enemy that pursues us – two activities from which I would welcome any distraction. Hence, this journal.<N><N>I had never fancied myself a traveler; all of my 23 years were occupied in the capitol and its surrounding locales. My childish wanderlust was sated by the written word.<N><N>In those idle moments of daydream when I did entertain fantasies of travel, I always thought it would be to our Western brethren. How interesting it would be to follow the Temple pilgrims on their homeward journey, men of the mountains, dark as Nomads, and beyond them men darker still, people of the sea, all united by the way of Selinadt. Seven kingdoms bound together by the truth of the Fountain.<N><N>If I sought the fear and excitement of heathen lands, I
$ENTRY_JOURNAL_JOURNEYS_RIGHT_0_00	needed only to look at the great map of Kezmir Zentbar's travels that hung across the library's north wall. There, my eager eyes could journey to the North, into the realm of the Carcassians, who we speak of as a single people, but are so many and varied that Gozal the Elder claimed any three of their city states would feel as different as Ash, Quaid, and Nomad. And beyond them the heathen of the heathens, the fantastical terrors of unknown shores, and the great mountain on which Kezmir inscribed the legend <LQ>Here there live the eaters of the moon.<RQ><N><N>What a dismal comparison my current journey makes, here on the doorstep of Ash, where all things familiar turn grim and terrible.
$ENTRY_JOURNAL_OZIMAL_DEAD_TITLE	
$ENTRY_JOURNAL_OZIMAL_DEAD_LEFT_0_00	День 10 - Смерть Озимала
$ENTRY_JOURNAL_OZIMAL_DEAD_LEFT_0_10	Я думала, что получу небольшое удовлетворение от смерти Озимала. Увы, нет.<N>Он был не более чем трупом со стеклянными глазами, неуклюже прогнувшимся под волей нашего врага, пешкой до самой смерти. Земля избавлена от злого, жестокого человека. Но кто заметит это в преисподней?
$ENTRY_JOURNAL_MONASTERY_TITLE	
$ENTRY_JOURNAL_MONASTERY_LEFT_0_00	Ночь 10 - Монастырь
$ENTRY_JOURNAL_MONASTERY_LEFT_0_10	Я предполагаю, что было глупо с моей стороны ожидать что что-то в преисподней, могло бы напомнить мне дом, но я была потрясена, увидев здесь монастырь Селини. Это внушительное, зловещее строение, больше походило на крепость, чем на храм. Я понимаю все эти меры предосторожности, но это трудно сочетается с Храмом фонтана, в котором я выросла, где даже охранники при себе имеют дубины, чтобы никто не сеял хаос и разрушение в месте рождения гармонии.<N>Обнадеживало то, что окунув руки в фонтан, я знала, что я стояла в том же месте, что и каждый верующий до меня, возвращавшийся к самому Селинадту. Здесь я была покорной слугою, отделенным от царей и пророков не чем иным, как временем.<N><LQ>Подобно тому, как вода превращается в туман над
$ENTRY_JOURNAL_MONASTERY_RIGHT_0_00	долиной, выпадает в виде снега в горах, реки врываются в моря, так же и каждый человек, рожденный той же сущностью, должен служить различным ролям своего времени и месту, и так достичь гармонии в небесной машине.<RQ><N>Интересно, какая роль отведена мне в этом беззаконном и ужасном месте, где гармония и мудрость кажутся далекой фантазией.<N>В этом храме-крепости чувствуешь себя в безопасности. Но какая цель у этих монахов? Эти внушительные стены и боевые укрепления являются не более, чем приспособлением, которые позволяют служить духу Селинадта здесь, в этом месте беззакония.<N>Как говорил великий человек, <LQ>истина остается истиной, на каком бы языке она не была написана.<RQ> Эти средства защиты являются не более чем языком преисподней; истина внутри остается истиной.<RQ>
$ENTRY_JOURNAL_BAKAL_TITLE	
$ENTRY_JOURNAL_BAKAL_LEFT_0_00	День 11 - Старец [healer_hero]
$ENTRY_JOURNAL_BAKAL_LEFT_0_10	Преподобный старец [healer_hero] является оазисом здравомыслия в этом логове хаоса. Хотя скорость нашего бегства оставляет мало времени для разговора, те несколько слов, которыми я с ним перекинулась, сильно подняли мне настроение.<N>Хотела бы я сделать для него то же самое. Его мучает какая-то внутренняя тоска. Я вижу это снова и снова в загорелом лице спокойного монаха. Совершенно очевидно, что он когда-то был солдатом: шрамы, осанка и манеры - все это указывает на жизнь воина.<N>В монастыре я узнала, что он не принадлежит к духовенству, несмотря на то, что все называют его преподобный старец. На самом деле, он не занимает руководящую должность, по крайней мере, официально. Тем не менее, его сверстники регулярно обращаются и прислушиваются к нему, как если бы он был начальником. Сам отец-настоятель по сравнению с ним кажется простым послушником.<N>
$ENTRY_JOURNAL_BAKAL_RIGHT_0_00	Сам отец-настоятель по сравнению с ним кажется простым послушником. <N>Это приключение, кажется, и волнует, и вдохновляет [healer_hero], как будто его душа так или иначе лежит на чаше весов. Теперь я могу понять, почему [ranger_hero] боится его. Время от времени я вижу решимость в его глазах, которая может соперничать с нашим преследователем. Я просто молюсь, чтобы [healer_hero] в один прекрасный день смог найти для себя тот мир, который он приносит другим.
$ENTRY_JOURNAL_MANUSCRIPT_TITLE	
$ENTRY_JOURNAL_MANUSCRIPT_LEFT_0_00	День 11 – Каркасская рукопись
$ENTRY_JOURNAL_MANUSCRIPT_LEFT_0_10	<N>Cleared of all threat, the river outside of [healer_hero_pos] Chapter House has yielded a great bounty. ([berserker_hero], having finished with the revenant, spent the remainder of the day savagely depopulating the water of all other occupants.) While the resultant feast of broiled fish has most pleasantly filled my belly, it is one of the revenant corpses that fills my mind.<N><N>Of all that vile host we purged from the river, one carcass stood out from the rest. He had once been a herald of no small importance, judging by the quality of his dress, and the strange pattern and cut of his attire leads me to believe he hailed from one of the many Northern city states. While the rest of his accoutrements were far too damp-rotted to be of any use, he bore on his belt a watertight capsule of waxed leather. Inside, I discovered a still legible piece of parchment.<N><N>The contents validate my theory as to the man's origin. The text appears to be written in one of the many
