flag	name	description
$ITM_A_HEAVY_13	Чистейшее пламя	Отполированный до блеска пластинчатый доспех, отражающий любой свет с яркостью адского пламени. Тусклые гравюры, должно быть, принадлежат Куэйду, но диалект настолько устаревший, что разобрать можно только надпись <LQ>то, что истребляет<RQ>, и то с трудом. Похоже, нагрудник ремонтировали бесчисленное количество раз - остальная часть доспеха гораздо современнее. Загадочные символы намекают на какую-то важную роль в имперском огненном обряде.
$ITM_A_HEAVY_14	Хранитель фонтана	Искусно созданная пластинчатая броня, вороненая дочерна. Золотые узоры на нагруднике выстраиваются в изображение фонтана в эшанском храме, а это значит, что сей изумительный доспех скорее всего принадлежал одному из элитных стражей храма. И как такой бесценный артефакт оказался в преисподней - загадка.
$ITM_A_HEAVY_15	<RE>[$ITM_A_HEAVY_3_NAME]+	<RE>[$ITM_A_HEAVY_3_DESCRIPTION]
$ITM_A_HEAVY_16	<RE>[$ITM_A_HEAVY_5_NAME]+	<RE>[$ITM_A_HEAVY_5_DESCRIPTION]
$ITM_A_HEAVY_17	<RE>[$ITM_A_HEAVY_7_NAME]+	<RE>[$ITM_A_HEAVY_7_DESCRIPTION]
$ITM_A_HEAVY_18	<RE>[$ITM_A_HEAVY_9_NAME]+	<RE>[$ITM_A_HEAVY_9_DESCRIPTION]
$ITM_A_HEAVY_19	<RE>[$ITM_A_HEAVY_11_NAME]+	<RE>[$ITM_A_HEAVY_11_DESCRIPTION]
$ITM_A_HEAVY_20	<RE>[$ITM_A_HEAVY_13_NAME]+	<RE>[$ITM_A_HEAVY_13_DESCRIPTION]
$ITM_A_HEAVY_21	<RE>[$ITM_A_HEAVY_14_NAME]+	<RE>[$ITM_A_HEAVY_14_DESCRIPTION]
$ITM_A_HEAVY_22	<RE>[$ITM_A_HEAVY_1_NAME]+	<RE>[$ITM_A_HEAVY_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_23	<RE>[$ITM_A_HEAVY_2_NAME]+	<RE>[$ITM_A_HEAVY_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_24	<RE>[$ITM_A_HEAVY_4_NAME]+	<RE>[$ITM_A_HEAVY_4_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_25	<RE>[$ITM_A_HEAVY_6_NAME]+	<RE>[$ITM_A_HEAVY_6_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_26	<RE>[$ITM_A_HEAVY_8_NAME]+	<RE>[$ITM_A_HEAVY_8_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_27	<RE>[$ITM_A_HEAVY_10_NAME]+	<RE>[$ITM_A_HEAVY_10_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_28	<RE>[$ITM_A_HEAVY_12_NAME]+	<RE>[$ITM_A_HEAVY_12_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_SKULL_1	Каменный череп	Полированный каменный череп. Некоторые предполагают, что это магический талисман, носимый загробниками в бою.<N>Знатоки говорят, что, вероятно, его можно обменять у торговца на что-нибудь ценное.
$ITM_A_SKULL_2	Бронзовый череп	Отлитый целиком из бронзы, возможно, используется для специальных заклинаний и церемоний.<N>Безусловно намного ценнее, чем каменный.
$ITM_A_SKULL_3	Обсидиановый череп	Тщательно вырезанный из цельного обсидиана, этот черный череп<N>одновременно привлекает и пугает. Очень редкий. Такой череп высоко ценится у коллекционеров.
$ITM_A_SKULL_4	Серебряный череп	Этот череп сделан из чистого серебра. Для чего же он?
$ITM_A_SKULL_5	Золотой череп	Этот череп сделан из чистого золота. Для чего же он?
$ITM_A_SKULL_6	Недостаниумовый череп	Сделан из чистого недостаниума, поэтому его невозможно достать. На самом деле вы носили его все это время, но почему-то не замечали до сих пор.
$ITM_W_SWORD_1	Каменный нож	Острый камень, прикрепленный к деревянной ручке. Лучше, чем ничего.
$ITM_W_SWORD_2	Железный нож	Клинок из куска металла. Грубый, но практичный.
$ITM_W_SWORD_3	Ржавый меч	Ржавый покореженный меч. Таких брошенных мечей в преисподней полным-полно.
$ITM_W_SWORD_4	Кровавый клинок	На этом боевом ноже кочевников вырезаны символы племени Гаста, а над ними символ неизвестной группы конкурентов – это означает кровопролитную вражду между ними. На его костяной рифленой ручке 17 зазубрин, означающих количество причиненных смертей.
$ITM_W_SWORD_5	Железный меч	Простой железный меч. Плохо сбалансирован и грубо выкован, но вас он не подведет.
$ITM_W_SWORD_6	Возмездие	Изысканно украшенный нефритом эфес и инкрустированная головка, даже не скажешь, что этот куэйдский меч использовался для фехтования. У основания лезвия имеется надпись:<N><LQ>Возмездие. Внутри меня горит пламя.<RQ> Скорее всего, меч был создан для конкретной дуэли, чтобы отстоять предполагаемое бесчестие между двумя дворянами.
$ITM_W_SWORD_7	Меч солдата	Военный меч, массово производимый во время войны. Эффективный и надежный.
$ITM_W_SWORD_8	Клинок порядка	Резчики Эша нанесли на всю длину клинка древнюю надпись:<N><LQ>Я и есть порядок. Я разделяю добрых от злых, тьму от света. Я направляю руку, которая владеет мной...<RQ> Десятилетия полировок дали о себе знать, остальной текст так потускнел, что его не разобрать.
$ITM_W_SWORD_9	Офицерский меч	Очередное наследие войны, этот меч был выкован вручную для офицеров.
$ITM_W_SWORD_10	Командир легионов	Элегантная и простая конструкция этого эшанского оружия указывает, что оно было создано для небогатого дворянина. Одна сторона рукоятки имеет надпись <LQ>Командир легионов<RQ>, в то время как обратная гласит: <LQ>слуга, движимый приказом<RQ>. На эфесе выгравированы сфера с небесной машиной с одной стороны, а с другой - паломник, пытающийся утолить жажду из фонтана храма Эшей.
$ITM_W_SWORD_11	Меч мастера	Хорошо сбалансированный и выкованный, этот меч не знает себе равных.
$ITM_W_SWORD_12	Око Пламени	Безукоризненный меч с высеченной в доле надписью на древнем куэйдском диалекте, с годами ставшей едва разборчивой:<N><LQ>Узри... Око пламени... Слава... Беги с позором... Королевская собственность...<RQ> Два огромных рубина на навершии словно горят изнутри. На мастерски изготовленной рукояти изображена стена памяти, где перечислены имена всех благородных императоров Куэйда. Наверное, этот меч принадлежал члену королевской семьи.
$ITM_W_SWORD_13	Эвни	Меч мечты берсерка. В мире есть только один, и цена, кажется, соответствующая.
$ITM_W_SWORD_14	<RE>[$ITM_W_SWORD_4_NAME]+	<RE>$ITM_W_SWORD_4_DESCRIPTION
$ITM_W_SWORD_15	<RE>[$ITM_W_SWORD_6_NAME]+	<RE>$ITM_W_SWORD_6_DESCRIPTION
$ITM_W_SWORD_16	<RE>[$ITM_W_SWORD_8_NAME]+	<RE>$ITM_W_SWORD_8_DESCRIPTION
$ITM_W_SWORD_17	<RE>[$ITM_W_SWORD_10_NAME]+	<RE>$ITM_W_SWORD_10_DESCRIPTION
$ITM_W_SWORD_18	<RE>[$ITM_W_SWORD_12_NAME]+	<RE>$ITM_W_SWORD_12_DESCRIPTION
$ITM_W_SWORD_19	<RE>[$ITM_W_SWORD_13_NAME]+	<RE>$ITM_W_SWORD_13_DESCRIPTION
$ITM_PLUS	Предмет+	Мистический символ + означает, что этот предмет мощнее, чем обычный.
$ITM_W_SWORD_20	<RE>[$ITM_W_SWORD_1_NAME]+	<RE>[$ITM_W_SWORD_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_21	<RE>[$ITM_W_SWORD_2_NAME]+	<RE>[$ITM_W_SWORD_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_22	<RE>[$ITM_W_SWORD_3_NAME]+	<RE>[$ITM_W_SWORD_3_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_23	<RE>[$ITM_W_SWORD_5_NAME]+	<RE>[$ITM_W_SWORD_5_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_24	<RE>[$ITM_W_SWORD_7_NAME]+	<RE>[$ITM_W_SWORD_7_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_25	<RE>[$ITM_W_SWORD_9_NAME]+	<RE>[$ITM_W_SWORD_9_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_26	<RE>[$ITM_W_SWORD_11_NAME]+	<RE>[$ITM_W_SWORD_11_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_1	Зеленый лук	Простой лук из молодого побега, снабженный деревянными стрелами.
$ITM_W_BOW_2	Деревянный лук	Лук из дерева и стрелы с каменными наконечниками.
$ITM_W_BOW_3	Воин-охотник	Этот охотничий лук кочевника производит впечатление грозного орудия войны. Знак кочевников <LQ>удачная охота<RQ> был закрашен знаком <LQ>смерть<RQ>. На внутренней стороне лука изображен Сдека, бог семьи, держащий в руках отрубленную голову. Красные полосы на конце лука обозначают символ победы, доказывая, что это оружие принесло огромную пользу в давно забытых конфликтах.
$ITM_W_BOW_4	Охотничий лук	Крепкий лук из тиса и стрелы с каменными наконечниками.
$ITM_W_BOW_5	Реликвия севера	Этот прекрасный охотничий лук изготовлен из чистой белой березы. Синяя ручка из кожи скреплена золотой проволокой, и странные письмена вьются на концах лука - возможно, один из многих языков северных земель. На одном конце нанесен фамильный знак кочевников Кед, означающий, что оружие отправилось вместе с племенем на юг.
$ITM_W_BOW_6	Лук из рога	Мощный лук, вырезанный из рога взрослого самца-оленя.
$ITM_W_BOW_7	Боевой лук капитана	Этот боевой эшанский лук состоит из нескольких слоев редкой породы древесины, склеенных вместе. Ручка имеет изображение вращающегося механизма с золотой надписью. В ней рассказывается о неком капитане Зантимоне, защитнике дорог, возможно, он был командиром одного из многочисленных патрулей, охранявших паломников эшанского храма от бандитов и набегов кочевников.
$ITM_W_BOW_8	Большой олений лук	Старинный лук, вырезанный из рога благородного оленя.
$ITM_W_BOW_9	Триумф полководца	Этот умело созданный изогнутый лук украшен золотыми локонами и ярко раскрашенной кожей. Дополненный тиснением, изображающим победоносного полководца, взобравшегося на гору из поверженных врагов. Несколько неизвестных богов благословляют его сверху. Очевидно, что это оружие принадлежало богатому и успешному вождю кочевников.
$ITM_W_BOW_10	Составной боевой лук	Этот составной лук создан из различных пород дерева, вероятно, принадлежал офицеру.
$ITM_W_BOW_11	Позолоченная смерть	Этот боевой лук с наконечником из рога украшен многочисленными золотыми кольцами. Кожаная ручка несет древние письмена Куэйда: <LQ>Лукаван, тот, кто продал свою честь ради безвкусного золота, в золоте от этого оружия ты найдешь свою смерть. Его стрела найдет тебя, и твой предательский труп станет игрушкой для собак и червей<RQ>. Ниже, на поверхности кожи выцарапаны слова: <LQ>Дело сделано<RQ>.
$ITM_W_BOW_12	Усиленный длинный лук	Состоящий из толстого дуба, этот лук требует невероятной силы, чтобы его натянуть, но он принесет смертельные выстрелы тому, кто сможет с ним справиться.
$ITM_W_BOW_13	<RE>[$ITM_W_BOW_3_NAME]+	<RE>[$ITM_W_BOW_3_DESCRIPTION]
$ITM_W_BOW_14	<RE>[$ITM_W_BOW_5_NAME]+	<RE>[$ITM_W_BOW_5_DESCRIPTION]
$ITM_W_BOW_15	<RE>[$ITM_W_BOW_7_NAME]+	<RE>[$ITM_W_BOW_7_DESCRIPTION]
$ITM_W_BOW_16	<RE>[$ITM_W_BOW_9_NAME]+	<RE>[$ITM_W_BOW_9_DESCRIPTION]
$ITM_W_BOW_17	<RE>[$ITM_W_BOW_11_NAME]+	<RE>[$ITM_W_BOW_11_DESCRIPTION]
$ITM_W_BOW_18	<RE>[$ITM_W_BOW_1_NAME]+	<RE>[$ITM_W_BOW_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_19	<RE>[$ITM_W_BOW_2_NAME]+	<RE>[$ITM_W_BOW_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_20	<RE>[$ITM_W_BOW_4_NAME]+	<RE>[$ITM_W_BOW_4_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_21	<RE>[$ITM_W_BOW_6_NAME]+	<RE>[$ITM_W_BOW_6_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_22	<RE>[$ITM_W_BOW_8_NAME]+	<RE>[$ITM_W_BOW_8_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_23	<RE>[$ITM_W_BOW_10_NAME]+	<RE>[$ITM_W_BOW_10_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_24	<RE>[$ITM_W_BOW_12_NAME]+	<RE>[$ITM_W_BOW_12_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_1	Прогулочная трость	Толстая, прочная трость.
$ITM_W_STAFF_2	Пастуший посох	Простой пастуший посох.
$ITM_W_STAFF_3	Посох шарлатана	Этот искусно вырезанный посох украшает странный текст, простирающийся на всю его длину. При более детальном изучении становится ясно, что там написан чистый бред, чтобы обмануть неграмотного. Края посоха имеют несколько полых отсеков, содержащих порошки для получения цветного дыма и скорее всего, раньше там была канарейка.
$ITM_W_STAFF_4	Дубовый посох	Посох с крепкой кожаной рукояткой.
$ITM_W_STAFF_5	Посох архипастуха	Этот прочный посох покрыт чарующими письменами на нескольких диалектах Куэйда, Эша, кочевников и нескольких неустановленных языков. В верхней части посоха виднеются слова Куэйда <LQ>Повелитель овец, хранитель запасов<RQ>. Ниже виднеется жемчужина пустыни, указывая, что несчастному владельцу было поручено управлять злыми дикими овцами из нижнего города. Нижний конец посоха покрыт сотнями зубных отметин, а несколько зубов по-прежнему торчат в древесине.
$ITM_W_STAFF_6	Дубинка	Крепкий дубовый посох, с одного конца выдолблено отверстие и залито свинцом для дополнительного веса.
$ITM_W_STAFF_7	Величайшее оружие	Этот замечательный посох вырезан из цельного куска кости. При мысли о том, какому монстру принадлежали такие огромные рога, бросает в дрожь. Богато украшенный резьбой по всей длине, посох, по-видимому, повествует о некоторых неизвестных героях. Резьба не носит следов Эша, кочевников или Куйэда, оставляя личность резчика и монстра, отдавшего рог, в полной тайне.
$ITM_W_STAFF_8	Посох из железного дерева	Очень прочный резной посох из редкого дерева.
$ITM_W_STAFF_9	Дубинка палача	Тяжелый посох обшит железом, его конец был выдолблен и залит свинцом, чтобы обеспечить мощный удар при размахе. Странные гравюры украшают поверхность металла. Язык неизвестен, скорее всего это один из многих языков северных земель. Перекрещенные ключи под черепом, скорее всего, символизируют важную должность, так как тюремщик, палач или кто-то другой не могли использовать меч. Пятна крови на конце посоха доказывают, что эта должность была весьма востребована.
$ITM_W_STAFF_10	Посох из кованой стали	Прочный посох, который был усилен длинными стальными пластинами.
$ITM_W_STAFF_11	Хранитель пламени	Этот посеребренный посох потускнел от многих лет использования. Сквозь менее тусклую часть виднеются древние письмена Куэйда. Потемневшее серебро и большой возраст надписей делает большую их часть неразборчивой. Фраза <LQ>те, кто хранит пламя<RQ> повторяется несколько раз, как и слова: <LQ>восторг... истребление<RQ>. Оба конца посоха практически сожжены, что намекает на возможное использование в имперском огненном ритуале Куэйда.
$ITM_W_STAFF_12	Посох паломника	Один из многих посохов, выданный монахам Селини для странствий. Посох укреплен стальными пластинами, а на поверхности древесины вырезаны молитвы.
$ITM_W_STAFF_13	Скипетр Козомона	Дубовый посох, на котором высечена надпись <LQ>Козомон Кастанким<RQ> на древнем эшанском диалекте, а это значит, что орудие принадлежало первому последователю Селинад. Считалось, что данная реликвия была потеряна в последние годы куэйдской войны, когда верховный храм был разграблен. Золото и драгоценные камни, украшавшие скипетр, были давно сняты, а от сотен лет службы и нескольких пожаров дерево почернело, но силы своей посох не потерял.
$ITM_W_STAFF_14	<RE>[$ITM_W_STAFF_3_NAME]+	<RE>[$ITM_W_STAFF_3_DESCRIPTION]
$ITM_W_STAFF_15	<RE>[$ITM_W_STAFF_5_NAME]+	<RE>[$ITM_W_STAFF_5_DESCRIPTION]
$ITM_W_STAFF_16	<RE>[$ITM_W_STAFF_7_NAME]+	<RE>[$ITM_W_STAFF_7_DESCRIPTION]
$ITM_W_STAFF_17	<RE>[$ITM_W_STAFF_9_NAME]+	<RE>[$ITM_W_STAFF_9_DESCRIPTION]
$ITM_W_STAFF_18	<RE>[$ITM_W_STAFF_11_NAME]+	<RE>[$ITM_W_STAFF_11_DESCRIPTION]
$ITM_W_STAFF_19	<RE>[$ITM_W_STAFF_13_NAME]+	<RE>[$ITM_W_STAFF_13_DESCRIPTION]
$ITM_W_STAFF_20	<RE>[$ITM_W_STAFF_1_NAME]+	<RE>[$ITM_W_STAFF_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_21	<RE>[$ITM_W_STAFF_2_NAME]+	<RE>[$ITM_W_STAFF_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_22	<RE>[$ITM_W_STAFF_4_NAME]+	<RE>[$ITM_W_STAFF_4_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_23	<RE>[$ITM_W_STAFF_6_NAME]+	<RE>[$ITM_W_STAFF_6_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_24	<RE>[$ITM_W_STAFF_8_NAME]+	<RE>[$ITM_W_STAFF_8_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_25	<RE>[$ITM_W_STAFF_10_NAME]+	<RE>[$ITM_W_STAFF_10_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_26	<RE>[$ITM_W_STAFF_12_NAME]+	<RE>[$ITM_W_STAFF_12_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_BOOK_PERHAPS	<NOTHING>	Возможно, вам следует взять эту книгу с собой в следующее приключение.
$ITM_ACC_BOOK_1	Удар молнией	Молния поражает врагов, ненадолго парализуя.
$ITM_ACC_BOOK_2	Цепь молний	За каждое очко навыка в молнии она поражает 1 дополнительную цель с убывающей силой.
$ITM_ACC_BOOK_3	Яростный старт	Вновь вызванные защитники впадают в неистовство.
$ITM_ACC_BOOK_4	Яростный закат	Защитники со здоровьем ниже 25% впадают в неистовство.
$ITM_ACC_BOOK_5	Приговор света	Использование лечения также распространяет СЛЕПОТУ на всех врагов.
$ITM_ACC_BOOK_6	Свет славы	Использование лечения также распространяет СВЕТ на всех врагов.
$ITM_ACC_BOOK_7	Медленный старт	Вновь порожденные враги ненадолго замедляются.
$ITM_ACC_BOOK_8	Медленный финиш	Враги замедляются по мере приближения к $MCG.
$ITM_ACC_BOOK_9	Кристальное окружение	$MCG окружена несколькими кристаллами с начала уровня.
$ITM_ACC_BOOK_10	Пси-щит	$MCG теряет пси вместо здоровья. Потеря пси уменьшается с каждым очком вложенным в заклинание Кристалл.
