flag	name
$SKILL_MAGE_P_ICE_SPEAR	Ледяное копье
$SKILL_MAGE_A_ICE_SPLASH	Ледяной взрыв
$SKILL_MAGE_A_BLIZZARD	Снежная буря
$SKILL_DRAGON_A_BITE	Укус
$SKILL_DRAGON_A_CLAW	Когти
$SKILL_DRAGON_P_EPIC_HALITOSIS	Зловонное дыхание
$SKILL_DRAGON_A_FIRE_BREATH	Огненный рык
$SKILL_DRAGON_P_STRENGTH	Сила
$SKILL_DRAGON_A_ROAR	Рев
$SKILL_DRAGON_P_FATTEN_UP	Кормежка
$SKILL_DRAGON_P_NOM	Ням-ням
$SKILL_DRAGON_A_FIRE_BALL	Огненный шар
$SKILL_RANGER_A_BASIC_SHOT	Выстрел
$SKILL_RANGER_P_SHARP_SHOOTER	Меткий выстрел
$SKILL_RANGER_A_TRIPLE_SHOT	Веер стрел
$SKILL_RANGER_P_DEEP_SHOT	Мощный выстрел
$SKILL_RANGER_A_RAPID_SHOT	Очередь
$SKILL_RANGER_P_RANGE_FOCUS	Радиус поражения
$SKILL_RANGER_P_PIERCING_SHOT	Острая стрела
$SKILL_RANGER_P_POISON_SHOT	Ядовитый выстрел
$SKILL_RANGER_A_SPREAD_SHOT	Град стрел
$SKILL_RANGER_A_BLACK_OUT_THE_SUN	Затмение
$TYPE_RANGED	Дальний бой
$TYPE_MELEE	Ближний бой
$TYPE_ULTIMATE	Универсальный боец
$BLURB_BERSERKER	Скоростные атаки.<N>Быстро попадает по множеству целей, причиняя средний урон.<N>Отлично подходит против группы слабых врагов!
$BLURB_RANGER	Большая дальность.<N>Атакует цели издалека со слабым уроном.<N>Самый разносторонний боец!
$BLURB_KNIGHT	Медленный класс.<N>Урон по одной цели с высоким уроном.<N>Может пробить/уничтожить броню.<N>Отлично подходит против сильных или бронированных врагов!
$BLURB_MAGE	Замедляет и замораживает врагов.<N>Атакует со средней скоростью, причиняя легкие повреждения.<N>Подходит для быстрых врагов!
$BLURB_DRAGON	Мощный урон.<N>Может съесть врага и поджечь.<N>Дорого, но эффективно.
$BLURB_HEALER	Лечит ваших союзников.<N>Наносит несколько легких атак.<N>Для максимального эффекта размещайте мудро!
$COLOR_EYE	Глаза
$COLOR_SKIN	Кожа
$COLOR_HAIR	Волосы
$COLOR_PANTS	Штаны
$COLOR_WEAPON	Оружие
$COLOR_ARMOR	Броня
$COLOR_DETAIL	Наряд
$COLOR_TUNIC	Туника
$COLOR_CLOTHES	Одежда
$COLOR_CLOAK	Плащ
$COLOR_ROBE	Мантия
$COLOR_HIDE	Тело
$COLOR_OUTLINE	Обзор
$END	End
