flag	name
$SKILL_BERSERKER_P_SWIFTNESS	Rapidité
$SKILL_BERSERKER_A_FLURRY	Enchaînement
$SKILL_BERSERKER_P_RESILIENCE	Endurance
$SKILL_BERSERKER_A_SWIPE	Volée
$SKILL_BERSERKER_P_RAGE	Rage
$SKILL_BERSERKER_P_REFLEXES	Réflexes
$SKILL_BERSERKER_P_MADNESS	Folie
$SKILL_BERSERKER_A_WHIRLWIND	Tourbillon
$SKILL_HEALER_A_AID	Aide
$SKILL_HEALER_A_ETHER_FLASH	Flash éthérique
$SKILL_HEALER_P_BULK_UP	Renfort
$SKILL_HEALER_P_BLINDING	Aveuglement
$SKILL_HEALER_A_GROUP_HEAL	Soins de groupe
$SKILL_HEALER_A_HOLY_LIGHT	Sainte Lumière
$SKILL_HEALER_A_ZEAL	Zèle
$SKILL_HEALER_P_INSPIRE	Inspiration
$SKILL_MAGE_A_ICE_BALL	Boule de glace
$SKILL_MAGE_P_CHILL	Transi
$SKILL_MAGE_A_ICE_SHARD	Stalactite
$SKILL_MAGE_P_FREEZE	Gelé
$SKILL_MAGE_A_SLEET	Verglas
$SKILL_MAGE_P_ICE_SPEAR	Lance de glace
$SKILL_MAGE_A_ICE_SPLASH	Explosion de glace
$SKILL_MAGE_A_BLIZZARD	Blizzard
$SKILL_DRAGON_A_BITE	Morsure
$SKILL_DRAGON_A_CLAW	Griffes
$SKILL_DRAGON_P_EPIC_HALITOSIS	Halitose épique
$SKILL_DRAGON_A_FIRE_BREATH	Souffle enflammé
$SKILL_DRAGON_P_STRENGTH	Force
$SKILL_DRAGON_A_ROAR	Rugissement
$SKILL_DRAGON_P_FATTEN_UP	Prise de poids
$SKILL_DRAGON_P_NOM	Miam
$SKILL_DRAGON_A_FIRE_BALL	Boule de feu
$SKILL_RANGER_A_BASIC_SHOT	Tir basique
$SKILL_RANGER_P_SHARP_SHOOTER	Tireur d'élite
$SKILL_RANGER_A_TRIPLE_SHOT	Triple tir
$SKILL_RANGER_P_DEEP_SHOT	Flèche barbelée
$SKILL_RANGER_A_RAPID_SHOT	Tir rapide
$SKILL_RANGER_P_RANGE_FOCUS	Longue portée
$SKILL_RANGER_P_PIERCING_SHOT	Tir perçant
$SKILL_RANGER_P_POISON_SHOT	Tir empoisonné
$SKILL_RANGER_A_SPREAD_SHOT	Tir large
$SKILL_RANGER_A_BLACK_OUT_THE_SUN	Obscurcir le soleil
$TYPE_RANGED	À distance
$TYPE_MELEE	Corps-à-corps
$TYPE_ULTIMATE	Ultime
$BLURB_BERSERKER	Attaques les plus rapides.<N>Touche rapidement plusieurs cibles et inflige des dégâts moyens.<N>Efficace contre les groupes d'ennemis faibles !
$BLURB_RANGER	Meilleure portée.<N>Touche les cibles distantes et inflige des dégâts légers.<N>L'unité la plus polyvalente !
$BLURB_KNIGHT	La classe la plus lente.<N>Touche une cible unique et inflige de lourds dommages.<N>Peut percer/détruire les armures.<N>Efficace contre les ennemis coriaces ou en armure !
$BLURB_MAGE	Ralentit et gèle les ennemis.<N>Attaque à moyenne vitesse et inflige des dégâts légers.<N>Efficace contre les ennemis rapides !
$BLURB_DRAGON	Lourds dégâts.<N>Peut gober les ennemis et les embraser.<N>Cher, mais terrifiant !
$BLURB_HEALER	Soigne vos alliés.<N>Dispose de quelques attaques légères.<N>À positionner avec soin afin d'obtenir les meilleurs résultats !
$COLOR_EYE	Yeux
$COLOR_SKIN	Peau
$COLOR_HAIR	Chevelure
$COLOR_PANTS	Pantalon
$COLOR_WEAPON	Arme
$COLOR_ARMOR	Armure
$COLOR_DETAIL	Détail
$COLOR_TUNIC	Tunique
$COLOR_CLOAK	Cape
$COLOR_ROBE	Robe
$COLOR_HIDE	Peau
$COLOR_OUTLINE	Contours
$END	Fin
$COLOR_CLOTHES	Habits
$SKILL_MCGUFFIN_A_DRAGONFIRE	<RE>$SKILL_MCGUFFIN_A_DRAGON_FIRE
