"flag",,,,"content,,,,
"$LINE_WHERE_AM_I_140_CHAR",,,,"$MCG",,,,
"$LINE_WHERE_AM_I_140_TEXT",,,,"Help me... Anyone...",,,,
"$LINE_WHERE_AM_I_150_CHAR",,,,"$BER",,,,
"$LINE_WHERE_AM_I_150_TEXT",,,,"What?! Where the - wiggedywah...?!",,,,
"$SCENE_MEET_BERSERKER_TITLE",,,,"A Strange New Friend",,,,
"$LINE_MEET_BERSERKER_00_CHAR",,,,"$MCG",,,,
"$LINE_MEET_BERSERKER_00_TEXT",,,,"Whoa.",,,,
"$LINE_MEET_BERSERKER_10_CHAR",,,,"$MCG",,,,
"$LINE_MEET_BERSERKER_10_TEXT",,,,"What happened?",,,,
"$LINE_MEET_BERSERKER_20_CHAR",,,,"$BER",,,,
"$LINE_MEET_BERSERKER_20_TEXT",,,,"Beats me. Five minutes ago you were just a dead body and I was just a guy trying to loot some new shoes.",,,,
"$LINE_MEET_BERSERKER_30_CHAR",,,,"$BER",,,,
"$LINE_MEET_BERSERKER_30_TEXT",,,,"So good news! You're alive, and don't seem to have the plague anymore.",,,,
"$LINE_MEET_BERSERKER_40_CHAR",,,,"$MCG",,,,
"$LINE_MEET_BERSERKER_40_TEXT",,,,"Where - ?",,,,
"$LINE_MEET_BERSERKER_50_CHAR",,,,"$BER",,,,
"$LINE_MEET_BERSERKER_50_TEXT",,,,"The bad news is, this means I don't get a new pair of shoes.",,,,
"$LINE_MEET_BERSERKER_60_CHAR",,,,"$BER",,,,
"$LINE_MEET_BERSERKER_60_TEXT",,,,"Also, now you're trapped in this plague colony with the rest of us.",,,,
"$LINE_MEET_BERSERKER_70_CHAR",,,,"$MCG",,,,
"$LINE_MEET_BERSERKER_70_TEXT",,,,"The Pit...",,,,
"$LINE_MEET_BERSERKER_80_CHAR",,,,"$BER",,,,
"$LINE_MEET_BERSERKER_80_TEXT",,,,"Cheer up! You survived, so you should be immune to the plague now.",,,,
"$LINE_MEET_BERSERKER_90_CHAR",,,,"$MCG",,,,
"$LINE_MEET_BERSERKER_90_TEXT",,,,"So then the guards will let us out, right?",,,,
"$LINE_MEET_BERSERKER_100_CHAR",,,,"$BER",,,,
"$LINE_MEET_BERSERKER_100_TEXT",,,,"You could try explaining that to them, but they aren't that good at listening.",,,,
"$LINE_MEET_BERSERKER_110_CHAR",,,,"$BER",,,,
"$LINE_MEET_BERSERKER_110_TEXT",,,,"*They tend to confuse "answering politely" with,$N"shooting you full of arrows."",,,,
"$LINE_MEET_BERSERKER_120_CHAR",,,,"$BER",,,,
"$LINE_MEET_BERSERKER_120_TEXT",,,,"Seriously. I don't know what kind of etiquette training the Ash Kingdom hands out these days.",,,,
"$LINE_MEET_BERSERKER_130_CHAR",,,,"$MCG",,,,
"$LINE_MEET_BERSERKER_130_TEXT",,,,"...",,,,
"$LINE_MEET_BERSERKER_140_CHAR",,,,"$MCG",,,,
"$LINE_MEET_BERSERKER_140_TEXT",,,,"I still don't understand what happened in that... other place...",,,,
"$LINE_MEET_BERSERKER_150_CHAR",,,,"$BER",,,,
"$LINE_MEET_BERSERKER_150_TEXT",,,,"Don't sweat it. I had the same hallucination when I first had the plague.",,,,
"$LINE_MEET_BERSERKER_160_CHAR",,,,"$MCG",,,,
"$LINE_MEET_BERSERKER_160_TEXT",,,,"Wait - you were there with me! How could it have been a hallucination?",,,,
"$LINE_MEET_BERSERKER_170_CHAR",,,,"$BER",,,,
"$LINE_MEET_BERSERKER_170_TEXT",,,,"Ooh, what's that? A caravan!",,,,
"$LINE_MEET_BERSERKER_180_CHAR",,,,"$MCG",,,,
"$LINE_MEET_BERSERKER_180_TEXT",,,,"Wait!",,,,
"$LINE_MEET_BERSERKER_190_CHAR",,,,"$MCG",,,,
"$LINE_MEET_BERSERKER_190_TEXT",,,,"At least tell me your name!",,,,
"$SCENE_SECOND_BATTLE_TITLE",,,,"Caravan of the Dead",,,,
"$LINE_SECOND_BATTLE_00_CHAR",,,,"$BER",,,,
"$LINE_SECOND_BATTLE_00_TEXT",,,,"Yo, caravan guys! Anybody got any shoes?",,,,
"$LINE_SECOND_BATTLE_10_CHAR",,,,"INFECTED CARAVAN GUARD",,,,
"$LINE_SECOND_BATTLE_10_TEXT",,,,"Please.... tribute... for Ozimal...",,,,
"$LINE_SECOND_BATTLE_20_CHAR",,,,"$BER",,,,
"$LINE_SECOND_BATTLE_20_TEXT",,,,"Uh-oh.",,,,
"$LINE_SECOND_BATTLE_30_CHAR",,,,"$MCG",,,,
"$LINE_SECOND_BATTLE_30_TEXT",,,,"Who are these people?",,,,
"$LINE_SECOND_BATTLE_40_CHAR",,,,"$BER",,,,
"$LINE_SECOND_BATTLE_40_TEXT",,,,"We need to get out of here, right now.",,,,
"$LINE_SECOND_BATTLE_50_CHAR",,,,"$MCG",,,,
"$LINE_SECOND_BATTLE_50_TEXT",,,,"But they need help!",,,,
"$LINE_SECOND_BATTLE_60_CHAR",,,,"$BER",,,,
"$LINE_SECOND_BATTLE_60_TEXT",,,,"Ahaha, no.",,,,
"$LINE_SECOND_BATTLE_70_CHAR",,,,"$MCG",,,,
"$LINE_SECOND_BATTLE_70_TEXT",,,,"We can't just leave them!",,,,
"$LINE_SECOND_BATTLE_80_CHAR",,,,"$BER",,,,
"$LINE_SECOND_BATTLE_80_TEXT",,,,"They've GOT the PLAGUE.",,,,
"$LINE_SECOND_BATTLE_90_CHAR",,,,"$MCG",,,,
"$LINE_SECOND_BATTLE_90_TEXT",,,,"But we're both immune, right?",,,,
"$LINE_SECOND_BATTLE_100_CHAR",,,,"$BER",,,,
"$LINE_SECOND_BATTLE_100_TEXT",,,,"We aren't immune to getting our faces eaten when they turn.",,,,
"$LINE_SECOND_BATTLE_110_CHAR",,,,"$MCG",,,,
"$LINE_SECOND_BATTLE_110_TEXT",,,,"Turn?",,,,
"$LINE_SECOND_BATTLE_120_CHAR",,,,"DISEASED CARAVAN GUARD",,,,
"$LINE_SECOND_BATTLE_120_TEXT",,,,"Ohhh. ArrraaAAAAaaggGGGHHHH!",,,,
"$LINE_SECOND_BATTLE_130_CHAR",,,,"$BER",,,,
"$LINE_SECOND_BATTLE_130_TEXT",,,,"Like that.",,,,
"$LINE_SECOND_BATTLE_140_CHAR",,,,"$BER",,,,
"$LINE_SECOND_BATTLE_140_TEXT",,,,"Well, been nice knowing ya.",,,,
"$LINE_SECOND_BATTLE_150_CHAR",,,,"$MCG",,,,
"$LINE_SECOND_BATTLE_150_TEXT",,,,"Wait!",,,,
"$LINE_SECOND_BATTLE_160_CHAR",,,,"$BER",,,,
"$LINE_SECOND_BATTLE_160_TEXT",,,,"...",,,,
"$LINE_SECOND_BATTLE_170_CHAR",,,,"$BER",,,,
"$LINE_SECOND_BATTLE_170_TEXT",,,,"Are you okay?",,,,
"$SCENE_TALK_BERSERKER_TITLE",,,,"Raiding the Stockpiles",,,,
"$LINE_TALK_BERSERKER_00_CHAR",,,,"$MCG",,,,
"$LINE_TALK_BERSERKER_00_TEXT",,,,"Those people... they turned into monsters!",,,,
"$LINE_TALK_BERSERKER_10_CHAR",,,,"$BER",,,,
"$LINE_TALK_BERSERKER_10_TEXT",,,,"You must be new around here.",,,,
"$LINE_TALK_BERSERKER_20_CHAR",,,,"$BER",,,,
"$LINE_TALK_BERSERKER_20_TEXT",,,,"That's what happens to people who don't survive the plague.",,,,
"$LINE_TALK_BERSERKER_30_CHAR",,,,"$MCG",,,,
"$LINE_TALK_BERSERKER_30_TEXT",,,,"We were just in the same place as before... that half-way place...",,,,
"$LINE_TALK_BERSERKER_40_CHAR",,,,"$MCG",,,,
"$LINE_TALK_BERSERKER_40_TEXT",,,,"This pit is terrible! We have to get out of here!",,,,
"$LINE_TALK_BERSERKER_50_CHAR",,,,"$BER",,,,
"$LINE_TALK_BERSERKER_50_TEXT",,,,"Please, people have been trying to escape for ten years.",,,,
"$LINE_TALK_BERSERKER_60_CHAR",,,,"$MCG",,,,
"$LINE_TALK_BERSERKER_60_TEXT",,,,"This has been going on for ten years?!",,,,
"$LINE_TALK_BERSERKER_70_CHAR",,,,"$BER",,,,
"$LINE_TALK_BERSERKER_70_TEXT",,,,"Let me guess, you're from the capital, aren't you?",,,,
"$LINE_TALK_BERSERKER_80_CHAR",,,,"$MCG",,,,
"$LINE_TALK_BERSERKER_80_TEXT",,,,"I'm the royal librarian...",,,,
"$LINE_TALK_BERSERKER_90_CHAR",,,,"$BER",,,,
"$LINE_TALK_BERSERKER_90_TEXT",,,,"Figures.  The Lord Regent keeps a pretty tight lid on things.",,,,
"$LINE_TALK_BERSERKER_100_CHAR",,,,"$BER",,,,
"$LINE_TALK_BERSERKER_100_TEXT",,,,"I bet you don't even know the war is over.",,,,
"$LINE_TALK_BERSERKER_110_CHAR",,,,"$MCG",,,,
"$LINE_TALK_BERSERKER_110_TEXT",,,,"The war is over?! But the soldiers... the... where are all the troops being sent to?",,,,
"$LINE_TALK_BERSERKER_120_CHAR",,,,"$BER",,,,
"$LINE_TALK_BERSERKER_120_TEXT",,,,"Hello? Plague that turns people into monsters? Takes a hell of a lot of containment!",,,,
"$LINE_TALK_BERSERKER_130_CHAR",,,,"$MCG",,,,
"$LINE_TALK_BERSERKER_130_TEXT",,,,"This is terrible!",,,,
"$LINE_TALK_BERSERKER_140_CHAR",,,,"$BER",,,,
"$LINE_TALK_BERSERKER_140_TEXT",,,,"Hey, look on the bright side - at least the Revenant are gone.",,,,
"$LINE_TALK_BERSERKER_150_CHAR",,,,"$BER",,,,
"$LINE_TALK_BERSERKER_150_TEXT",,,,"Wait, they're not just gone, they're DEAD!",,,,
"$LINE_TALK_BERSERKER_160_CHAR",,,,"$BER",,,,
"$LINE_TALK_BERSERKER_160_TEXT",,,,"No one's ever done that before!",,,,
"$LINE_TALK_BERSERKER_170_CHAR",,,,"$MCG",,,,
"$LINE_TALK_BERSERKER_170_TEXT",,,,"What?",,,,
"$LINE_TALK_BERSERKER_180_CHAR",,,,"$BER",,,,
"$LINE_TALK_BERSERKER_180_TEXT",,,,"Revenant are invincible... or at least they used to be!",,,,
"$LINE_TALK_BERSERKER_190_CHAR",,,,"$BER",,,,
"$LINE_TALK_BERSERKER_190_TEXT",,,,"Oh, man, is this ever my lucky day!",,,,
"$LINE_TALK_BERSERKER_200_CHAR",,,,"$BER",,,,
"$LINE_TALK_BERSERKER_200_TEXT",,,,"I've got a new BEST friend with secret magical powers...",,,,
"$LINE_TALK_BERSERKER_210_CHAR",,,,"$BER",,,,
"$LINE_TALK_BERSERKER_210_TEXT",,,,"AND an unguarded caravan brimming with riches! We're rich! Rich, I tell you!",,,,
"$LINE_TALK_BERSERKER_220_CHAR",,,,"$BER",,,,
"$LINE_TALK_BERSERKER_220_TEXT",,,,"Are those shoes?",,,,
"$SCENE_CAUGHT_BY_OZIMAL_TITLE",,,,"Arrested",,,,
"$LINE_CAUGHT_BY_OZIMAL_00_CHAR",,,,"$MCG",,,,
"$LINE_CAUGHT_BY_OZIMAL_00_TEXT",,,,"*$BER, this is all junk...",,,,
"$LINE_CAUGHT_BY_OZIMAL_10_CHAR",,,,"BIG MAN",,,,
"$LINE_CAUGHT_BY_OZIMAL_10_TEXT",,,,"Bandits. I should have known.",,,,
"$LINE_CAUGHT_BY_OZIMAL_20_CHAR",,,,"$MCG",,,,
"$LINE_CAUGHT_BY_OZIMAL_20_TEXT",,,,"Who are you?",,,,
"$LINE_CAUGHT_BY_OZIMAL_30_CHAR",,,,"OZIMAL",,,,
"$LINE_CAUGHT_BY_OZIMAL_30_TEXT",,,,"I am Ozimal Kaz, warlord of the Pit, and this tribute belongs to me.",,,,
"$LINE_CAUGHT_BY_OZIMAL_40_CHAR",,,,"$MCG",,,,
"$LINE_CAUGHT_BY_OZIMAL_40_TEXT",,,,"Look, I just got here, I've got no idea-",,,,
"$LINE_CAUGHT_BY_OZIMAL_50_CHAR",,,,"OZIMAL",,,,
"$LINE_CAUGHT_BY_OZIMAL_50_TEXT",,,,"Guards, throw these worthless thieves in the Coliseum!",,,,
"$LINE_CAUGHT_BY_OZIMAL_60_CHAR",,,,"OZIMAL",,,,
"$LINE_CAUGHT_BY_OZIMAL_60_TEXT",,,,"Show them what happens to those who steal from Ozimal Kaz.",,,,
"$SCENE_COLISEUM_INTRO_TITLE",,,,"The Coliseum",,,,
"$LINE_COLISEUM_INTRO_00_CHAR",,,,"$MCG",,,,
"$LINE_COLISEUM_INTRO_00_TEXT",,,,"This doesn't look good.",,,,
"$LINE_COLISEUM_INTRO_10_CHAR",,,,"PRISONER",,,,
"$LINE_COLISEUM_INTRO_10_TEXT",,,,"I take it this is your first execution?",,,,
"$LINE_COLISEUM_INTRO_20_CHAR",,,,"$MCG",,,,
"$LINE_COLISEUM_INTRO_20_TEXT",,,,"Execution?",,,,
"$LINE_COLISEUM_INTRO_30_CHAR",,,,"PRISONER",,,,
"$LINE_COLISEUM_INTRO_30_TEXT",,,,"Yep. In a second they're going to open those gates and hordes of monsters are going to come in and eat us.",,,,
"$LINE_COLISEUM_INTRO_40_CHAR",,,,"$MCG",,,,
"$LINE_COLISEUM_INTRO_40_TEXT",,,,"So we're just...going to die?",,,,
"$LINE_COLISEUM_INTRO_50_CHAR",,,,"PRISONER",,,,
"$LINE_COLISEUM_INTRO_50_TEXT",,,,"Yeah. Welcome to the Pit.",,,,
"$LINE_COLISEUM_INTRO_60_CHAR",,,,"PRISONER",,,,
"$LINE_COLISEUM_INTRO_60_TEXT",,,,"I don't know about you, princess, but I intend to go down swinging.",,,,
"$LINE_COLISEUM_INTRO_70_CHAR",,,,"$MCG",,,,
"$LINE_COLISEUM_INTRO_70_TEXT",,,,"*Wait! If we're going to die, we should at least know each other's names. I'm $MCG.",,,,
"$LINE_COLISEUM_INTRO_80_CHAR",,,,"PRISONER",,,,
"$LINE_COLISEUM_INTRO_80_TEXT",,,,"Swell to meet you. I'm...",,,,
"$SCENE_COLISEUM_OUTRO_TITLE",,,,"Against the Odds",,,,
"$LINE_COLISEUM_OUTRO_00_CHAR",,,,"GUARD",,,,
"$LINE_COLISEUM_OUTRO_00_TEXT",,,,"Sir! The Revenant are dead!",,,,
"$LINE_COLISEUM_OUTRO_10_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_OUTRO_10_TEXT",,,,"Impossible. Nobody's ever killed a Revenant.",,,,
"$LINE_COLISEUM_OUTRO_20_CHAR",,,,"GUARD",,,,
"$LINE_COLISEUM_OUTRO_20_TEXT",,,,"It's that new girl... I don't know what she did, but the prisoners are alive and the Revenant are all dead.",,,,
"$LINE_COLISEUM_OUTRO_30_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_OUTRO_30_TEXT",,,,"Interesting...",,,,
"$LINE_COLISEUM_OUTRO_40_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_OUTRO_40_TEXT",,,,"Throw them in the prison.",,,,
"$LINE_COLISEUM_OUTRO_50_CHAR",,,,"GUARD",,,,
"$LINE_COLISEUM_OUTRO_50_TEXT",,,,"Yes sir!",,,,
"$LINE_COLISEUM_OUTRO_60_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_OUTRO_60_TEXT",,,,"Then, send a letter to our friend, the collector.",,,,
"$LINE_COLISEUM_OUTRO_70_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_OUTRO_70_TEXT",,,,"Tell him I have an interesting new item for sale.",,,,
"$SCENE_OZIMAL_PRISON_TITLE",,,,"Behind Bars",,,,
"$LINE_OZIMAL_PRISON_00_CHAR",,,,"$RAN",,,,
"$LINE_OZIMAL_PRISON_00_TEXT",,,,"Okay, what did you do?",,,,
"$LINE_OZIMAL_PRISON_10_CHAR",,,,"$RAN",,,,
"$LINE_OZIMAL_PRISON_10_TEXT",,,,"I felt like... my heart was being pulled in two directions at once.",,,,
"$LINE_OZIMAL_PRISON_20_CHAR",,,,"$MCG",,,,
"$LINE_OZIMAL_PRISON_20_TEXT",,,,"Sorry, but I don't really know. All I know is it works.",,,,
"$LINE_OZIMAL_PRISON_30_CHAR",,,,"$MCG",,,,
"$LINE_OZIMAL_PRISON_30_TEXT",,,,"We're alive, though! That's gotta count for something, right?",,,,
"$LINE_OZIMAL_PRISON_40_CHAR",,,,"$RAN",,,,
"$LINE_OZIMAL_PRISON_40_TEXT",,,,"Alive and going insane, apparently. Ye gods, I need a drink.",,,,
"$LINE_OZIMAL_PRISON_50_CHAR",,,,"$MCG",,,,
"$LINE_OZIMAL_PRISON_50_TEXT",,,,"That makes two of us.",,,,
"$LINE_OZIMAL_PRISON_60_CHAR",,,,"MYSTERIOUS STRANGER",,,,
"$LINE_OZIMAL_PRISON_60_TEXT",,,,"*Psst! $MCG! Over here!",,,,
"$LINE_OZIMAL_PRISON_70_CHAR",,,,"$MCG",,,,
"$LINE_OZIMAL_PRISON_70_TEXT",,,,"How do you know my name?",,,,
"$LINE_OZIMAL_PRISON_80_CHAR",,,,"MYSTERIOUS STRANGER",,,,
"$LINE_OZIMAL_PRISON_80_TEXT",,,,"The guard will be back soon. You need to listen if you want to make it out of here alive.",,,,
"$LINE_OZIMAL_PRISON_90_CHAR",,,,"$MCG",,,,
"$LINE_OZIMAL_PRISON_90_TEXT",,,,"Who are you?",,,,
"$LINE_OZIMAL_PRISON_100_CHAR",,,,"MYSTERIOUS STRANGER",,,,
"$LINE_OZIMAL_PRISON_100_TEXT",,,,"A friend.",,,,
"$LINE_OZIMAL_PRISON_110_CHAR",,,,"MYSTERIOUS STRANGER",,,,
"$LINE_OZIMAL_PRISON_110_TEXT",,,,"Listen carefully: tomorrow Ozimal is going to try to sell you to a man in red. I can't let that happen.",,,,
"$LINE_OZIMAL_PRISON_120_CHAR",,,,"$MCG",,,,
"$LINE_OZIMAL_PRISON_120_TEXT",,,,"...",,,,
"$LINE_OZIMAL_PRISON_130_CHAR",,,,"MYSTERIOUS STRANGER",,,,
"$LINE_OZIMAL_PRISON_130_TEXT",,,,"He will send you to the Coliseum again to demonstrate your skills.",,,,
"$LINE_OZIMAL_PRISON_140_CHAR",,,,"$MCG",,,,
"$LINE_OZIMAL_PRISON_140_TEXT",,,,"How do you - ?",,,,
"$LINE_OZIMAL_PRISON_150_CHAR",,,,"MYSTERIOUS STRANGER",,,,
"$LINE_OZIMAL_PRISON_150_TEXT",,,,"When this happens, I will cause a distraction. You must make your escape at that moment.",,,,
"$LINE_OZIMAL_PRISON_160_CHAR",,,,"MYSTERIOUS STRANGER",,,,
"$LINE_OZIMAL_PRISON_160_TEXT",,,,"Take this scrap. Use it to bribe whatever help you can from your fellow prisoners. You must be ready for tomorrow.",,,,
"$LINE_OZIMAL_PRISON_170_CHAR",,,,"$MCG",,,,
"$LINE_OZIMAL_PRISON_170_TEXT",,,,"Why are you helping me?",,,,
"$LINE_OZIMAL_PRISON_180_CHAR",,,,"MYSTERIOUS STRANGER",,,,
"$LINE_OZIMAL_PRISON_180_TEXT",,,,"For now, it's safer if you don't know. Find me at the Monastery. I will explain everything there.",,,,
"$LINE_OZIMAL_PRISON_190_CHAR",,,,"$MCG",,,,
"$LINE_OZIMAL_PRISON_190_TEXT",,,,"Alright.",,,,
"$LINE_OZIMAL_PRISON_200_CHAR",,,,"MYSTERIOUS STRANGER",,,,
"$LINE_OZIMAL_PRISON_200_TEXT",,,,"*$MCG, you must not fall into his hands.",,,,
"$SCENE_COLISEUM_2_INTRO_TITLE",,,,"A Little Demonstration",,,,
"$LINE_COLISEUM_2_INTRO_00_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_2_INTRO_00_TEXT",,,,"So, my honored guest, how are things in the outside world?",,,,
"$LINE_COLISEUM_2_INTRO_10_CHAR",,,,"MAN IN RED",,,,
"$LINE_COLISEUM_2_INTRO_10_TEXT",,,,"The plague has destroyed the Quaid Empire entirely. Nothing remains but the twisted inhuman hordes of the infected.",,,,
"$LINE_COLISEUM_2_INTRO_20_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_2_INTRO_20_TEXT",,,,"Well, that's something to rejoice at.",,,,
"$LINE_COLISEUM_2_INTRO_30_CHAR",,,,"MAN IN RED",,,,
"$LINE_COLISEUM_2_INTRO_30_TEXT",,,,"Now it spreads into the Ash Kingdom. If nothing is done, this disease will accomplish what the Quaidian war could not.",,,,
"$LINE_COLISEUM_2_INTRO_40_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_2_INTRO_40_TEXT",,,,"Well, as long as panicked Ashani keep exiling the infected here, we lords of the Pit will stay in business.",,,,
"$LINE_COLISEUM_2_INTRO_50_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_2_INTRO_50_TEXT",,,,"The plague's monstrosities are quite valuable to the man who knows how to use them, eh?",,,,
"$LINE_COLISEUM_2_INTRO_60_CHAR",,,,"MAN IN RED",,,,
"$LINE_COLISEUM_2_INTRO_60_TEXT",,,,"Enough of this small talk. Where is this girl?",,,,
"$LINE_COLISEUM_2_INTRO_70_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_2_INTRO_70_TEXT",,,,"Over there. I think you will be interested in her abilities.",,,,
"$LINE_COLISEUM_2_INTRO_80_CHAR",,,,"MAN IN RED",,,,
"$LINE_COLISEUM_2_INTRO_80_TEXT",,,,"We shall see.",,,,
"$LINE_COLISEUM_2_INTRO_90_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_2_INTRO_90_TEXT",,,,"She enters a trance, and her companions seem to fade into nothingness.",,,,
"$LINE_COLISEUM_2_INTRO_100_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_2_INTRO_100_TEXT",,,,"All around them the Revenant fall dead in heaps, as if slain by invisible blows.",,,,
"$LINE_COLISEUM_2_INTRO_110_CHAR",,,,"MAN IN RED",,,,
"$LINE_COLISEUM_2_INTRO_110_TEXT",,,,"Show me.",,,,
"$LINE_COLISEUM_2_INTRO_120_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_2_INTRO_120_TEXT",,,,"Guards, release the Revenant!",,,,
"$SCENE_COLISEUM_2_OUTRO_TITLE",,,,"A Daring Escape",,,,
"$LINE_COLISEUM_2_OUTRO_00_CHAR",,,,"MAN IN RED",,,,
"$LINE_COLISEUM_2_OUTRO_00_TEXT",,,,"Incredible. She sees them for what they really are.",,,,
"$LINE_COLISEUM_2_OUTRO_10_CHAR",,,,"MAN IN RED",,,,
"$LINE_COLISEUM_2_OUTRO_10_TEXT",,,,"She fights them in their own world.",,,,
"$LINE_COLISEUM_2_OUTRO_20_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_2_OUTRO_20_TEXT",,,,"So, you are interested?",,,,
"$LINE_COLISEUM_2_OUTRO_30_CHAR",,,,"MAN IN RED",,,,
"$LINE_COLISEUM_2_OUTRO_30_TEXT",,,,"*Consider the payment doubled.$NIt is not often I meet an equal.",,,,
"$LINE_COLISEUM_2_OUTRO_40_CHAR",,,,"MAN IN RED",,,,
"$LINE_COLISEUM_2_OUTRO_40_TEXT",,,,"What is this?",,,,
"$LINE_COLISEUM_2_OUTRO_50_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_2_OUTRO_50_TEXT",,,,"Guards!",,,,
"$LINE_COLISEUM_2_OUTRO_60_CHAR",,,,"GUARD",,,,
"$LINE_COLISEUM_2_OUTRO_60_TEXT",,,,"Sir, the south wall of the coliseum has collapsed!",,,,
"$LINE_COLISEUM_2_OUTRO_70_CHAR",,,,"GUARD",,,,
"$LINE_COLISEUM_2_OUTRO_70_TEXT",,,,"The prisoners have escaped!",,,,
"$LINE_COLISEUM_2_OUTRO_80_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_2_OUTRO_80_TEXT",,,,"WHAT!",,,,
"$LINE_COLISEUM_2_OUTRO_90_CHAR",,,,"OZIMAL",,,,
"$LINE_COLISEUM_2_OUTRO_90_TEXT",,,,"Release our Revenant! Hunt them down!",,,,
"$SCENE_RIVER_INTRO_TITLE",,,,"Across the River",,,,
"$LINE_RIVER_INTRO_00_CHAR",,,,"$MCG",,,,
"$LINE_RIVER_INTRO_00_TEXT",,,,"Everyone, this way!",,,,
"$LINE_RIVER_INTRO_10_CHAR",,,,"$RAN",,,,
"$LINE_RIVER_INTRO_10_TEXT",,,,"It's no use, they're gaining on us!",,,,
"$LINE_RIVER_INTRO_20_CHAR",,,,"$MCG",,,,
"$LINE_RIVER_INTRO_20_TEXT",,,,"Quick, across the river! We'll hold them off at the ford!",,,,
"$LINE_RIVER_INTRO_30_CHAR",,,,"$RAN",,,,
"$LINE_RIVER_INTRO_30_TEXT",,,,"There are too many of them!",,,,
