"flag","name","description",
"$ITM_A_HEAVY_5","기수의 찰갑","맵시있는 찰갑입니다. 어깨와 무릎까지 모두 방어하는 것으로 보아 중기병들이 작용하던 물건으로 보입니다. 완갑에는 도금이 되어 있고 받쳐 입는 누비옷 역시 비단으로 만들어진 것으로 보아, 이전 주인은 상당한 부자일 뿐만 아니라 예술적 취향도 겸비했던 전사였음을 알 수 있습니다. 갑옷의 곳곳에는 어느 지방의 언어일지 모를 외국어 문장들이 아로새겨져 있습니다. 착용자의 심장 부위에는 아마 안녕을 기원하거나 액막이용 기도가 쓰여있는 것 같지만, 어디까지나 추측일 뿐입니다.",
"$ITM_A_HEAVY_6","찰갑","자그마한 철판들을 비단 끈으로 한데 엮어 만들었습니다.",
"$ITM_A_HEAVY_7","배신자의 장비","애쉬에서 만들어진 판금 코트입니다. 견갑에 도금이 되어 있는 것으로 보아 그 주인이 고위 장교였음을 짐작할 수 있습니다. 겉의 천은 한번 교체한 것으로 보이지만, 배신자라는 글자는 아직도 천에 새겨져 있습니다. 갑주에는 눈에 띌 만한 흔적이 남아있지 않지만, 붉은 염색에도 불구하고 핏자국이 선명하게 보입니다.",
"$ITM_A_HEAVY_8","판금 코트","질긴 천으로 만든 코트 밑에 두꺼운 철판 몇 장을 대갈 못으로 이어붙여, 몸 쪽 방어력이 완벽한 갑옷을 만들었습니다.. ",
"$ITM_A_HEAVY_9","와콜란의 힘","초록색 벨벳으로 만든 미늘 갑옷으로, 견갑이 상당히 크고 광택이 나는 것으로 보아 퀘이드 중 보병이 사용하던 갑주라고 생각됩니다.  퀘이드 영웅인 와콜란이 맨손으로 곰의 머리를 깨자, 그 밑에서 와콜란의 아이들인 와스탄과 와젤라가 곰의 입에서 흘러나오는 피를 받아마시는 장면이 그려져 있습니다. 이는 유명한 일화인 '가문의 망명' 중에 있었던 일로 보입니다.",
"$ITM_A_HEAVY_10","미늘 갑옷","수백 개의 철판이 캔버스 안에 고정되어 있습니다. 딱 맞는 상체 보호를 위해 외부는 부드러운 비단으로 구성되어 있습니다.",
"$ITM_A_HEAVY_11","위대한 워든의 장비","갑옷 위에 새겨진 문양은 이 완벽한 갑주의 주인이 애쉬에서 파견한 구덩이의 감시자, 위대한 워든임을 밝히고 있습니다. 이 귀족이 어떻게 자신이 감시하던 감옥 안에서 사라졌는지는 아직도 밝혀지지 않은 상태이나, 어깨에 묻어있는 핏자국은 그 사연이 범상치 않음을 암시하고 있습니다.",
"$ITM_A_HEAVY_12","판금 장비","가죽 기반 위의 복잡한 모양의 철판들은 최대의 보호를 제공함과 동시에 자유로운 움직임을 보장합니다. 애쉬 기사들이 선호하는 장비입니다.",
"$ITM_A_HEAVY_13","불꽃의 순수","이 찬란히 빛나는 판금 장비는 어떤 빛이던 지옥불 정도의 세기로 반사합니다. 희미한 에칭화는 퀘이드의 것으로 보이지만 적힌 말은 너무 오래되어 ""소모하는 것"" 정도만 읽힙니다. 흉부 판금은 셀 수 없이 교체된 것 같으며 그 외의 부분은 더욱 현대의 것입니다. 수수께끼 같은 그림문자가 제국의 불의 의식에서의 역할에 대한 힌트를 주고 있습니다.",
"$ITM_A_HEAVY_14","호수의 수호자","거장이 제작한 이 장비는 거의 흑색에 가까운 청색을 띱니다. 흉갑 표면에 새겨진 매끄러운 패턴은 애쉬 신전의 원천을 묘사합니다. 이는 이 놀라운 갑옷이 대부분 신전수호병에게 주어진다는 걸 암시합니다. 이렇게 값진 유물이 구덩이까지 왔는지는 의문이군요.",
"$ITM_A_HEAVY_15","전쟁의 영광+","우아한 자태를 뽐내는 세련된 퀘이드 갑옷입니다. 사슬 하나하나가 모두 파랗게 물들어 있으며, 웃옷의 끝단은 금빛으로 마감되어 있습니다. 갑옷에 덧붙인 철판들은 하나하나가 모두 도금으로 장식되어 있으며 황족의 표식을 두드러지게 나타내고 있습니다. 표면에는 퀘이드어로 ""지금 생각해봐야 다 부질없는 것을""이라는 말이 거칠게 새겨져 있습니다. 판금의 곳곳에 몇몇 단어가 더 새겨져 있지만, 급하게 휘갈겼는지 거의 알아보기 힘듭니다.",
"$ITM_A_HEAVY_16","기수의 찰갑+","맵시 있는 찰갑입니다. 어깨와 무릎까지 모두 방어하는 것으로 보아 중기병들이 작용하던 물건으로 보입니다. 완갑에는 도금이 되어 있고 받쳐 입는 누비옷 역시 비단으로 만들어진 것으로 보아, 이전 주인은 상당한 부자일 뿐만 아니라 예술적 취향도 겸비했던 전사였음을 알 수 있습니다. 갑옷의 곳곳에는 어느 지방의 언어일지 모를 외국어 문장들이 아로새겨져 있습니다. 착용자의 심장 부위에는 아마 안녕을 기원하거나 액막이용 기도가 쓰여있는것 같지만, 어디까지나 추측일 뿐입니다.",
"$ITM_A_HEAVY_17","배신자의 장비+","Ash에서 만들어진 판금 코트입니다. 견갑에 도금이 되어 있는 것으로 보아 그 주인이 고위 장교였음을 짐작할 수 있습니다. 겉의 천은 한번 교체한 것으로 보이지만, 배신자라는 글자는 아직도 천에 새겨져 있습니다. 갑주에는 눈에 띌 만한 흔적이 남아있지 않지만, 붉은 염색에도 불구하고 핏자국이 선명하게 보입니다.",
"$ITM_A_HEAVY_18","와콜란의 힘+","초록색 벨벳으로 만든 미늘 갑옷으로, 견갑이 상당히 크고 광택이 나는 것으로 보아 퀘이드 중보병이 사용하던 갑주라고 생각됩니다.  퀘이드 영웅인 와콜란이 맨손으로 곰의 머리를 깨자, 그 밑에서 와콜란의 아이들인 와스탄과 와젤라가 곰의 입에서 흘러나오는 피를 받아마시는 장면이 그려져 있습니다. 이는 유명한 일화인 '가문의 망명' 중에 있었던 일로 보입니다.",
"$ITM_A_HEAVY_19","위대한 워든의 장비+","갑옷 위에 새겨진 문양은 이 완벽한 갑주의 주인이 애쉬에서 파견한 구덩이의 감시자, 위대한 워든임을 밝히고 있습니다. 이 귀족이 어떻게 자신이 감시하던 감옥 안에서 사라졌는지는 아직도 밝혀지지 않은 상태이나, 어깨에 묻어있는 핏자국은 그 사연이 범상치 않음을 암시하고 있습니다.",
"$ITM_A_HEAVY_20","불꽃의 순수+","이 찬란히 빛나는 판금 장비는 어떤 빛이던 지옥불 정도의 세기로 반사합니다. 희미한 에칭화는 퀘이드의 것으로 보이지만 적힌 말은 너무 오래되어 ""소모하는 것"" 정도만 읽힙니다. 흉부 판금은 셀수없이 교체된 것 같으며 그 외의 부분은 더욱 현대의 것입니다. 수수께끼 같은 그림문자가 제국의 불의 의식에서의 역할에 대한 힌트를 주고 있습니다.",
"$ITM_A_HEAVY_21","호수의 수호자+","거장이 제작한 이 장비는 거의 흑색에 가까운 청색을 띱니다. 흉갑 표면에 새겨진 매끄러운 패턴은 애쉬 신전의 원천을 묘사합니다. 이는 이 놀라운 갑옷이 대부분 신전 수호병에게 주어진다는 걸 암시합니다. 이렇게 값진 유물이 구덩이까지 왔는지는 의문이군요.",
"$ITM_A_HEAVY_22","사슬 가죽조끼+","가벼운 누비옷 위에 대충 제련한 쇠사슬을 붙여, 방어력을 더욱 보강한 물건입니다. 강화를 통해 보통 옷보다 단단해졌습니다.",
"$ITM_A_HEAVY_23","사슬 셔츠+","수백 개의 쇠사슬을 이어서 만든 셔츠로, 사슬이 튀어나가는 것을 막기 위해 하나하나가 대갈 못으로 박혀있습니다. 강화를 통해 보통 옷보다 단단해졌습니다.",
"$ITM_A_HEAVY_24","혼합 사슬 갑옷+","사슬 갑옷 위에 철판을 덧붙여, 몸 쪽의 방어력을 보강했습니다.  퀘이드 보병의 제식 갑옷입니다. 강화를 통해 보통 갑옷보다 단단해졌습니다.",
"$ITM_A_HEAVY_25","찰갑+","자그마한 철판들을 비단끈으로 한데 엮어 만들었습니다. 강화를 통해 더욱 단단해졌습니다.",
"$ITM_A_HEAVY_26","판금 코트+","질긴 천으로 만든 코트 밑에 두꺼운 철판 몇 장을 대갈 못으로 이어붙여, 몸 쪽 방어력이 완벽한 갑옷을 만들었습니다. 강화를 통해 보통 갑옷 보다 단단해졌습니다.",
"$ITM_A_HEAVY_27","미늘 갑옷+","수백 개의 철판이 캔버스 안에 고정되어 있습니다. 딱 맞는 상체 보호를 위해 외부는 부드러운 비단으로 구성되어 있습니다. 강화를 통해 보통 갑옷 보다 단단해졌습니다.",
"$ITM_A_HEAVY_28","판금 장비+","가죽 기반 위의 복잡한 모양의 철판들은 최대의 보호를 제공함과 동시에 자유로운 움직임을 보장합니다. 애쉬 기사들이 선호하는 장비입니다. 강화를 통해 보통 갑옷 보다 단단해졌습니다.",
"$ITM_A_SKULL_1","돌 해골","잘 연마한 석재 해골입니다. 어떤 이들은 망령들이 가지고 있던 마법 부적이라 여깁니다. 베테랑들은 그냥 다른 쓸만한 물건과 바꿀 수 있을 것이라고 합니다.",
"$ITM_A_SKULL_2","동 해골","구리로 만든 해골입니다, 마법 주문이나 의식에서 사용되던 물건 같습니다. 물론 돌 해골보다는 값진 물건입니다.",
"$ITM_A_SKULL_3","흑요석 해골","흑요석 위에 해골을 세심하게 새긴 물건으로, 그 세세한 묘사가 소름이 끼칠 정도입니다. 구하기가 극도로 어렵기 때문에 수집가들 사이에서는 눈에 불을 켜고 찾는 물건이라고 합니다.",
"$ITM_A_SKULL_4","은 해골","이 해골은 순은으로 만들어졌습니다. 어디다 쓰겠어요?",
"$ITM_A_SKULL_5","금 해골","이 해골은 순금으로 만들어졌습니다. 어디다 쓰겠어요?",
"$ITM_A_SKULL_6","언옵티늄 해골","오직 언옵티늄으로 만들어진 해골이기 때문에, 얻기란 불가능합니다. 그런데 희한하게도 지금까지 잘도 들고 다니셨군요. 지금 눈치채셨죠.",
"$ITM_W_SWORD_1","돌 칼날","날카로운 돌에 나무 손잡이를 덧붙였습니다. 없는 것보단 낫습니다.",
"$ITM_W_SWORD_2","금속 칼날","고철로 만든 칼이지만, 효과는 좋습니다.",
"$ITM_W_SWORD_3","녹슨 칼","녹슬어 못쓰게 된 칼입니다. 이런 칼은 굴에서 동전 몇 닢 정도 밖에 안됩니다.",
"$ITM_W_SWORD_4","유혈 복수의 코팔","이 유목민 전투단검은 가스타부족의 상징이 피의 원수가 된 라이벌 부족의 상징 위에 자리 잡고 있습니다. 뼈로 만들어진 손잡이에는 17명을 살해했다는 표시가 새겨져 있습니다.",
"$ITM_W_SWORD_5","철검","단순한 철검입니다. 균형이 잘 잡혀있지 않고, 조잡하게 만들어져 있지만, 상태는 좋습니다. ",
"$ITM_W_SWORD_6","명예의 증명","퀘이드의 결투용 검으로, 옥으로 화려하게 장식된 폼멜과 힐트는 검 본연의 잔인한 기능을 잊게 할 정도입니다. 검날에는 다음과 같은 문구가 새겨져 있습니다. ""명예의 증명이라. 내 안의 불꽃이 타오른다."" 아마 불명예스러운 일에 휘말린 귀족들의 결투에 사용하기 위해서 만들어진 것으로 생각됩니다.",
"$ITM_W_SWORD_7","병사의 검","전쟁 중 대량 생산된 군용 검입니다. 효과적이고 강력합니다.",
"$ITM_W_SWORD_8","질서의 칼날","애쉬에서 만들어진 검으로, 검날에 다음과 같은 문구가 새겨져 있습니다. ""나는 곧 질서의 칼날이라. 선으로 악을 베고, 빛으로 어둠을 벤다. 내가 이끄는 손이 곧 나를 죽..."" 세월의 손길은 나머지 문장을 희미하게 만들어 버렸습니다.",
"$ITM_W_SWORD_9","장교의 검","또 다른 전쟁의 잔여물입니다, 장교를 위해 손수 제작되었습니다.",
"$ITM_W_SWORD_10","군단의 지휘관","간단하지만 우아한 이 애쉬의 무기는 겸손한 귀족들을 위해 만들어졌습니다. 손잡이의 한 쪽에는 '군단의 지휘관'이라는 글귀가 새겨져 있고, 반대쪽에는 '부동의 원동자의 봉사자'라는 글귀가 새겨져 있습니다. 둥그런 칼의 자루 끝의 한편에는 *천상계의 영역이, 다른 한편에는 순례자가 애쉬 사원의 샘을 마시는 그림이 새겨져 있습니다.",
"$ITM_W_SWORD_11","달인의 검","전문적으로 균형 있게 주조되었습니다. 이보다 좋은 검은 알려져 있지 않습니다.",
"$ITM_W_SWORD_12","불꽃의 눈","비할 데 없이 완벽한 검으로, 그 검신에는 고대 퀘이드어 문구가 빽빽이 새겨져 있습니다. 너무도 오래전에 쓰인 고어이기 때문에 알아볼 수 있는 것은 다음 문구 정도밖에 없습니다. ""두려워하라... 불꽃의 눈... 영광... 졸렬하게 도망칠지어다...  실로 왕에게 어울릴..."" 폼멜에 박힌 두 개의 거대한 루비는 마치 그 안에서 영원한 불꽃이 타오르는 것처럼 보입니다. 장인의 손길이 거친 힐트에는 추모의 벽, 곧 역대 퀘이드 황제들의 이름이 차례로 새겨져 있습니다. 눈길을 사로잡는 이 검은 아마 왕가의 일원들이 사용하던 검으로 보입니다.",
"$ITM_W_SWORD_13","에브니","광전사의 꿈의 검입니다. 세상에 하나밖에 없기 때문에 가격은 때에 따라 적절히 형성됩니다.",
"$ITM_W_SWORD_14","유혈 복수의 코팔+","이 유목민 전투단검은 가스타 부족의 상징이 피의 원수가 된 라이벌 부족의 상징 위에 자리 잡고 있습니다. 뼈로 만들어진 손잡이에는 17명을 살해했다는 표시가 새겨져 있습니다.",
"$ITM_W_SWORD_15","명예의 증명+","퀘이드의 결투용 검으로, 옥으로 화려하게 장식된 폼멜과 힐트는 검 본연의 잔인한 기능을 잊게 할 정도입니다. 검날에는 다음과 같은 문구가 새겨져 있습니다. ""명예의 증명이라. 내 안의 불꽃이 타오른다."" 아마 불명예스러운 일에 휘말린 귀족들의 결투에 사용하기 위해서 만들어진 것으로 생각됩니다.",
"$ITM_W_SWORD_16","질서의 칼날+","애쉬에서 만들어진 검으로, 검날에 다음과 같은 문구가 새겨져 있습니다. ""나는 곧 질서의 칼날이라. 선으로 악을 베고, 빛으로 어둠을 벤다. 내가 이끄는 손이 곧 나를 죽..."" 세월의 손길은 나머지 문장을 희미하게 만들어 버렸습니다.",
"$ITM_W_SWORD_17","군단의 지휘관+","간단하지만 우아한 이 애쉬의 무기는 겸손한 귀족들을 위해 만들어졌습니다. 손잡이의 한 쪽에는 '군단의 지휘관'이라는 글귀가 새겨져 있고, 반대쪽에는 '부동의 원동자의 봉사자'라는 글귀가 새겨져 있습니다. 둥그런 칼의 자루 끝의 한편에는 *천상계의 영역이, 다른 한편에는 순례자가 Ash 사원의 샘을 마시는 그림이 새겨져 있습니다.",
"$ITM_W_SWORD_18","불꽃의 눈+","비할 데 없이 완벽한 검으로, 그 검신에는 고대 퀘이드어 문구가 빽빽이 새겨져 있습니다. 너무도 오래전에 쓰인 고어이기 때문에 알아볼 수 있는 것은 다음 문구 정도밖에 없습니다. ""두려워하라... 불꽃의 눈... 영광... 졸렬하게 도망칠지어다...  실로 왕에게 어울릴..."" 폼멜에 박힌 두 개의 거대한 루비는 마치 그 안에서 영원한 불꽃이 타오르는 것처럼 보입니다. 장인의 손길이 거친 힐트에는 추모의 벽, 곧 역대 Quaid 황제들의 이름이 차례로 새겨져 있습니다. 눈길을 사로잡는 이 검은 아마 왕가의 일원들이 사용하던 검으로 보입니다.",
"$ITM_W_SWORD_19","에브니+","광전사의 꿈의 검입니다. 세상에 하나밖에 없기 때문에 가격은 때에 따라 적절히 형성됩니다.",
"$ITM_W_SWORD_20","돌 칼날+","날카로운 돌에 나무 손잡이를 덧붙였습니다. 없는 것보단 낫습니다. 강화되었습니다",
"$ITM_W_SWORD_21","금속 칼날+","고철로 만든 칼이지만, 효과는 좋습니다. 강화되어 더 날카로워졌습니다..",
"$ITM_W_SWORD_22","녹슨 칼+","녹슬어 못쓰게 된 칼입니다. 이런 칼은 굴에서 동전 몇 닢 정도 밖에 안됩니다. 강화되어 더 날카로워졌습니다.",
"$ITM_W_SWORD_23","철검+","단순한 철검입니다. 균형이 잡혀있지 않고, 조잡하게 만들어져 있지만, 상태는 좋습니다. 강화되어 더 날카로워졌습니다.",
"$ITM_W_SWORD_24","병사의 검+","전쟁 중 대량 생산된 군용 검입니다. 효과적이고 강력합니다. 강화를 통해 보통 검보다 더욱 날카로워졌습니다.",
"$ITM_W_SWORD_25","장교의 검+","또 다른 전쟁의 잔여물입니다, 장교를 위해 손수 제작되었습니다. 강화를 통해 보통 검보다 더욱 날카로워졌습니다.",
"$ITM_W_SWORD_26","달인의 검+","전문적으로 균형 있게 주조되었습니다. 이보다 좋은 검은 알려져 있지 않습니다. 강화를 통해 보통 검보다 더욱 날카로워졌습니다.",
"$ITM_W_BOW_1","초록 활","묘목으로 만들어져 나무 화살을 갖춘 단순한 활입니다.",
"$ITM_W_BOW_2","나무 활","나무로 만들어져 돌촉 화살을 갖춘 활입니다. ",
"$ITM_W_BOW_3","전투 사냥꾼","이 유목민 사냥 활은 전쟁용으로도 쓰였습니다. '죽음'을 의미하는 문양 위에 '좋은 사냥'을 뜻하는 유목 문양이 덧칠해져있습니다. 활 안쪽에는 잘린 머리를 들고 선 스데카족의 신에 대한 묘사가 있습니다. 끝 부분에 붉은 승리의 줄무늬는 이 무기가 오래전 잊혀진 전투에서 많이 사용됬음을 암시합니다.",
"$ITM_W_BOW_4","사냥꾼의 활","주목나무로 만들어져 돌촉 화살을 갖춘 튼튼한 활입니다. ",
"$ITM_W_BOW_5","북쪽의 유물","이 훌륭한 사냥 활은 순수 흰 자작나무로 만들어졌습니다. 파란 가죽 손잡이는 금사로 감싸져있습니다. 그리고 이상한 글이 끝에 감겨있습니다. - 아마 북쪽 도시국가의 여러 언어 중 하나겠지요. 케드족의 문양이 한쪽에 새겨져 있습니다. 이 무기가 그 부족과 함께 남쪽으로 여행을 했다는 걸 암시합니다.",
"$ITM_W_BOW_6","사슴뿔 활","사슴 뿔로 만들어진 강력한 활입니다. ",
"$ITM_W_BOW_7","대장의 활","이 애쉬제 활은 희귀한 나무를 층층이 붙여 만들어졌습니다. 손잡이에는 회전 장치가 있고 금에 글자가 새겨져 있습니다. 읽어보면, 대장 잔티몬, 길목의 방어자, 도적들과 노매드 침입자들로부터 애쉬 사원 순례자들을 지켰던 수많은 경비대 중 하나의 대장의 이름입니다.",
"$ITM_W_BOW_8","큰사슴 벌레 활","큰 사슴 벌레의 뿔로 만들어진 고대의 활입니다.",
"$ITM_W_BOW_9","지도자의 승리","이 훌륭하게 깎인 뒤로 휜 활은 황금 고리와 밝게 염색된 가죽으로 장식되어 있습니다. 무늬가 새겨진 손잡이는 승리한 지도자가 살육한 적들의 산 위에 서있는 모습을 묘사하고 있습니다. 몇몇 알 수 없는 신들이 위에서 그를 축복하고 있습니다. 이 무기는 부유하고 성공한 노매드 족장의 것이었음이 분명합니다.",
"$ITM_W_BOW_10","합성 궁","여러 종류의 나무들로 만들어진 이 합성 궁은 장교의 것으로 추정됩니다. ",
"$ITM_W_BOW_11","호화스러운 죽음","뿔로 만들어진 끝을 지닌 이 활은 수많은 황금 고리로 장식되어 있습니다. 가죽 손잡이에는 구 퀘이드 언어의 설명이 적혀있습니다. ""루카완, 저속한 황금에 명예를 버린 자여, 이 무기의 황금 속에 너의 죽음이 보인다. 이 화살은 너를 찾을 것이고 네 배반의 시체는 개와 벌레들의 장난감이 될 것이다."" 그 아래에는 가죽의 흠집에는 ""처단되었다."" 라고 적혀있습니다. ",
