flag	content
$LINE_MEET_BERSERKER_20_CHAR	$BER
$LINE_MEET_BERSERKER_20_TEXT	To netuším. Před pěti minutami jsi byla jen mrtvola a já byl jen někdo, kdo by si rád pomohl k novým botám.
$LINE_MEET_BERSERKER_30_CHAR	$BER
$LINE_MEET_BERSERKER_30_TEXT	Takže, dobré zprávy! Zjevně jsi naživu a vypadá to, že nemáš mor.
$LINE_MEET_BERSERKER_40_CHAR	$MCG
$LINE_MEET_BERSERKER_40_TEXT	Kde - ?
$LINE_MEET_BERSERKER_50_CHAR	$BER
$LINE_MEET_BERSERKER_50_TEXT	Špatná zpráva je, že na nové boty můžu zapomenout.
$LINE_MEET_BERSERKER_60_CHAR	$BER
$LINE_MEET_BERSERKER_60_TEXT	No, a taky bys měla vědět, že odteď jsi s námi uvězněná tady, v morové kolonii.
$LINE_MEET_BERSERKER_70_CHAR	$MCG
$LINE_MEET_BERSERKER_70_TEXT	V Jámě...
$LINE_MEET_BERSERKER_80_CHAR	$BER
$LINE_MEET_BERSERKER_80_TEXT	Trochu radosti! Přežilas, takže jsi teď vůči tomu moru imunní.
$LINE_MEET_BERSERKER_90_CHAR	$MCG
$LINE_MEET_BERSERKER_90_TEXT	Takže nás stráže pustí ven, jo?
$LINE_MEET_BERSERKER_100_CHAR	$BER
$LINE_MEET_BERSERKER_100_TEXT	Můžeš jim to zkusit vysvětlit, ale naslouchání není jejich silná stránka.
$LINE_MEET_BERSERKER_110_CHAR	$BER
$LINE_MEET_BERSERKER_110_TEXT	*Trochu si pletou "slušnou odpověď" s,$N"udělám z tebe jehelníček".
$LINE_MEET_BERSERKER_120_CHAR	$BER
$LINE_MEET_BERSERKER_120_TEXT	Fakt, nevím, komu dneska v Ashi dávají na starost lekce etikety.
$LINE_MEET_BERSERKER_130_CHAR	$MCG
$LINE_MEET_BERSERKER_130_TEXT	... 
$LINE_MEET_BERSERKER_140_CHAR	$MCG
$LINE_MEET_BERSERKER_140_TEXT	Pořád nemůžu pochopit, co se to stalo tam ... v tom místě...
$LINE_MEET_BERSERKER_150_CHAR	$BER
$LINE_MEET_BERSERKER_150_TEXT	Neřeš to. Když mě složil mor, měl jsem tyhle halucinace taky.
$LINE_MEET_BERSERKER_160_CHAR	$MCG
$LINE_MEET_BERSERKER_160_TEXT	Počkej - byls tam se mnou, tak jak to může být halucinace?
$LINE_MEET_BERSERKER_170_CHAR	$BER
$LINE_MEET_BERSERKER_170_TEXT	Jé, co to je? Karavana!
$LINE_MEET_BERSERKER_180_CHAR	$MCG
$LINE_MEET_BERSERKER_180_TEXT	Počkej!
$LINE_MEET_BERSERKER_190_CHAR	$MCG
$LINE_MEET_BERSERKER_190_TEXT	Aspoň mi řekni, jak se jmenuješ!
$SCENE_SECOND_BATTLE_TITLE	Karavana mrtvých
$LINE_SECOND_BATTLE_00_CHAR	$BER
$LINE_SECOND_BATTLE_00_TEXT	Hej, cestovatelé! Nemáte někdo boty?
$LINE_SECOND_BATTLE_10_CHAR	NEMOCNÁ STRÁŽ KARAVANY
$LINE_SECOND_BATTLE_10_TEXT	Prosím.... přispějte... Ozimalovi...
$LINE_SECOND_BATTLE_20_CHAR	$BER
$LINE_SECOND_BATTLE_20_TEXT	Oj oj.
$LINE_SECOND_BATTLE_30_CHAR	$MCG
$LINE_SECOND_BATTLE_30_TEXT	Co je to za lidi?
$LINE_SECOND_BATTLE_40_CHAR	$BER
$LINE_SECOND_BATTLE_40_TEXT	Musíme zmizet, hned teď.
$LINE_SECOND_BATTLE_50_CHAR	$MCG
$LINE_SECOND_BATTLE_50_TEXT	Ale oni potřebují pomoc!
$LINE_SECOND_BATTLE_60_CHAR	$BER
$LINE_SECOND_BATTLE_60_TEXT	Haha, ne.
$LINE_SECOND_BATTLE_70_CHAR	$MCG
$LINE_SECOND_BATTLE_70_TEXT	Nemůžeme je jen tak nechat!
$LINE_SECOND_BATTLE_80_CHAR	$BER
$LINE_SECOND_BATTLE_80_TEXT	Oni mají MOR.
$LINE_SECOND_BATTLE_90_CHAR	$MCG
$LINE_SECOND_BATTLE_90_TEXT	Ale my jsme oba imunní, ne?
$LINE_SECOND_BATTLE_100_CHAR	$BER
$LINE_SECOND_BATTLE_100_TEXT	Nejsme imunní vůči vyškrábání očí, až se promění.
$LINE_SECOND_BATTLE_110_CHAR	$MCG
$LINE_SECOND_BATTLE_110_TEXT	Promění?
$LINE_SECOND_BATTLE_120_CHAR	NEMOCNÁ STRÁŽ KARAVANY
$LINE_SECOND_BATTLE_120_TEXT	Ohhh. ArrraaAAAAaaggGGGHHHH!
$LINE_SECOND_BATTLE_130_CHAR	$BER
$LINE_SECOND_BATTLE_130_TEXT	Takhle.
$LINE_SECOND_BATTLE_140_CHAR	$BER
$LINE_SECOND_BATTLE_140_TEXT	Rád jsem tě poznal.
$LINE_SECOND_BATTLE_150_CHAR	$MCG
$LINE_SECOND_BATTLE_150_TEXT	Wait!
$LINE_SECOND_BATTLE_160_CHAR	$BER
$LINE_SECOND_BATTLE_160_TEXT	... 
$LINE_SECOND_BATTLE_170_CHAR	$BER
$LINE_SECOND_BATTLE_170_TEXT	Jsi v pořádku?
$SCENE_TALK_BERSERKER_TITLE	Loupení zásob
$LINE_TALK_BERSERKER_00_CHAR	$MCG
$LINE_TALK_BERSERKER_00_TEXT	Ti lidé... proměnili se v příšery!
$LINE_TALK_BERSERKER_10_CHAR	$BER
$LINE_TALK_BERSERKER_10_TEXT	No jo, ty jsi tu nová.
$LINE_TALK_BERSERKER_20_CHAR	$BER
$LINE_TALK_BERSERKER_20_TEXT	Tohle se stane se všemi, kdo ten mor nepřežijí.
$LINE_TALK_BERSERKER_30_CHAR	$MCG
$LINE_TALK_BERSERKER_30_TEXT	Zase jsme byli v tom místě... na půli cesty...
$LINE_TALK_BERSERKER_40_CHAR	$MCG
$LINE_TALK_BERSERKER_40_TEXT	Tahle díra je hrozná! Musíme se odtud dostat!
$LINE_TALK_BERSERKER_50_CHAR	$BER
$LINE_TALK_BERSERKER_50_TEXT	Ale no tak, lidi se odtud snaží dostat už deset let.
$LINE_TALK_BERSERKER_60_CHAR	$MCG
$LINE_TALK_BERSERKER_60_TEXT	Cože? Tohle se děje už deset let?!
$LINE_TALK_BERSERKER_70_CHAR	$BER
$LINE_TALK_BERSERKER_70_TEXT	Nech mě hádat... Ty jsi z hlavního města, že jo?
$LINE_TALK_BERSERKER_80_CHAR	$MCG
$LINE_TALK_BERSERKER_80_TEXT	Jsem královská knihovnice...
$LINE_TALK_BERSERKER_90_CHAR	$BER
$LINE_TALK_BERSERKER_90_TEXT	Tak to je jasný. Regent všechno pěkně tutlá.
$LINE_TALK_BERSERKER_100_CHAR	$BER
$LINE_TALK_BERSERKER_100_TEXT	Vsadím se, že ani nevíš, že už je po válce.
$LINE_TALK_BERSERKER_110_CHAR	$MCG
$LINE_TALK_BERSERKER_110_TEXT	Válka skončila?! Ale všichni ti vojáci... kam je tedy posílají?
$LINE_TALK_BERSERKER_120_CHAR	$BER
$LINE_TALK_BERSERKER_120_TEXT	Haló? Mor, který proměňuje lidi v monstra? To dá trochu práce udržet pod kontrolou!
$LINE_TALK_BERSERKER_130_CHAR	$MCG
$LINE_TALK_BERSERKER_130_TEXT	To je ale hrozné!
$LINE_TALK_BERSERKER_140_CHAR	$BER
$LINE_TALK_BERSERKER_140_TEXT	Koukej na to z té lepší stránky - aspoň jsou všichni Navrátilci fuč.
$LINE_TALK_BERSERKER_150_CHAR	$BER
$LINE_TALK_BERSERKER_150_TEXT	Počkej... nejsou fuč, jsou MRTVÍ!
$LINE_TALK_BERSERKER_160_CHAR	$BER
$LINE_TALK_BERSERKER_160_TEXT	To ještě nikdo nedokázal!
$LINE_TALK_BERSERKER_170_CHAR	$MCG
$LINE_TALK_BERSERKER_170_TEXT	Co?
$LINE_TALK_BERSERKER_180_CHAR	$BER
$LINE_TALK_BERSERKER_180_TEXT	Navrátilci jsou nezničitelní... tedy aspoň doteď byli!
$LINE_TALK_BERSERKER_190_CHAR	$BER
$LINE_TALK_BERSERKER_190_TEXT	Tak tomu říkám šťastnej den!
$LINE_TALK_BERSERKER_200_CHAR	$BER
$LINE_TALK_BERSERKER_200_TEXT	Mám novou NEJLEPŠÍ kámošku a má tajné magické schopnosti...
$LINE_TALK_BERSERKER_210_CHAR	$BER
$LINE_TALK_BERSERKER_210_TEXT	A k tomu opuštěnou karavanu plnou bohatství. Jsme v balíku. V balíku, rozumíš?
$LINE_TALK_BERSERKER_220_CHAR	$BER
$LINE_TALK_BERSERKER_220_TEXT	Jsou tohle boty?
$SCENE_CAUGHT_BY_OZIMAL_TITLE	Zavřeni
$LINE_CAUGHT_BY_OZIMAL_00_CHAR	$MCG
$LINE_CAUGHT_BY_OZIMAL_00_TEXT	*$BER, vždyt jsou to samé krámy...
$LINE_CAUGHT_BY_OZIMAL_10_CHAR	VELKÝ MUŽ
$LINE_CAUGHT_BY_OZIMAL_10_TEXT	Banditi. To jsem si mohl myslet.
$LINE_CAUGHT_BY_OZIMAL_20_CHAR	$MCG
$LINE_CAUGHT_BY_OZIMAL_20_TEXT	Kdo jste?
$LINE_CAUGHT_BY_OZIMAL_30_CHAR	OZIMAL
$LINE_CAUGHT_BY_OZIMAL_30_TEXT	Jsem Ozimal Kaz, vládce Jámy, a tyhle dary patří mně.
$LINE_CAUGHT_BY_OZIMAL_40_CHAR	$MCG
$LINE_CAUGHT_BY_OZIMAL_40_TEXT	Heleďte, já se sem zrovna dostala a nemám tušení-
$LINE_CAUGHT_BY_OZIMAL_50_CHAR	OZIMAL
$LINE_CAUGHT_BY_OZIMAL_50_TEXT	Stráže! Zavřete tyhle mizerné zloděje do Kolosea!
$LINE_CAUGHT_BY_OZIMAL_60_CHAR	OZIMAL
$LINE_CAUGHT_BY_OZIMAL_60_TEXT	Ukažte jim, co čeká každého, kdo zkusí okrást Ozimala Kaze.
$SCENE_COLISEUM_INTRO_TITLE	Koloseum
$LINE_COLISEUM_INTRO_00_CHAR	$MCG
$LINE_COLISEUM_INTRO_00_TEXT	Tohle nevypadá dobře.
$LINE_COLISEUM_INTRO_10_CHAR	VĚZEŇ
$LINE_COLISEUM_INTRO_10_TEXT	Tak to je vaše první poprava?
$LINE_COLISEUM_INTRO_20_CHAR	$MCG
$LINE_COLISEUM_INTRO_20_TEXT	Poprava?
$LINE_COLISEUM_INTRO_30_CHAR	VĚZEŇ
$LINE_COLISEUM_INTRO_30_TEXT	Jo. Za chvilku otevřou tamhletu bránu a vlítne sem horda příšer a sežerou nás.
$LINE_COLISEUM_INTRO_40_CHAR	$MCG
$LINE_COLISEUM_INTRO_40_TEXT	Takže ... prostě umřeme?
$LINE_COLISEUM_INTRO_50_CHAR	VĚZEŇ
$LINE_COLISEUM_INTRO_50_TEXT	Jo. Vítejte v Jámě.
$LINE_COLISEUM_INTRO_60_CHAR	VĚZEŇ
$LINE_COLISEUM_INTRO_60_TEXT	Nevím jak vy, princezničko, ale já teda hodlám kousat a škrábat.
$LINE_COLISEUM_INTRO_70_CHAR	$MCG
$LINE_COLISEUM_INTRO_70_TEXT	*Počkej! Jestli spolu máme umřít, tak ať aspoň víme, jak se jmenujeme. Já jsem $MCG.
$LINE_COLISEUM_INTRO_80_CHAR	VĚZEŇ
$LINE_COLISEUM_INTRO_80_TEXT	Těší mne. Já jsem...
$SCENE_COLISEUM_OUTRO_TITLE	Proti předpokladům
$LINE_COLISEUM_OUTRO_00_CHAR	STRÁŽ
$LINE_COLISEUM_OUTRO_00_TEXT	Pane! Navrátilci jsou mrtví!
$LINE_COLISEUM_OUTRO_10_CHAR	OZIMAL
$LINE_COLISEUM_OUTRO_10_TEXT	Nesmysl. Navrátilce nikdo nikdy nezabil.
$LINE_COLISEUM_OUTRO_20_CHAR	STRÁŽ
$LINE_COLISEUM_OUTRO_20_TEXT	To ta nová holka. Nevím, jak to udělala, ale vězni jsou živí a Navrátilci jsou mrtví, všichni.
$LINE_COLISEUM_OUTRO_30_CHAR	OZIMAL
$LINE_COLISEUM_OUTRO_30_TEXT	Zajímavé...
$LINE_COLISEUM_OUTRO_40_CHAR	OZIMAL
$LINE_COLISEUM_OUTRO_40_TEXT	Strč je zpátky do lochu.
$LINE_COLISEUM_OUTRO_50_CHAR	STRÁŽ
$LINE_COLISEUM_OUTRO_50_TEXT	Ano, pane!
$LINE_COLISEUM_OUTRO_60_CHAR	OZIMAL
$LINE_COLISEUM_OUTRO_60_TEXT	A pošli zprávu našemu příteli sběrateli.
$LINE_COLISEUM_OUTRO_70_CHAR	OZIMAL
$LINE_COLISEUM_OUTRO_70_TEXT	Sděl mu, že mám nový zajímavý kousek na prodej.
$SCENE_OZIMAL_PRISON_TITLE	Za mřížemi
$LINE_OZIMAL_PRISON_00_CHAR	$RAN
$LINE_OZIMAL_PRISON_00_TEXT	Tak mi řekni, jak jsi to udělala?
$LINE_OZIMAL_PRISON_10_CHAR	$RAN
$LINE_OZIMAL_PRISON_10_TEXT	Měla jsem pocit, jakoby... jakoby něco táhlo moje srdce do dvou stran najednou.
$LINE_OZIMAL_PRISON_20_CHAR	$MCG
$LINE_OZIMAL_PRISON_20_TEXT	Promiň, ale sama nevím, jak to dělám. Vím jen, že to funguje.
$LINE_OZIMAL_PRISON_30_CHAR	$MCG
$LINE_OZIMAL_PRISON_30_TEXT	No ale jsme živí, ne? A to se počítá!
$LINE_OZIMAL_PRISON_40_CHAR	$RAN
$LINE_OZIMAL_PRISON_40_TEXT	Živí a na pokraji šílenství, zjevně. Boha, potřebuju si cvaknout.
$LINE_OZIMAL_PRISON_50_CHAR	$MCG
$LINE_OZIMAL_PRISON_50_TEXT	To jsme dvě.
$LINE_OZIMAL_PRISON_60_CHAR	ZÁHADNÝ CIZINEC
$LINE_OZIMAL_PRISON_60_TEXT	*Psst! $MCG! Pojď sem!
$LINE_OZIMAL_PRISON_70_CHAR	$MCG
$LINE_OZIMAL_PRISON_70_TEXT	Jak víte, jak se jmenuju?
$LINE_OZIMAL_PRISON_80_CHAR	ZÁHADNÝ CIZINEC
$LINE_OZIMAL_PRISON_80_TEXT	Stráže se za chvíli vrátí. Jestli se chceš dostat ven živá, teď mě poslouchej.
$LINE_OZIMAL_PRISON_90_CHAR	$MCG
$LINE_OZIMAL_PRISON_90_TEXT	Kdo jste?
$LINE_OZIMAL_PRISON_100_CHAR	ZÁHADNÝ CIZINEC
$LINE_OZIMAL_PRISON_100_TEXT	Přítel.
$LINE_OZIMAL_PRISON_110_CHAR	ZÁHADNÝ CIZINEC
$LINE_OZIMAL_PRISON_110_TEXT	Dobře poslouchej. Zítra tě Ozimal bude chtít prodat muži v červeném. A to nemohu dopustit.
$LINE_OZIMAL_PRISON_120_CHAR	$MCG
$LINE_OZIMAL_PRISON_120_TEXT	... 
$LINE_OZIMAL_PRISON_130_CHAR	ZÁHADNÝ CIZINEC
$LINE_OZIMAL_PRISON_130_TEXT	Znova tě pošle do Kolosea, abys ukázala, co umíš.
$LINE_OZIMAL_PRISON_140_CHAR	$MCG
$LINE_OZIMAL_PRISON_140_TEXT	Jak to ví- ?
$LINE_OZIMAL_PRISON_150_CHAR	ZÁHADNÝ CIZINEC
$LINE_OZIMAL_PRISON_150_TEXT	Až se to stane, způsobím pozdvižení a odlákám pozornost. V tu chvíli musíš zmizet.
$LINE_OZIMAL_PRISON_160_CHAR	ZÁHADNÝ CIZINEC
$LINE_OZIMAL_PRISON_160_TEXT	Vem si tyhle krámy. Vyměň je za pomoc ostatních vězňů. Musíte být na zítra připraveni.
$LINE_OZIMAL_PRISON_170_CHAR	$MCG
$LINE_OZIMAL_PRISON_170_TEXT	Proč mi pomáháte?
$LINE_OZIMAL_PRISON_180_CHAR	ZÁHADNÝ CIZINEC
$LINE_OZIMAL_PRISON_180_TEXT	Prozatím je lepší to nevědět. Vyhledej mě v klášteře, pak ti všechno vysvětlím.
$LINE_OZIMAL_PRISON_190_CHAR	$MCG
$LINE_OZIMAL_PRISON_190_TEXT	Dobře.
$LINE_OZIMAL_PRISON_200_CHAR	ZÁHADNÝ CIZINEC
$LINE_OZIMAL_PRISON_200_TEXT	*Nesmíš se mu dostat do rukou.
$SCENE_COLISEUM_2_INTRO_TITLE	Malá ukázka
$LINE_COLISEUM_2_INTRO_00_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_00_TEXT	Můj vzácný hoste, jak to jde tam venku?
$LINE_COLISEUM_2_INTRO_10_CHAR	MUŽ V ČERVENÉM
$LINE_COLISEUM_2_INTRO_10_TEXT	Mor úplně zničil Quaidské císařství. Nic nezbylo, jen hordy zlomených nakažených lidí.
$LINE_COLISEUM_2_INTRO_20_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_20_TEXT	No, to je důvod k radosti.
$LINE_COLISEUM_2_INTRO_30_CHAR	MUŽ V ČERVENÉM
$LINE_COLISEUM_2_INTRO_30_TEXT	Ted se šíří do Ashského království. Pokud s tím něco neudělají, tahle nemoc dosáhne toho, co Quaidové se svojí válkou nezvládli.
$LINE_COLISEUM_2_INTRO_40_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_40_TEXT	No, dokud budou ashští ve strachu vyhánět nakažené sem, kšefty nám vládcům Jámy půjdou dobře.
$LINE_COLISEUM_2_INTRO_50_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_50_TEXT	Příšernost tohohle moru má velkou hodnotu pro toho, kdo ji umí využít, co?
$LINE_COLISEUM_2_INTRO_60_CHAR	MUŽ V ČERVENÉM
$LINE_COLISEUM_2_INTRO_60_TEXT	No, dost řečí. Kde je ta holka?
$LINE_COLISEUM_2_INTRO_70_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_70_TEXT	Támhle. Myslím, že její schopnosti vás budou zajímat.
$LINE_COLISEUM_2_INTRO_80_CHAR	MUŽ V ČERVENÉM
$LINE_COLISEUM_2_INTRO_80_TEXT	Uvidíme.
$LINE_COLISEUM_2_INTRO_90_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_90_TEXT	Dostane se do nějakého transu - a pak ona i její společníci se jakoby rozplynou.
$LINE_COLISEUM_2_INTRO_100_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_100_TEXT	A kolem nich Navrátilci padají mrtví k zemi, jako by je kosily neviditelné údery.
$LINE_COLISEUM_2_INTRO_110_CHAR	MUŽ V ČERVENÉM
$LINE_COLISEUM_2_INTRO_110_TEXT	Ukaž.
$LINE_COLISEUM_2_INTRO_120_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_120_TEXT	Stráže, vypusťte Navrátilce!
$SCENE_COLISEUM_2_OUTRO_TITLE	Troufalý útěk
$LINE_COLISEUM_2_OUTRO_00_CHAR	MUŽ V ČERVENÉM
$LINE_COLISEUM_2_OUTRO_00_TEXT	Neuvěřitelné. Vidí je tak, jací opravdu jsou.
$LINE_COLISEUM_2_OUTRO_10_CHAR	MUŽ V ČERVENÉM
$LINE_COLISEUM_2_OUTRO_10_TEXT	Bojuje s nimi v jejich světě.
$LINE_COLISEUM_2_OUTRO_20_CHAR	OZIMAL
$LINE_COLISEUM_2_OUTRO_20_TEXT	Takže, máte zájem?
$LINE_COLISEUM_2_OUTRO_30_CHAR	MUŽ V ČERVENÉM
$LINE_COLISEUM_2_OUTRO_30_TEXT	*Dostanete dvojnásobek.$NNestává se často, abych potkal sobe rovného.
$LINE_COLISEUM_2_OUTRO_40_CHAR	MUŽ V ČERVENÉM
$LINE_COLISEUM_2_OUTRO_40_TEXT	Co to je?
$LINE_COLISEUM_2_OUTRO_50_CHAR	OZIMAL
$LINE_COLISEUM_2_OUTRO_50_TEXT	Stráže!
$LINE_COLISEUM_2_OUTRO_60_CHAR	STRÁŽ
$LINE_COLISEUM_2_OUTRO_60_TEXT	Pane, jižní zeď Kolosea se zhroutila!
$LINE_COLISEUM_2_OUTRO_70_CHAR	STRÁŽ
$LINE_COLISEUM_2_OUTRO_70_TEXT	Vězni utekli!
$LINE_COLISEUM_2_OUTRO_80_CHAR	OZIMAL
$LINE_COLISEUM_2_OUTRO_80_TEXT	COŽE?!
$LINE_COLISEUM_2_OUTRO_90_CHAR	OZIMAL
$LINE_COLISEUM_2_OUTRO_90_TEXT	Vypusťte Navrátilce! Ať je všechny uštvou!
$SCENE_RIVER_INTRO_TITLE	Přes řeku
$LINE_RIVER_INTRO_00_CHAR	$MCG
$LINE_RIVER_INTRO_00_TEXT	Honem, všichni, tudy!
$LINE_RIVER_INTRO_10_CHAR	$RAN
$LINE_RIVER_INTRO_10_TEXT	Nemá to cenu, dohánějí nás!
$LINE_RIVER_INTRO_20_CHAR	$MCG
$LINE_RIVER_INTRO_20_TEXT	Rychle, přes řeku. U brodu je zadržíme!
$LINE_RIVER_INTRO_30_CHAR	$RAN
$LINE_RIVER_INTRO_30_TEXT	Je jich příliš moc!
$LINE_RIVER_INTRO_40_CHAR	$BER
$LINE_RIVER_INTRO_40_TEXT	Zbývá jen jedna věc...
$LINE_RIVER_INTRO_50_CHAR	$BER
$LINE_RIVER_INTRO_50_TEXT	Sebevražedně šílený vztek !!
$LINE_RIVER_INTRO_60_CHAR	$MCG
$LINE_RIVER_INTRO_60_TEXT	Co to cítím...?
$LINE_RIVER_INTRO_70_CHAR	$MCG
$LINE_RIVER_INTRO_70_TEXT	*Myslím, že $BER na to kápnul!
$SCENE_RIVER_OUTRO_TITLE	Na útěku
$NARR_RIVER_OUTRO_00_TEXT	AKT II
$NARR_RIVER_OUTRO_00_SUB_TEXT	*Plivám zrádci do očí, tomu vrahovi cti.$NAť se utopí ve vlastní krvi.$NAť jeho tělo shnije.$NAť věčný mráz svírá jeho kosti.
$NARR_RIVER_OUTRO_00_SUB_SUB_TEXT	*$N$N$N$N$N-Z quaidské Služební přísahy
$LINE_RIVER_OUTRO_00_CHAR	$BER
$LINE_RIVER_OUTRO_00_TEXT	Kdo je připraven na druhé kolo?
$LINE_RIVER_OUTRO_10_CHAR	$BER
$LINE_RIVER_OUTRO_10_TEXT	Utrhám vám tváře a z vašich lebek si nadělám KVĚTINÁČE!
$LINE_RIVER_OUTRO_20_CHAR	$MCG
$LINE_RIVER_OUTRO_20_TEXT	*Už jsou všichni mrtví.
$LINE_RIVER_OUTRO_30_CHAR	$BER
$LINE_RIVER_OUTRO_30_TEXT	Aha.
$LINE_RIVER_OUTRO_40_CHAR	$BER
$LINE_RIVER_OUTRO_40_TEXT	Tak, co dál?
$LINE_RIVER_OUTRO_50_CHAR	$MCG
$LINE_RIVER_OUTRO_50_TEXT	No, ten divný starý muž říkal, že ho máme vyhledat v “klášteře”...
$LINE_RIVER_OUTRO_60_CHAR	$BER
$LINE_RIVER_OUTRO_60_TEXT	To měl nejspíš na mysli Kapitolu Selini na severní straně Jámy.
$LINE_RIVER_OUTRO_70_CHAR	$MCG
$LINE_RIVER_OUTRO_70_TEXT	V téhle morové kolonii ... jsou mniši Chrámu Ashe??
$LINE_RIVER_OUTRO_80_CHAR	$BER
$LINE_RIVER_OUTRO_80_TEXT	Lepší místo pro nemocnici neznám. Pojďme, vím, kudy se tam dostat.
$LINE_RIVER_OUTRO_90_CHAR	$RAN
$LINE_RIVER_OUTRO_90_TEXT	Ty mu věříš?
$LINE_RIVER_OUTRO_100_CHAR	$MCG
$LINE_RIVER_OUTRO_100_TEXT	No, nepochybně to nemá v hlavě v pořádku, ale řekla bych, že je loajální - a já si zrovna nemůžu moc vybírat přátele.
$LINE_RIVER_OUTRO_110_CHAR	$RAN
$LINE_RIVER_OUTRO_110_TEXT	Ale ne, nemyslím tohohle šaška, myslím toho divného starce.
$LINE_RIVER_OUTRO_120_CHAR	$MCG
$LINE_RIVER_OUTRO_120_TEXT	No, jestli je to mnich Chrámu Ashe, nemáme se čeho bát.
$LINE_RIVER_OUTRO_130_CHAR	$RAN
$LINE_RIVER_OUTRO_130_TEXT	Myslíš, že církev si nikdy neušpinila ruce?
$LINE_RIVER_OUTRO_140_CHAR	$MCG
$LINE_RIVER_OUTRO_140_TEXT	Jestli mu nevěříš, nemusíš jít s námi.
$LINE_RIVER_OUTRO_150_CHAR	$RAN
$LINE_RIVER_OUTRO_150_TEXT	A vzdát se šance se odtud dostat? Postavila bych se celému království Ashe, kdyby to byla cesta ven z téhle pekelné díry.
$LINE_RIVER_OUTRO_160_CHAR	$RAN
$LINE_RIVER_OUTRO_160_TEXT	Jenom si hlídej záda, jo?
$SCENE_RANGER_TOWN_INTRO_TITLE	Vyrážíme
$LINE_RANGER_TOWN_INTRO_00_CHAR	$RAN
