flag	content
$ENTRY_JOURNAL_SLAK_LEFT_0_10	Když mám psát o berserkovi jménem [berserker_hero], zjištuji, že prostě nejde vyjadřovat se jako slušný měšťan - automaticky přecházím na mluvu odpovídající tématu. [berserker_hero] je prostě trouba. A ještě je úplně dutej.<N>Co mu chybí na rozumu, to mu příroda nadělila na smradu. Kdyby se dvě hromady hořícího trusu spářily a zplodily smrdutého potomka, i ten by si zacpával nos, aby se uchránil puchu z jeho podpaždí. I ty smrduté chodící mrtvoly, co nás pronásledují, jsou oproti němu jako parfém.<N>Jenže ten trouba [berserker_hero] je taky roztomile šílený. Jeho charisma je neodolatelné, způsobem, který bych nazvala “šáhlý jako spodky na hlavě”.<N>Včera se patnáct minut hádal se šutrem, o který si ukopl palec. A prohrál.
$ENTRY_JOURNAL_SLAK_RIGHT_0_00	Je to radost, cestovat v takové společnosti.
$ENTRY_JOURNAL_SLAK_RIGHT_0_10	Den 3 - Přídavek
$ENTRY_JOURNAL_SLAK_RIGHT_0_20	Abych byla fér, musím taky přiznat, že je to nejodvážnější člověk, jakého znám. Jeho tělo je jedna velká pavučina jizev z boje - i když pravda, trochu tomu přispívá fakt, že odmítá nosit na těle jakékoliv brnění. Můžu to shrnout asi takhle - je to naprosto nesnesitelný trouba a překvapivě schopný bojovník - a já jsem neskonale šťastná, že mi dělá doprovod.
$ENTRY_JOURNAL_SLAK_RIGHT_0_30	TAKY TĚ MILUJU! XOXOXO<N>							<N>JÁ NESPÍM, JEN SE PROTAHUJU VLEŽE, POSILUJE MI TO SVALSTVO NA ZADKU
$ENTRY_JOURNAL_SLAK_RIGHT_0_40	Hmm, zjevně taky umí číst a psát! Kde se sakra takový krvelačný vandrák a budižkničemu dokázal vzdělat?<N><N>P.S. A jestli mi ještě někdy ukradneš deníček, udělám ti ve spánku lobotomii.
$ENTRY_JOURNAL_SLAK_LEFT_1_00	Noc 3 - druhý přídavek
$ENTRY_JOURNAL_SLAK_LEFT_1_10	Zjištění: [berserker_hero] spí nahý. Všechny pokusy o pomstu se od teď budou odehrávat za dne. A ne, ty jizvy nekončí tam, kde začínají kalhoty.<N><N><N>Nesnáším tě.
$ENTRY_JOURNAL_SLAK_LEFT_1_20	CO? TY MYSLÍŠ, ŽE CHÁN S CHARISSOU SE NIKDY NEHÁDALI?
$ENTRY_JOURNAL_PRISON_TITLE	
$ENTRY_JOURNAL_PRISON_LEFT_0_00	Den 3 - Vězení
$ENTRY_JOURNAL_PRISON_LEFT_0_10	Před třemi dny jsem si myslela, že Jáma je vězení. Teď už vím, že i v Pekle je nějaké horší místo.<N>Muž, který nás uvěznil, se jmenuje Ozimal Kaz. Je to krutý malý odporný hajzlík. Jak se vůbec může normální člověk takhle neodpustitelně zkazit, to je nad moje chápání.<N>Čekala bych to od nějakého Quaida, který strávil posledních dvacet let pilováním své krutosti ve východních provinciích. I ti nejhorší nomádští náčelníci dokážou svoje záchvaty vzteku ovládat lépe, než tahle degenerovaná zrůda.<N>A to je podle přízvuku z hlavního města. Tohle monstrum vyrostlo ve stínu samotného Chrámu!
$ENTRY_JOURNAL_PRISON_RIGHT_0_00	Sedím tady s dalšími vězni. Sebrali je bez rozmyslu: banditi, lapkové, muži, ženy, děti... Ashané, nomádi, Quaidové, všichni čekají na smrt z rukou toho parchanta.<N>Dnem i nocí posloucháme nekonečné skučení jeho Navrátilců, ohlušující kakofonii narušenou jen smrtelnými výkřiky jejich poslední oběti. A já tu jen bezmocně sedím! Kdybych tak mohla být venku v aréně s těmi chudáky, aspoň bychom mohli bojovat o život.<N>Jak je Ozimal krutý, přesto se zjevně bojí mě zkusit podruhé popravit. Možná má strach, že by přišel o mnoho ze svých Navrátilců - nedají se zrovna snadno pochytat a vydržovat, a on je nutně potřebuje, aby mohl ve svém prťavém království držet svoje poddané na uzdě.
$ENTRY_JOURNAL_PRISON_LEFT_1_00	Slova toho tajemného muže mi pořád zní v mysli. Ozimal chce předvést moje schopnosti nějakému “muži v červeném”. Kdo to je, tenhle muž v červeném? A kdo je ten tajemný cizinec, co se mi snaží pomoct? Proč jsem pro někoho tak důležitá?<N>V téhle záplavě otázek jsem si jistá jen jednou věcí: dosud jsem použila násilí jen proti těm, co už byli mrtví - ale jestli se mi někdy dostane Ozimal do rukou, už to nebude pravda.
$ENTRY_JOURNAL_HALFWAY_WORLD_TITLE	
$ENTRY_JOURNAL_HALFWAY_WORLD_LEFT_0_00	Den 4 - Svět na půli cesty
$ENTRY_JOURNAL_HALFWAY_WORLD_LEFT_0_10	“Svět na půli cesty” je asi nejlepší způsob, jak prostými slovy popsat to místo, kde se ocitám - a kam jsem schopna vtáhnout ostatní.<N>Jednou, když jsem byla hodně malá, skoro jsem se utopila při plavání v mělčinách Kevelu. To je asi jediná zkušenost, ke které to můžu přirovnat. Stejná panika, stejná dusivá agónie, kdy se mi srdce snaží vyskočit z těla. Ale tentokrát tu nebude ruka mého otce, co mne vytáhne do bezpečí, nebude tu břeh, kterého se můžu chytit - jen ten okamžik smrti natažený k věčnosti.<N>Způsob, jak se tam dostávám, mi není jasný. Vím jen, že tam jdu, když tam potřebuju jít. A když tam jsem, můžu se natáhnout pro své blízké - ne jako bych je viděla, ale stejně, jako ovládám svoje končetiny, aniž bych se na ně koukala.
$ENTRY_JOURNAL_HALFWAY_WORLD_RIGHT_0_00	Prostě jen vím, že tu jsou, a přivolám je silou, kterou mám. Té síly není moc, připadám si jako kojenec, který sotva hýbe rukama, ale je jí dost na to, aby mi zachránila život. A ačkoliv tu cestu do světa na půli cesty opravdu nesnáším, je to mnohem lepší než osud, který by mne čekal bez ní.
$ENTRY_JOURNAL_KETTA_TITLE	
$ENTRY_JOURNAL_KETTA_LEFT_0_00	Den 5 - [ranger_hero]
$ENTRY_JOURNAL_KETTA_LEFT_0_10	 [ranger_hero]? No, asi nejvíc na ní mám ráda, že zapáchá po kozách.<N>Chci říct, je to těžká volba, když další možnosti jsou nespoutaná nedospělost, neustálé ponižující narážky, přitroublý sarkasmus, kleptománie a odporné zvyky při stolování. Ale když s někým sdílíte stan, pronikavá kozina prostě všechno přetluče.<N>Někdy v noci vítr z pánské části tábora přivane ten nezapomenutelný zápach - [berserker_hero]. Když se smíchá s tou kozinou, nedá se to slovy popsat. Za takových nocí spím nejlépe, protože moje tělo raději zvolí bezvědomí, než by se snažilo vyrovnat se s náporem aromatických stimulů.
$ENTRY_JOURNAL_KETTA_RIGHT_0_00	Den 8 - Přídavek
$ENTRY_JOURNAL_KETTA_RIGHT_0_10	Minulou noc mě [ranger_hero] vzbudila řevem v nomádštině. Zhruba by se to dalo přeložit jako “Ty ženská nevalných morálních kvalit, on je můj!". Vytrhla mi chomáč vlasů, strčila si je pod polštář a okamžitě zase hluboce usnula.<N>[ranger_hero] byla ráno nezvykle pokorná, omlouvala se tak intenzivně, že mi i ukázala, jak si do vlasů vplést žíně a zamaskovat to holé místo. Tvrdí, že nemá tušení, co v jejích snech způsobilo ten výlev emocí. Moc tomu nevěřím.
$ENTRY_JOURNAL_AZRA_BY_SLAK_TITLE	
$ENTRY_JOURNAL_AZRA_BY_SLAK_LEFT_0_00	Den 10 - [mcguffin_hero] je trouba!
$ENTRY_JOURNAL_AZRA_BY_SLAK_LEFT_0_10	TAK TY SI MYSLÍŠ, ŽE KDYŽ BUDEŠ PSÁT JAKO STARÁ KNIHA, NEPOZNÁM, ŽE PÍŠEŠ O MNĚ?<N>NO, PRINCEZNIČKO, TO SES ŠEREDNĚ SPLETLA! TAK TEĎ JEDEN ZÁZNAM DO DENÍKU O TOBĚ!<N>TAKŽE, [mcguffin_hero_up], CO ŘÍCT? JEJÍ KSICHT JE TAK HUBENÝ, ŽE VYPADÁ JAKO RYBA? A MÁ KE SVÉMU TĚLU STRAŠLIVĚ DLOOOOOUHÝ KRK? A JEJÍ UŠI VYPADAJÍ JAKO USCHLÉ MERUŇKY? A MÁ NEMOŽNÝ ÚČES, JAKO KOŠTĚ. A JEJÍ OSOBNÍ HYGIENA NENÍ ZDALEKA TAK DOKONALÁ, JAK SI MYSLÍ.
$ENTRY_JOURNAL_AZRA_BY_SLAK_RIGHT_0_00	JAK SE TI TO ČTE, LAMO? TEĎ ASPOŇ VÍM, KDO JSOU MOJI OPRAVDOVÍ PŘÁTELÉ.<N><N>S POZDRAVEM,<N>[ranger_hero_up] CO ŽERE LEJNA. [berserker_hero_up]? PROČ TI TRVÁ TAK DLOUHO NAPSAT MOJE JMÉNO?
$ENTRY_JOURNAL_KARSK_BURNED_TITLE	
$ENTRY_JOURNAL_KARSK_BURNED_LEFT_0_00	Noc 7 - Vypálení Karsku
$ENTRY_JOURNAL_KARSK_BURNED_LEFT_0_10	Smrt pro mne není nic nového. Za posledních devět měsíců morové epidemie v hlavním městě jsem přišla o veškerou dětskou naivitu a iluze, které jsem snad díky svému postavení mohla mít. Ale ještě nikdy jsem neviděla takhle surovou destrukci. I ty hořící hromady mrtvol před Chrámem jsou proti tomuhle nic.<N>Prostě nemám slov.<N>Začínám trochu rozumět tomu, co jsou naši nepřátelé zač.
$ENTRY_JOURNAL_LAKSOS_TITLE	
$ENTRY_JOURNAL_LAKSOS_LEFT_0_00	Den 8 - Laksos
$ENTRY_JOURNAL_LAKSOS_LEFT_0_10	V Laksosu jsme byli svědky prapodivného nomádského rituálu. Náčelníkovi Karadů, malého místního kmene, se narodilo dítě. Položili je před dvě velké dřevené sochy.<N>Náčelník vzal kousek dřeva, nejdřív ho položil na každou sochu, pak dítěti na hlavu. Vyndal malý nožík a opatrně začal dřevo vyřezávat. Třísky tomu mrňousovi padaly do tváře. Když byl hotov, přivázal to dřevo na šňůrku ze zvířecích šlach a pověsil děcku kolem krku.<N>Celý dav pak zakřičel a dal se do tance a zaříkávání, pro nomády typického. Neviděla jsem vůbec, co vlastně náčelník z toho dřeva vyřezal.
$ENTRY_JOURNAL_LAKSOS_RIGHT_0_00	[ranger_hero] mi pak místo odpovědi, co ten rituál znamenal, ukázala malou dřevenou lišku, kterou měla na krku pod oblečením. Řekla, že duch té sošky je sluhou kmenových bohů a při narození je dítěti věnován jako strážce a doprovod, který je dovede životem až do smrti a pomůže mu na cestě do Ráje. Stejně tak, jako byli kmenoví bohové věnováni kmeni Stvořitelem, tihle duchové jsou věnováni jednotlivým členům kmene při narození.<N>Když jsem se zeptala, jestli ztratit tu malou modlu z krku je pro jednotlivce tak hrozné, jako pro kmen přijít o svoje modly, [ranger_hero] se usmála a vytáhla z kapsy sedm dalších malých sošek s vysvětlením, že tihle její nepřátelé tráví po smrti dlouhé roky hledáním cesty do Ráje bez pomoci. Na můj dotaz, zda jí nevadí, že něco takového způsobila jiným nomádum, mi věnovala skelný pohled a zeptala se mě, jestli mi nevadí, že mám na svoji hlavu hrozně velké uši. A pak odešla, zpívajíc si o pojídání kozích ocasů. Jednou ji vezmu šutrem přes hlavu.
$ENTRY_JOURNAL_OZIMAL_DEAD_TITLE	
$ENTRY_JOURNAL_OZIMAL_DEAD_LEFT_0_00	Den 10 - Ozimalova smrt
$ENTRY_JOURNAL_OZIMAL_DEAD_LEFT_0_10	Myslela jsem si, že Ozimalova smrt pro mne bude aspoň malou satisfakcí. Nebyla.<N>Byl jen jedním z mnoha tupě pochodujících těl, ohnutých k vůli našeho nepřítele, jen pěšcem na šachovnici. Svět přišel o zlého a prohnaného člověka. Všimne si toho tady v Jámě vubec někdo?
$ENTRY_JOURNAL_MONASTERY_TITLE	
$ENTRY_JOURNAL_MONASTERY_LEFT_0_00	Noc 10 - Klášter
$ENTRY_JOURNAL_MONASTERY_LEFT_0_10	Asi to byla hloupost očekávat tady v Jámě něco, co by mi aspoň trochu připomnělo domov. Ale stejně mě klášter Selini šokoval. Je to obrovská, impozantní stavba, spíš pevnost než chrám. Chápu, že je to nutné, ale těžko to jde dohromady s mojí vzpomínkou na Fontánu Chrámu, u které jsem vyrůstala, kde i stráže nosí jen palcáty a jiné tupé zbraně, aby v místu zrození harmonie ani v případě jejich použití nerozsévali chaos a destrukci.<N>Jak uklidňující je ten pocit, ponořit ruce do Fontány s vědomím, že na tomhle místě stáli přede mnou všichni věřící, i kdysi dávno samotný Selinadt. Zde jsem jen prostý služebník, ale od králů i proroků mě odděluje jen čas.<N>“Jako se voda zvedá nad údolím coby mlha, padá na pohoří coby sníh, a v řekách pak spěchá dolů do moře, tak i každý člověk, zrozen ze stejné esence, musí sloužit
$ENTRY_JOURNAL_MONASTERY_RIGHT_0_00	v různých rolích dle svého postavení, aby dosáhl harmonie s Nebeským Strojem.”<N>To jsem zvědavá, jakou roli mám hrát v tomhle hrozném místě, kde harmonie a moudrost jsou vzdálené fantazie.<N>Ale tahle pevnost-chrám přece nabízí jakousi útěchu. Neslouží snad mniši svému účelu? Ty mohutné zdi a zbraně jsou jen nutným přizpůsobením, aby bylo možno sloužit Selinadtovu duchu v tomhle bezvládí.<N>A sám velký Selinadt přece řekl: “Pravda zůstane pravdou, ať je napsána v jakémkoliv jazyce.” A tato opevnění nejsou nic jiného, než jazyk Jámy; pravda uvnitř zůstává.
$ENTRY_JOURNAL_BAKAL_TITLE	
$ENTRY_JOURNAL_BAKAL_LEFT_0_00	Den 11 - [healer_hero]
$ENTRY_JOURNAL_BAKAL_LEFT_0_10	Otec [healer_hero] je oázou rozumu v záplavě chaosu. Spěch našeho útěku nedává mnoho prostoru pro konverzaci, ale i těch pár slov, která jsme stihli prohodit, mi hodně zvedlo náladu.<N>Kéž bych mu mohla stejně posloužit. Žere ho nejaký vnitřní boj. Občas to na jeho jinak poklidné mnišské tváři vidím. Je zjevné, že kdysi byl vojákem. Jizvy, postoj i chování to prozrazují.<N>V klášteře jsem se dozvěděla, že vlastně není kněz, ačkoliv mu všichni říkají Otče. Vlastně nemá žádnou oficiální pozici - ale lidé se na něj často obracejí s prosbou o radu, jako by byl představeným kláštera. Dokonce i skutečný představený se k němu chová skoro jako učedník.
$ENTRY_JOURNAL_BAKAL_RIGHT_0_00	[healer_hero] z našeho putování zjevně čerpá inspiraci a náboj, jako by mu šlo o život. Už chápu, proč se ho [ranger_hero] bojí. Občas v jeho očích vidím odhodlání snad porovnatelné jen s tím, které mají naši pronásledovatelé. Jen se modlím, aby se mu jednoho dne podařilo najít pro svoji duši takový klid, který dokáže dávat ostatním.
$ENTRY_JOURNAL_WRENNA_TITLE	
$ENTRY_JOURNAL_WRENNA_LEFT_0_00	Den 13 - <mage_hero_fu>
$ENTRY_JOURNAL_WRENNA_LEFT_0_10	Polimonův popis quaidské královské rodiny rozhodně nepřehání. [mage_hero] je vskutku “bledší než měsíc a dvakrát tak vzdálená”.<N>A já bych dodala “a pekelně náladová”. Ještě jsem nikdy nepotkala někoho, kdo by tak rychle procházel tolika fázemi šílenství. I [berserker_hero] je ve svém bláznovství aspoň konzistentní. [mage_hero] je bouřící oceán. V jednu chvíli pusobí ďábelsky chytře a vzápětí beznadějně naivně.<N>Často to vypadá, že to, co dělá, je dobře nacvičený trik - a když už jsem si tím skoro jistá, chytne ji nějaké nebezpečné šílenství a chová se naprosto iracionálně. Občas si říkám, že za tím vším šílenstvím je dívka jako já, vystrašená, osamocená a přitom vládnoucí až děsivou mocí. Nevím, jestli tohle také vidí.
$ENTRY_JOURNAL_NOMADS_TITLE	
$ENTRY_JOURNAL_NOMADS_LEFT_0_00	Den 14 - Nomádi
$ENTRY_JOURNAL_NOMADS_LEFT_0_10	Bylo hrozně zajímavé potkat tolik nomádských kmenů zblízka, lidi obývající stepi a hory mezi městy Ashe a Quaidským císařstvím. Kantimal Polimon během své velké výpravy zdokumentoval více než sto kmenů, i když některé z nich pravděpodobně smetly hrůzy války. Tady v Jámě jsem se potkala se členy dvaceti sedmi* různých kmenů. Kolik jich přežilo tam venku, to nikdo neví.<N>Tyhle kmeny žijí kočovným životem, migrují se svými stády ovcí a koní přes stepi. Pro život v Jámě, kde ochrana znamená především trvalé opevnění, moc schopností nemají.
$ENTRY_JOURNAL_NOMADS_LEFT_0_20	*Méně než půlka dnes funguje jako samostatné kmeny.
$ENTRY_JOURNAL_NOMADS_RIGHT_0_00	Fungující kmeny zakládají vesnice, jako byl Karsk, přežívají díky stádům koz a primitivnímu zemědělství.<N>Volní nomádi (ti, jejichž kmeny byly zničeny nebo se rozprchly) nacházejí úkryt v kosmopolitních vesnicích jako je Laksos, nebo se stávají lovci, převážejí zprávy a ochraňují obchodní cesty mezi vesnicemi v Jámě.
$ENTRY_JOURNAL_DREAM1_TITLE	
$ENTRY_JOURNAL_DREAM1_LEFT_0_00	Den 15 - Divný sen
$ENTRY_JOURNAL_DREAM1_LEFT_0_10	Už dlouho jsem neměla žádný sen. Hrozné zážitky ze světa na půli cesty naplňují moji mysl natolik, že ve spánku pro jejich ozvěny nezbývá místo na snění. Přesto, včerejší noci, poprvé od mých horečnatých vizí z počátku mé nemoci, se mi zdál sen.<N>Byl tak intenzivní, že z mé mysli dokázal vyhnat všechny ty nedávno prožité hrůzy. A vlastně i všechny další zážitky z mých 23 let života.<N>Stála jsem na balkóně, vysoko. Nebyla jsem to já. Moje ruce byly temné a silné, pokryté divnými symboly, na zápěstí zlaté náramky. Moje šaty hýřily takovými drahokamy, že bohatství celého národa by stačilo jen na lem.
$ENTRY_JOURNAL_DREAM1_RIGHT_0_00	Měsíc visel na obloze nízko, veliký a žhavě červený, vypadal, že bych na něj dosáhla konečky prstů.<N>Nějaký hlas mne oslovil a já se za ním otočila. Vedle mne stál na balkóně muž. Byl vysoký, vyšší než jsem kdy viděla. Jeho vlasy a vousy byly černé jako noc, dlouhé a zdobené zlatými prstýnky. V jeho přítomnosti jako by okolní svět zbledl a scvrkl se.<N>Podíval se na mne onyxovýma očima a já pochopila, že jsme jedno. Přitáhla jsem ohnivý měsíc a rozdělila ho mezi nás.<N>Vzbudila jsem se, třásla se jako osika, ruku přitisklou k hrudi, jako bych ještě držela ten půlměsíc. Zmocnila se mne taková touha, až jsem se rozplakala. V tu chvíli bych dala všechno na světě za možnost se do toho snu vrátit.
$ENTRY_JOURNAL_DESERT_FORTRESS_TITLE	
$ENTRY_JOURNAL_DESERT_FORTRESS_LEFT_0_00	Den 17 - Klenot Pouště
$ENTRY_JOURNAL_DESERT_FORTRESS_LEFT_0_10	Vždycky jsem si říkala, jak asi vypadají domovy našich nepřátel na východě. Válka byla v hlavním městě vnímána jako jakési neuchopitené zlo, jen formou denních zpráv o ztrátách a nářků spousty zmrzačených vojáků žebrajících v ulicích.<N>Po životě stráveném v beztvarém strachu byl pohled na opravdové quaidské město opravdu zvláštní zážitek. Zasáhla mne jeho krása a chytrost staveb, ale více než to, šokovalo mne, jak povědomě pusobí.<N>Všechny ty stopy běžného městského života: ošlapané dlažební kostky, sochy poznamenané vandalismem mnoha mladých generací, stánky na tržišti.
$ENTRY_JOURNAL_DESERT_FORTRESS_RIGHT_0_00	Není vůbec těžké se představit mého otce, jak sedí na rohu ulice a střídavě se směje a nadává pri vyměňování historek s ostatními staříky.<N>A přesto, lid z tohohle města má na svědomí zničení Terny a pozabíjení obyvatel, všech mužů, žen i dětí.
$ENTRY_JOURNAL_MARKOS_TITLE	
$ENTRY_JOURNAL_MARKOS_LEFT_0_00	Den 18 - [knight_hero]
$ENTRY_JOURNAL_MARKOS_LEFT_0_10	Už jsem si tak zvykla na společnost cvoků, že na normálnost jsem přestala věřit.<N>[knight_hero] je vychovaný, inteligentní, dobromyslný, občas i zábavný - sakryš, dokonce i dbá na osobní hygienu - tak jen čekám, kdy a co se provalí.<N>Neco špatného na něm přece musí být! Nějaká úchylka, slabost, něco šáhlého. Jestli jsem se doteď něco naučila, tak je to fakt, že v Jámě prostě nic není normální.<N>Určitě je to ten knírek, že jo? Za tím knírkem schovává všechno cáklé.
$ENTRY_JOURNAL_LETTER_MARKOS_1_TITLE	
$ENTRY_JOURNAL_LETTER_MARKOS_1_LEFT_0_00	Den 19
$ENTRY_JOURNAL_LETTER_MARKOS_1_LEFT_0_10	Pro madam [mcguffin_hero] Livbar, píše <knight_hero_fu> Kashantir, Rytíř Pána Hostitele z Ashe.<N>Madam, se vším respektem k Vaší pozici coby velitele této výpravy, chtěl bych zmínit jisté výhrady ohledně Vaší volby účastníků. Abych byl konkrétní, nedokážu zaručit Vaši bezpečnost, či bezpečnost dalších účastníků výpravy, pokud s námi i nadále bude cestovat <mage_hero_fu> Lan Laxmi.<N>Mužete mě ujišťovat, že “není tak hrozná” a že válka s Quaidy už skončila, ale já ujištuji Vás, že pro ni zcela rozhodně neskončila. Je fanaticky oddaná čemusi, co už neexistuje. Bohužel tu není žádná struktura velení, která by její šílenství zarazila. Pokud <mage_hero_fu> uvěří, že pro slávu Quaidů je nutno nás všechny ve spánku podřezat, nikdo z nás se rána nedožije.
$ENTRY_JOURNAL_LETTER_MARKOS_1_RIGHT_0_00	Doporučuji Vám, abyste svoje vazby s ní ukončila co nejdříve a co nejopatrněji.<N>Váš skromný služebník,<N><knight_hero_fu> Kashantir
$ENTRY_JOURNAL_LETTER_MARKOS_2_TITLE	
$ENTRY_JOURNAL_LETTER_MARKOS_2_LEFT_0_00	Noc 19 -  moje odpověď: první verze
$ENTRY_JOURNAL_LETTER_MARKOS_2_LEFT_0_10	Drahý <knight_hero_fu>,<N>V odpovědi na Váš dopis bych ráda zmínila tři věci.<N>Zaprvé, proč mi píšete dopis, když by stačilo ujít pár metrů a promluvit se mnou? Je snad něco v nepořádku s mojí osobní hygienou? Dělají si z toho ostatní legraci za mými zády?<N>Zadruhé, už mi konečně přestaňte říkat madam.<N>A zatřetí, [mage_hero] není Vaše starost. Nechte ji na pokoji, nebo... nevím, třeba Vám zapálím kotlety nebo něco...
$ENTRY_JOURNAL_LETTER_MARKOS_2_RIGHT_0_00	P.S. - To s těmi kotletami byla jen legrace, nikdy bych je nezapálila, protože byste bez nich vypadal divně a já bych si pro Vás musela vymyslet jinou tajnou přezdívku - a pan Maxikotleta má prostě šmrnc. Každopádně chci jen říct, že <mage_hero_fu> to neměla zrovna jednoduché.<N>Takže, co kdybyste začal rýpat do někoho, kdo si to zaslouží, jako třeba [berserker_hero_up], který si myslí, že si nevšimnu, že mi čte přes rameno, i když hlučně dýchá ústy a smrdí jak dvě hromady...
$ENTRY_JOURNAL_LETTER_MARKOS_2_RIGHT_0_10	<N>[knight_hero_up]! MILUJU TĚ. CHCI SE OŽENIT S TVÝM KNÍREM, I KDYŽ NEVYPADÁŠ ZDALEKA TAK ÚŽASNĚ JAKO [berserker_hero_up]. A JEŠTĚ NOSÍŠ SUKNI HEHEHE VEZMEME SE!!!!
$ENTRY_JOURNAL_LETTER_MARKOS_3_TITLE	
$ENTRY_JOURNAL_LETTER_MARKOS_3_LEFT_0_00	Den 20
$ENTRY_JOURNAL_LETTER_MARKOS_3_LEFT_0_10	Madam <mcguffin_hero_fu>,<N>Předpokládám, že Váš předchozí dopis jsem neměl obdržet. Soudím tak podle toho, že mi jej předal <berserker_hero_fu>, který byl následně vyhnán z tábora a krutě seřezán naběračkou ve Vaší ruce.<N>Chci tím říct, že dopis vracím, aniž bych jej četl. A prosím, tu naběračku umyjte, než ji příšte použijete. Děkuji.<N>P.S. - pan Maxikotleta? Opravdu? To jste se nezmohla na nic lepšího?<N>-<knight_hero_fu> Kashantir
$ENTRY_JOURNAL_LETTER_MARKOS_SLAK_TITLE	
