flag	content
$ENTRY_JOURNAL_INTRO_LEFT_10	Probabilmente sono impazzita, ma cercherò nondimeno di registrare gli eventi che si stanno svolgendo davanti ai miei occhi. Il lettore potrà trarre le sue conclusioni; io mi limiterò semplicemente a descrivere gli avvenimenti come percepiti dalla mia mente febbricitante.<N>So per certa di aver contratto la piaga che sta devastando la nostra splendida capitale. So anche che, come gli altri malati prima di me, sono stata portata fuori dalla citta e gettata nella Valle. Da lì si è succeduta una serie di eventi così strani e terrificanti che ancora mi chiedo se non stia sognando.<N>Quando mi colse la febbre, mi destai in un luogo oscuro. Dinanzi a me si trovava un'altra vittima.
$ENTRY_JOURNAL_INTRO_RIGHT_00	Là apparse un magnifico trono, e su di esso sedeva un uomo, diverso da chiunque avessi mai visto prima. Splendente d'oro dalla testa ai piedi. Inizialmente pensai che dovesse essere una statua, ma nell'istante successivo lo udii lanciare un ordine.<N>La sua voce era anch'essa dorata, e le sue parole crepitavano con il potere del tuono. Era un linguaggio completamente sconosciuto, ma il mio corpo scattò al suo comando. Sentii le mie vene tendersi come se il sangue volesse erompere dal mio corpo e precipitarsi al suo fianco.<N>Al solo pensarci, il cuore riprende a battermi all'impazzata. <N>-[mcguffin_hero] Livbar
$ENTRY_JOURNAL_SLAK_TITLE	
$ENTRY_JOURNAL_SLAK_LEFT_0_00	1º notte - [berserker_hero]
$ENTRY_JOURNAL_SLAK_LEFT_0_10	Mentre mi accingo a scrivere di [berserker_hero], mi accorgo di dover abbandonare l'austero linguaggio della capitale, per adottare un vernacolo più consono all'argomento. [berserker_hero] è un cretino integrale. È la quintessenza della cretinaggine. Chiamarlo cretino è un insulto a tutti gli altri cretini.<N>Ciò che gli manca sul piano intellettuale, però, lo compensa con l'odore. Se due cumuli di letame bruciato potessero accoppiarsi e generare dei discendenti, la loro putrida progenie scapperebbe di fronte fetore emanato dalle ascelle di [berserker_hero]. In verità, i cadaveri animati che ci danno la caccia hanno al confronto uno squisito profumo. Ma [berserker_hero] è più di un bel faccino. Possiede anche una personalità vincente che io posso solo descrivere come <LQ>completamente fuori di capa<RQ>.<N>Ieri ha litigato per un quarto d'ora col sasso su cui aveva sbattuto l'alluce. Ed ha perso. Invero, sono davvero fortunata a viaggiare in sua compagnia.
$ENTRY_JOURNAL_SLAK_RIGHT_0_00	 
$ENTRY_JOURNAL_SLAK_RIGHT_0_10	3º giorno - addendum
$ENTRY_JOURNAL_SLAK_RIGHT_0_20	Per correttezza, sono costretta ad ammettere che è anche l'uomo più coraggioso che abbia mai conosciuto. Il suo corpo è una ragnatela di cicatrici, anche se questo non è poi così sorprendente visto il suo rifiuto di coprirsi il torace con un qualunque genere di vestito o armatura. Immagino che alla fine il punto sia questo - è sia un pagliaccio insopportabile che un guerriero incredibilmente capace, e devo ammettere con riluttanza di essere contenta di averlo con me.
$ENTRY_JOURNAL_SLAK_RIGHT_0_30	<N><N>AWWW TI AMO ANCH'IO! XOXOXO<N>							<N><N>IO NON DORMO FACCIO SEMPLICEMENTE FLESSIONI DA SDRAIATO MI RASSODA I GLUTEI
$ENTRY_JOURNAL_SLAK_RIGHT_0_40	<N><N>Inoltre, sembra che sia capace di leggere e scrivere! Dove mai avrà ricevuto un'educazione questo vagabondo sanguinario?<N><N><N>P.S. Se mi rubi di nuovo il diario, ti prenderò a legnate mentre dormi.
$ENTRY_JOURNAL_SLAK_LEFT_1_00	3º notte - secondo addendum
$ENTRY_JOURNAL_SLAK_LEFT_1_10	Bene, per la cronaca, [berserker_hero] dorme nudo. Tutti i miei tentativi di vendetta d'ora in poi avverranno durante il giorno.<N>E, sì, le cicatrici non si fermano alla cintola.<N><N>Ti odio.
$ENTRY_JOURNAL_SLAK_LEFT_1_20	<N>COME, CREDEVI CHE KHAN E CHARISSA NON COMBATTESSERO?
$ENTRY_JOURNAL_PRISON_TITLE	
$ENTRY_JOURNAL_PRISON_LEFT_0_00	3º giorno - Prigione
$ENTRY_JOURNAL_PRISON_LEFT_0_10	Tre giorni fa, pensavo alla Valle come a una prigione.  Ora mi rendo conto che anche all'inferno si può trovare sempre di peggio.<N>L'uomo che ci trattiene si chiama Ozimal Kaz.  È un essere crudele, meschino, odioso.  Come un compatriota abbia potuto diventare così irrimediabilmente contorto va oltre la mia comprensione.  <N>Me lo sarei aspettata dai Quaid, che hanno trascorso gli ultimi due decenni a perfezionare la loro crudeltà sulle province orientali.  Anche il più spietato dei capotribù Nomadi controllerebbe meglio la sua furia assassina di questo degenerato.<N>E viene dalla capitale, a giudicare dal suo accento!  Questo mostro è cresciuto all'ombra del Tempio stesso!
$ENTRY_JOURNAL_PRISON_RIGHT_0_00	Siedo qui con gli altri prigionieri, presi indiscriminatamente: briganti e banditi, uomini, donne, bambini, Ashiani, Nomadi, Quaid, tutti in attesa di morire per mano di quest'uomo.  <N>Giorno e notte udiamo i continui versi dei suoi Revenant, un'assordante cacofonia intervallata solo dai gridi di morte della loro ultima vittima.  Ed eccomi qua, incapace di fare qualsiasi cosa!  Se solo mi trovassi nel colosseo con quelle sfortunate vittime, almeno potrebbero avere una possibilità di combattere.  <N>Nonostante la sua spavalderia, Ozimal sembra esitare a farmi <LQ>giustiziare<RQ> una seconda volta.  Forse Ozimal teme di perdere troppi dei suoi Revenant - non possono essere facili da catturare o mantenere, e il suo insignificante impero sembra aver bisogno di loro per conservare l'ordine fra i suoi vassalli.
$ENTRY_JOURNAL_PRISON_LEFT_1_00	Le parole del mio misterioso complice continuano a risuonarmi nella mente.  Ozimal vuole dare una dimostrazione delle mie abilità ad un <LQ>Uomo in Rosso.<RQ>  Chi è quest'Uomo vestito di Rosso?  E chi è questo misterioso straniero così determinato a salvarmi?  Perchè sono importante?  <N>In questo fiume di domande sono certa di una cosa: fino ad ora ho recato violenza solo a coloro che già erano morti, ma se mai dovessi mettere le mani su Ozimal, questa linea di condotta sarà oggetto di cambiamento.
$ENTRY_JOURNAL_HALFWAY_WORLD_TITLE	
$ENTRY_JOURNAL_HALFWAY_WORLD_LEFT_0_00	4º giorno - Il Mondo di Mezzo
$ENTRY_JOURNAL_HALFWAY_WORLD_LEFT_0_10	<LQ>Mondo di Mezzo<RQ> è il meglio che le mie deboli parole possono fare per descrivere il luogo in cui mi sono ritrovata - ed in cui ho attirato altri.<N>Una volta, quand'ero molto giovane, sono quasi annegata mentre nuotavo nelle secche del Kevel.  È l'unica esperienza con cui possa tracciare dei paragoni.  Vi è lo stesso panico, la stessa agonia del non poter respirare mentre il cuore cerca di balzarmi fuori dal petto.  Ma questa volta la mano di mio padre non mi trascinerà in salvo.  Non c'è riva a cui aggrapparsi, solo il momento della morte teso verso l'eternità.<N>La dinamica di come arrivi in quel luogo va oltre la mia comprensione.  So solo che è lì che vado quando ce n'è bisogno.  Una volta là posso sentire i miei compagni, non con la vista, ma allo stesso modo in cui sono coscente di mie braccia e gambe senza bisogno di guardarle.
$ENTRY_JOURNAL_HALFWAY_WORLD_RIGHT_0_00	So semplicemente che sono lì e li chiamo con la forza che ho.  Questa forza è poca, ed esercito questi poteri con la fiacchezza di un neonato che sta imparando a muovere il suo corpo, ma è quanto basta a salvarmi la vita.  Per quanto odi avventurarmi in quel terrificante mondo di mezzo, è certamente meglio del destino che mi aspetterebbe altrimenti.
$ENTRY_JOURNAL_KETTA_TITLE	
$ENTRY_JOURNAL_KETTA_LEFT_0_00	5º giorno - <ranger_hero>
$ENTRY_JOURNAL_KETTA_LEFT_0_10	Credo che la cosa che mi piace di più di <ranger_hero> è che puzza come una capra.<N>Voglio dire, è una scelta difficile considerate tutte le sue altre piacevoli caratteristiche, come un'immaturità sfrenata, i continui commenti denigratori, sarcasmo idiota, la propensione ai piccoli furti, e delle abitudini alimentari orribili, ma quando dividi la tenda con qualcuno, è il pungente odore di capra che trionfa sul resto.<N>Certe notti la brezza soffia attraverso la zona del campo degli uomini, trasportando tra le sue braccia ariose l'inconfondibile odore di [berserker_hero]. Il risultante miscuglio di aromi può solo essere descritto come ambrosiale. È in quelle notti che dormo il sonno migliore, come se il mio corpo scegliesse di sprofondare nell'incoscienza piuttosto che tentare di elaborare gli stimoli aromatici che battono alle porte dei sensi.
$ENTRY_JOURNAL_KETTA_RIGHT_0_00	8º giorno - Addendum
$ENTRY_JOURNAL_KETTA_RIGHT_0_10	Ieri notte <ranger_hero> mi ha svegliato gridando qualcosa in dialetto Nomade. L'urlo significava più o meno <LQ>Lui è mio, donna di dubbia moralità!<RQ> Poi mi ha strappato una ciocca di capelli, l'ha messa sotto il cuscino, ed ha prontamente ripreso a dormire.<N><ranger_hero> si è mostrata insolitamente pentita, arrivando addirittura a mostrarmi come intrecciare crine di cavallo ai miei capelli per nascondere il punto calvo. Dichiara di non avere idea di che genere di sogno abbia provocato il suo scatto. Io rimango scettica.
$ENTRY_JOURNAL_AZRA_BY_SLAK_TITLE	
$ENTRY_JOURNAL_AZRA_BY_SLAK_LEFT_0_00	10º giorno - [mcguffin_hero] è una sfigata!
$ENTRY_JOURNAL_AZRA_BY_SLAK_LEFT_0_10	ALLORA CREDI CHE SOLO PERCHÈ NON RIESCO A CAPIRE IL TUO LINGUAGGIO FORBITRICO VUOL DIRE CHE NON MI ACCORGO CHE STAI SCRIVENDO DI ME?<N>BEH INDOVINA UN PO', PRINCIPESSA? ORA SCRIVIAMO NOI SU DI TE!<N>COSA DIRE DI [mcguffin_hero_up]? CHE HA LA FACCIA COSÌ STRETTA CHE SEMBRA UN PESCE? E POI HA IL COLLO TROPPO TROPPO TROPPO LUNGO.<N>E LE SUE ORECCHIE SEMBRANO ALBICOCCHE APPASSITE. E HA I CAPELLI BRUTTI E STOPPOSI. E IL SUO IGIENE PERSONALE NON È PERFETTO COME CREDE.
$ENTRY_JOURNAL_AZRA_BY_SLAK_RIGHT_0_00	CHE TE NE PARE, SFIGATA? ORA CREDO DI SAPERE CHI SONO I MIEI VERI AMICI.<N><N>CORDIALMENTE,<N>[ranger_hero_up] A CUI PIACE MANGIARE POPÒ EHI [berserker_hero_up] PERCHÈ CI METTI COSÌ TANTO A SCRIVERE IL MIO NOME?
$ENTRY_JOURNAL_KARSK_BURNED_TITLE	
$ENTRY_JOURNAL_KARSK_BURNED_LEFT_0_00	7º notte - Il rogo di Karsk
$ENTRY_JOURNAL_KARSK_BURNED_LEFT_0_10	Non sono estranea alla morte. Nove mesi di pestilenza nella capitale mi hanno spogliata di qualunque infantile ignoranza che la mia posizione privilegiata mi aveva concesso sull'argomento. Ma mai avevo assistito a una così violenta distruzione. Anche le pire dei cadaveri fuori dai Cancelli del Tempio impallidiscono al confronto. <N>Non ho parole.<N>Ora capisco qualcosa sulla natura del nostro nemico.
$ENTRY_JOURNAL_LAKSOS_TITLE	
$ENTRY_JOURNAL_LAKSOS_LEFT_0_00	8º giorno - Laksos
$ENTRY_JOURNAL_LAKSOS_LEFT_0_10	Siamo stati testimoni di uno strano rituale nomade mentre eravamo a Laksos. Il capo dei Karada, una piccola ma efficente tribù, ha appena avuto un figlio. I genitori hanno presentato il bambino di fronte a due grandi idoli di legno. <N>Il capo ha tirato fuori un piccolo blocco di legno, che ha poi poggiato sulla testa di ciascun idolo e poi su quella del piccolo. Ha poi preso un coltellino ed ha intagliato il blocchetto, lasciando cadere i trucioli sul volto dell'infante. Dopo aver finito il lavoro, ha appeso l'intaglio a dei tendini di animale e l'ha messo al collo del bambino. <N>C'è stato un enorme grido e tutti insieme gli uomini della tribù hanno cominciato a danzare, cantare e celebrare rumorosamente alla tipica maniera dei nomadi. Non sono riuscita a vedere che cosa ha intagliato il capotribù.
$ENTRY_JOURNAL_LAKSOS_RIGHT_0_00	Più tardi ho chiesto a <ranger_hero> il significato del rituale e lei mi ha fatto vedere una piccola volpe di legno che tiene appesa al collo. Ha detto che il suo spirito serve gli dei della sua tribù, e che le è stato dato alla nascita come protettore e guida, e per essere seppellito con lei alla morte allo scopo di garantirle un passaggio sicuro per il Paradiso. Proprio come gli dei tribali sono stati donati dal Creatore al momento della fondazione della tribù, così gli spiriti guida vengono dati alla nascita a tutti i suoi membri. <N>Ho chiesto a <ranger_hero> se per un individuo perdere il proprio idolo personale sia catastrofico come perdere gli idoli tribali per la tribù. Ha sorriso e mi ha mostrato sette idoli presi da nemici, spiegando che ora le loro anime avrebbero impiegato un'eternità a trovare il paradiso da sole. Ho chiesto se si sentisse in colpa per aver fatto questo ad altri nomadi e mi ha lanciato un'occhiata vacua, mi ha chiesto se mi sento in colpa per avere le orecchie troppo grandi e se n'è andata canticchiando qualcosa a proposito di mangiare lingue di capra. Un giorno o l'altro finirò per tirarle in testa una pietra.
$ENTRY_JOURNAL_OZIMAL_DEAD_TITLE	
$ENTRY_JOURNAL_OZIMAL_DEAD_LEFT_0_00	10º giorno - La morte di Ozimal
$ENTRY_JOURNAL_OZIMAL_DEAD_LEFT_0_10	<N>Credevo che avrei avuto un po' di soddisfazione dalla morte di Ozimal. Non è stato così.<N>Era solo un altro strascicante cadavere dagli occhi vitrei piegato al volere del nemico, una marionetta anche prima di morire.  Il mondo si è disfatto di un uomo malvagio e crudele.  Qui nella Valle, qualcuno noterà la differenza?
$ENTRY_JOURNAL_MONASTERY_TITLE	
$ENTRY_JOURNAL_MONASTERY_LEFT_0_00	10º notte - Il Monastero
$ENTRY_JOURNAL_MONASTERY_LEFT_0_10	Suppongo sia stato sciocco da parte mia aspettarmi di trovare nella Valle qualcosa che ricordasse casa, ma è stato comunque scioccante vedere il monastero Selini qui.  È un'imponente, minacciosa struttura, più fortezza che tempio.  Capisco la necessità di tali precauzioni, ma è difficile riconciliare tutto questo con il ricordo della Fontana del Tempio con cui sono cresciuta, dove persino le guardie portavano solo armi contundenti per non seminare scompiglio e distruzione nel luogo dell'armonia.<N>Che cosa rassicurante era immergere le mani nella Fontana, sapendo di trovarmi nello stesso luogo di tutti i credenti prima di me, fino a risalire allo stesso Selinadt.  Lì ero un'umile servitrice, separata da re e profeti soltanto dal tempo.<N><LQ>Proprio come l'acqua si leva sulla valle come nebbia, cade come neve sulle montagne, scorre in fiumi fino al mare, così ogni uomo, nato dalla stessa essenza, deve servire
$ENTRY_JOURNAL_MONASTERY_RIGHT_0_00	i differenti ruoli del suo tempo e della sua condizione, e così arrivare all'armonia all'interno dell'Apparato Celeste.<RQ><N>Mi chiedo ora che ruolo mi spetta in questo terribile e anarchico luogo, dove armonia e saggezza sembrano fantasticherie remote.<N>C'è un po' di conforto, suppongo, in questa fortezza-tempio.  Questi monaci non svolgono forse il loro compito?  Queste imponenti mura e le difese militari non sono altro che gli adattamenti che permettono allo spirito di Selinadt di poter essere servito anche in questo luogo senza legge.<N>Proprio come lui disse una volta, <LQ>La verità rimane la verità, in qualunque linguaggio venga scritta.<RQ>  Queste difese non sono altro che il linguaggio della Valle; la verità al suo interno rimane autentica.<RQ>
$ENTRY_JOURNAL_BAKAL_TITLE	
$ENTRY_JOURNAL_BAKAL_LEFT_0_00	11º giorno - <healer_hero>
$ENTRY_JOURNAL_BAKAL_LEFT_0_10	Il Reverendo <healer_hero> rappresenta un oasi di buon senso in questa terra caotica.  Anche se l'urgenza della fuga lascia poco spazio alla conversazione, le poche fugaci parole che abbiamo scambiato hanno enormemente sollevato il mio spirito.<N>Vorrei poter fare lo stesso per lui. C'è una qualche angoscia interiore che lo tormenta.  Posso vederla ribollire, ogni tanto, dietro il suo placido volto di monaco. È evidente che una volta era un soldato: le cicatrici, il portamento e le maniere accennano tutte ad una vita da guerriero.  <N>Nel monastero ho scoperto che non fa veramente parte del clero, ma tutti lo chiamano comunque Reverendo Anziano.  In verità, non ricopre nessuna posizione di autorità, o almeno non in veste ufficiale.  E tuttavia i suoi pari cercano regolarmente il suo consiglio e lo seguono come se fosse un loro superiore.  Persino lo stesso Abate sembra essere un suo fedele discepolo.
$ENTRY_JOURNAL_BAKAL_RIGHT_0_00	La presente avventura sembra sia agitare che ispirare <healer_hero>, come se la sua anima in qualche modo fosse in bilico.  Posso capire perchè <ranger_hero> ne ha paura.  Ogni tanto vedo nei suoi occhi una determinazione che rivaleggia con quella del nostro inseguitore.  Spero solo che un giorno <healer_hero> possa trovare per sè la pace che regala agli altri.
$ENTRY_JOURNAL_WRENNA_TITLE	
$ENTRY_JOURNAL_WRENNA_LEFT_0_00	13º giorno - [mage_hero_fu]
$ENTRY_JOURNAL_WRENNA_LEFT_0_10	La descrizione di Polimon dei reali del Quaid non è un'esagerazione. [mage_hero] è davvero <LQ>più pallida della luna e due volte più distante.<RQ> Se mi è permesso aggiungere il mio parere, scriverei anche <LQ>quattro volte più volubile.<RQ> Non ho mai visto nessuno attraversare così tanti stadi della pazzia così velocemente. Persino [berserker_hero] è coerente nella sua follia. [mage_hero] è un oceano in tempesta, un istante sembra diabolicamente scaltra e il prossimo irrimediabilmente ingenua. Spesso le sue azioni danno l'impressione di una farsa ben congeniata, e tuttavia proprio quando mi convinco che i miei sospetti sono fondati, lei viene colta da una qualche infantile e pericolosa follia a cui nessuna mente razionale si esporrebbe volontariamente. <N>A volte dietro questa follia credo di poter scorgere una ragazza molto simile a me: spaventata, sola e oberata da un potere terrificante. Mi chiedo se anche lei riesce a vedere questo lato di se stessa.
$ENTRY_JOURNAL_NOMADS_TITLE	
$ENTRY_JOURNAL_NOMADS_LEFT_0_00	14º giorno - I Nomadi
$ENTRY_JOURNAL_NOMADS_LEFT_0_10	È stato molto interessante vedere di persona le tribù dei Nomadi, la popolazione indigena che occupa le steppe e le montagne tra le città Ashiane e l'Impero Quaid. Oltre un centinaio di tribù distinte furono documentate da Kantimal Polimon durante il suo grande viaggio verso oriente, anche se credo che molte di queste siano state estinte dalle devastazioni della guerra. Qui nella Valle ho incontrato membri di ventisette* diverse tribù, quante altre sopravvivano nel mondo esterno è impossibile da dire.<N>Come suggerisce il nome, le tribù vivono nomadicamente, allevando  capre e cavalli nelle steppe. Ben poco di questo stile di vita si è tradotto nella Valle, dove la protezione richiede difese permanenti.
$ENTRY_JOURNAL_NOMADS_LEFT_0_20	*meno della metà sono tribù autosufficenti.
$ENTRY_JOURNAL_NOMADS_RIGHT_0_00	Le tribù meglio organizzate creano villaggi come Karsk, ricavando il necessario per vivere dalle pecore e da una rudimentale agricoltura. <N>Nomadi indipendenti (le cui tribù sono state distrutte o disperse) troveranno rifugio negli insediamenti più cosmopoliti come Laksos, o diventeranno ranger - trasportando messaggi e e proteggendo il commercio tra i villaggi della Valle.
$ENTRY_JOURNAL_DREAM1_TITLE	
$ENTRY_JOURNAL_DREAM1_LEFT_0_00	15º giorno - Strano sogno
$ENTRY_JOURNAL_DREAM1_LEFT_0_10	È passato molto tempo dall'ultima volta che ho sognato.  Le terrificanti sensazioni del mondo di mezzo sembrano dominare così tanto il mio spirito che anche nel sonno non provo nient'altro che i loro echi.  Tuttavia ieri notte, per la prima volta dalle visioni febbrili della mia malattia, ho sognato.<N>È stato un sogno così intenso da scacciare dalla mia mente tutti gli orrori di cui sono stata testimone.  In verità, tutte le esperienze dei miei 23 anni sembrarono svanire al suo cospetto.  <N>Mi trovavo su un alto terrazzo.  E non ero me stessa.  Le mie braccia erano scure e modellate, coperte da strani simboli e ornate da bracciali d'oro.  La mia veste era una moltitudine di gioielli, e la ricchezza di un'intera nazione non sarebbe bastata a costituirne niente di più che l'orlo.
$ENTRY_JOURNAL_DREAM1_RIGHT_0_00	La luna pendeva bassa in cielo, enorme e d'un rosso acceso.  Potevo allungare il braccio e sfiorarla con la punta delle dita.<N>Una voce mi ha chiamato ed io mi sono voltata.  C'era un uomo vicino a me nel balcone.  Era alto, l'uomo più che abbia mai visto.  I suoi capelli e barba erano scuri come la notte, lunghi e adornati di anelli d'oro.  La sua presenza rendeva il mondo piccolo e vacuo.<N>Mi ha guardato con quegli occhi color onice ed ho capito che eravamo una cosa sola. Ho tirato giù la luna di fuoco e l'ho divisa tra noi.<N>Mi sono svegliata tremando, portando la mano al cuore come se ancora stringesse quella luna rossa.  Sono stata presa da un così grande senso di perdita che ho pianto.  Nel momento del risveglio avrei dato qualunque cosa per ritornare nel sogno.
$ENTRY_JOURNAL_DESERT_FORTRESS_TITLE	
$ENTRY_JOURNAL_DESERT_FORTRESS_LEFT_0_00	17º giorno - Gioiello-del-Deserto
$ENTRY_JOURNAL_DESERT_FORTRESS_LEFT_0_10	<N>Spesso mi sono chiesta che aspetto potessero avere le case dei nostri grandi nemici dell'Est. La guerra sembrava un terrore intangibile nella capitale, comunicata solo attraverso gli infausti rapporti sulle perdite quotidiane e i lamenti dei numerosi reduci che, rimasti storpi, chiedevano l'elemosina nelle strade. <N>Dopo una vita di paura senza forma, la vista di una vera città Quaid è una strana esperienza. Sono colpita dalla bellezza e l'ingegno delle sue forme, ma più di ogni altra cosa, sono scioccata dalla sua familiarità. <N>Vedo tutti i dettagli che segnano la vita di una città: i ciottoli consumati delle strade molto trafficate, il monumento arricchito dal vandalismo di generazioni di giovani, le bancarelle del mercato sistemate come in qualunque altra città.
$ENTRY_JOURNAL_DESERT_FORTRESS_RIGHT_0_00	Non è per niente difficile immaginare il mio stesso padre seduto all'angolo della strada, ridendo, bestemmiando e scambiando storie con gli altri anziani della città. <N>E tuttavia gli abitanti di questo posto hanno distrutto Terna e ucciso tutti i suoi abitanti, uomini, donne e bambini.
$ENTRY_JOURNAL_MARKOS_TITLE	
$ENTRY_JOURNAL_MARKOS_LEFT_0_00	18º giorno - [knight_hero]
$ENTRY_JOURNAL_MARKOS_LEFT_0_10	Sono così abituata alla compagnia dei pazzi da non credere più nella normalità?<N>[knight_hero] è cortese, intelligente, generalmente ben intenzionato, a volte persino divertente - diamine, crede addirittura nell'igiene personale... ed io continuo ad aspettare di perdere anche l'altra scarpa.<N>Ci dev'essere qualcosa che non va in lui!  Qualche vizio, qualche stranezza, qualche irrazionalità.  Se ho imparato una cosa da tutta questa avventura, è che la normalità non esiste nella Valle.<N>Sono i baffi, vero?  Sta nascondendo tutte le stranezze dietro i mustacchi.
$ENTRY_JOURNAL_LETTER_MARKOS_1_TITLE	
$ENTRY_JOURNAL_LETTER_MARKOS_1_LEFT_0_00	19º giorno
$ENTRY_JOURNAL_LETTER_MARKOS_1_LEFT_0_10	A Lady [mcguffin_hero] Livbar da [knight_hero_fu] Kashantir, cavaliere della Compagnia di Ash.<N>Signorina, con il massimo rispetto della vostra posizione di comandante del gruppo, vorrei sollevare qualche perplessità sui vostri compagni.  Nello specifico, non posso garantire la vostra sicurezza, ovvero la sicurezza dell'intera spedizione, fino a quando continueremo a viaggiare con [mage_hero_fu] Lan Laxmi.<N>Potreste assicurarmi che lei <LQ>non è così male<RQ> e che la guerra col Quaid è finita, ma vi assicuro che per lei decisamente non è così.  È fanaticamente devota a qualcosa che non esiste più.  Non c'è una gerarchia di comando in grado di tenere a freno la sua follia.  Se [mage_hero_fu] credesse che tagliarci la gola durante il sonno sia necessario per gloria del Quaid, nessuno nella nostra compagnia vedrebbe la prossima alba.
$ENTRY_JOURNAL_LETTER_MARKOS_1_RIGHT_0_00	Vi suggerisco che tagliare ogni legame con lei il più presto e delicatamente possibile.<N>Il vostro umile servitore,<N>[knight_hero_fu] Kashantir
$ENTRY_JOURNAL_LETTER_MARKOS_2_TITLE	
$ENTRY_JOURNAL_LETTER_MARKOS_2_LEFT_0_00	19º notte - Lettera a [knight_hero_fu], bozza n. 1
$ENTRY_JOURNAL_LETTER_MARKOS_2_LEFT_0_10	Caro [knight_hero_fu],<N>In risposta alla vostra lettera, vorrei sollevare tre punti.<N>Primo, perchè mandarmi una lettera, quando sarebbe bastato fare tre metri e parlarmi di persona? C'è qualcosa che non va nel mio igiene personale?  Forse la gente ne parla alle mie spalle?<N>Secondo, piantatela di chiamarmi Signorina.<N>Terzo, lasciate in pace [mage_hero] oppure io... non lo so, darò fuoco alle vostre basette o qualcosa del genere.
$ENTRY_JOURNAL_LETTER_MARKOS_2_RIGHT_0_00	P.S. - Stavo solo scherzando sulle basette, non gli darei mai fuoco perchè poi sembrereste strano e dovrei inventarmi un'altro soprannome con cui prendervi in giro, e Mr. Magnifistacchio suona già benissimo.  Comunque, tutto quello che intendo dire è che [mage_hero_fu] ha obiettivamente passato dei momenti terribili, quindi perchè non prendersela con qualcuno che se lo merita, come [berserker_hero_up], che sembra pensare che non mi sia accorta che sta leggendo da sopra la mia spalla anche se è un ebete sbavante che puzza come due pile di
$ENTRY_JOURNAL_LETTER_MARKOS_2_RIGHT_0_10	<N>TI AMO [knight_hero_up] VOGLIO SPOSARE I TUOI MUSTACCHI ANCHE SE SEI MOLTO MENO FIGO DI [berserker_hero_up] E PORTI ANCHE LA GONNA HAHAHAHA SPOSIAMOCI!!!!
