flag	name	description
$ITM_A_HEAVY_9	Forza di Wocolan	Questa brigantina in velluto verde è dotata di larghi spallacci tipici della fanteria pesante Quaidiana.  Uno stemma dorato raffigura l'eroe Quaid Wocolan mentre schiaccia la testa a un orso a mani nude. Al di sotto, i suoi figli Wastan e Wacella bevono il sangue grondante dalla bocca dell'orso, per sopravvivere la tremenda marcia della loro famiglia verso l'esilio.
$ITM_A_HEAVY_10	Brigantina	Centinaia di placche metalliche rivettate all'interno di una giacca di velluto per creare un'adeguata forma di protezione per il busto.
$ITM_A_HEAVY_11	Armatura del Capo Carceriere	Lo stemma identifica il possessore di questa eccellente armatura di piastre come il Capo Carceriere, l'ufficiale ashiano incaricato di sovrintendere la Valle.  Quali eventi lo abbiano portato a perdersi all'interno della sua stessa prigione non è dato saperlo,  ma le macchie di sangue sulle bretelle indicano che la storia non è finita bene.
$ITM_A_HEAVY_12	Armatura a Piastre	Piastre d'acciaio dalla forma complessa articolate su una base di pelle, per creare la massima protezione possibile permettendo la massima flessibilità possibile.  L'equipaggiamento preferito dei Cavalieri Ashiani.
$ITM_A_HEAVY_13	Purezza della Fiamma	Questa lucidissima armatura a piastre riflette la luce con un'intensità quasi infernale.  Le sbiadite incisioni sembrano essere scritte in Quaid, ma il dialetto è così arcaico che risultano illeggibili tranne che per la frase ''ciò che consuma''.  Il pettorale è stato probabilmente restaurato innumerevoli volte, mentre il resto dell'armatura sembra essere molto più moderno.  I criptici ideogrammi suggeriscono che possa avere un qualche tipo di ruolo nel Rito del Fuoco Imperiale.
$ITM_A_HEAVY_14	Guardiano della Fontana	Quest'armatura a piastre magistralmente forgiata è stata sottoposta a brunitura fino a diventare quasi nera.  I motivi dorati sulla superficie del pettorale raffigurano la Fontana del Tempio di Ash, indicando che probabilmente questa fantastica armatura è appartenuta ad una delle Guardie Scelte del Tempio.  Come abbia fatto un artefatto così inestimabile a finire nella Valle è un mistero.
$ITM_A_HEAVY_15	Gloria della guerra+	Questa squisita armatura Quaid sembra irradiare classe e bellezza.  Ogni anello è dipinto di blu e le ultime file sono placcate d'oro.  Le piastre di rinforzo sono ornate da motivi dorati che mettono in mostra il simbolo della Famiglia Imperiale.  Sulla superficie del metallo sono incise in Quaid le parole ''quanto è tardi per pensare a queste cose''.  Agli angoli delle piastre si possono notare diverse altre parole, ma la fretta con cui sembrano essere state scritte le ha rese illeggibili.
$ITM_A_HEAVY_16	Armatura del cavaliere+	Quest'armatura da cavaliere finemente lavorata è dotata di spallacci rinforzati e scarselle lunghe fino alle ginocchia, indicando che si tratta di un modello progettato per la cavalleria pesante.  Gli avambracci dorati e il gambesone di seta suggeriscono che il precedente proprietario doveva essere stato un guerriero benestante e di buon gusto.  Su diverse piastre sono incise delle piccole frasi, scritte in una lingua esotica che non sembra corrispondere a nessun linguaggio locale.  La posizione di queste piastre, più o meno all'altezza del cuore, potrebbe significare che le scritte sono un qualche genere di preghiera o di augurio, ma questa è puramente una congettura.
$ITM_A_HEAVY_17	Armatura del traditore+	Gli spallacci dorati di questa cotta di piastre indicano che con molta probabilità è appartenuta a un alto ufficiale.  La stoffa è stata rammendata, ma la parola Ashiana ''traditore'' è ancora visibile fra i tagli del tessuto.  Grandi macchie di sangue possono essere notate attraverso la colorazione rossa, eppure non sembra che l'armatura abbia subito danni visibili.
$ITM_A_HEAVY_18	Forza di Wocolan+	Questa brigantina di velluto verde è dotata di larghi spallacci tipici della fanteria pesante Quaidiana.  Uno stemma dorato raffigura l'eroe Quaid Wocolan mentre schiaccia la testa di un orso a mani nude. Al di sotto, i suoi figli Wastan e Wacella bevono il sangue grondante dalla bocca dell'orso, per sopravvivere all'estenuante marcia verso l'esilio della loro famiglia.
$ITM_A_HEAVY_19	Armatura del Capo Carceriere+	Lo stemma identifica il possessore di questa eccellente armatura di piastre come il Capo Carceriere, l'ufficiale ashiano incaricato di sovrintendere la Valle.  Quali eventi lo abbiano portato a perdersi all'interno della sua stessa prigione non è dato saperlo,  ma le macchie di sangue sulle bretelle indicano che la storia non è finita bene.
$ITM_A_HEAVY_20	Purezza della Fiamma+	Questa lucidissima armatura a piastre riflette la luce con un'intensità quasi infernale.  Le sbiadite incisioni sembrano essere scritte in Quaid, ma il dialetto è così arcaico che risultano illeggibili tranne che per la frase ''ciò che consuma''.  Il pettorale è stato probabilmente restaurato innumerevoli volte, mentre il resto dell'armatura sembra essere molto più moderno.  I criptici ideogrammi suggeriscono che possa avere un qualche tipo di ruolo nel Rito del Fuoco Imperiale.
$ITM_A_HEAVY_21	Guardiano della Fontana+	Quest'armatura a piastre magistralmente forgiata è stata sottoposta a brunitura fino a diventare quasi nera.  I motivi dorati sulla superficie del pettorale raffigurano la Fontana del Tempio di Ash, indicando che probabilmente questa fantastica armatura è appartenuta ad una delle Guardie Scelte del Tempio.  Come abbia fatto un artefatto di così inestimabile valore a finire nella Valle è un mistero.
$ITM_A_HEAVY_22	Jack Chain+	Un gambesone leggero dotato di rozze giunture di metallo interconnesse e attaccate alle braccia per proteggerle meglio. Un incantesimo lo rende molto più resistente del normale.
$ITM_A_HEAVY_23	Cotta di maglia+	Una maglia composta da centinaia di anelli di metallo interconnessi, tutti chiusi con rivetti per prevenirne la rottura. Un incantesimo la rende molto più resistente del normale.
$ITM_A_HEAVY_24	Armatura mista+	Una cotta di maglia con piastre di metallo attaccate direttamente agli anelli per proteggere meglio il torace.  La dotazione ordinaria della fanteria Quaid durante la guerra. Un incantesimo rende la corazza molto più resistente del normale.
$ITM_A_HEAVY_25	Armatura lamellare+	Dozzine di piccole piastre di metallo tenute insieme da resistenti lacci di seta. Un incantesimo rende l'armatura molto più resistente del normale.
$ITM_A_HEAVY_26	Cotta di piastre+	Un'eccellente protezione per il busto, realizzata rivettando diverse piastre di metallo pesante all'interno di un robusto indumento di stoffa. Un incantesimo la rende molto più resistente del normale.
$ITM_A_HEAVY_27	Brigantina+	Centinaia di placche metalliche rivettate all'interno di una giacca di velluto per creare un'adeguata forma di protezione per il busto. Un incantesimo la rende molto più resistente del normale.
$ITM_A_HEAVY_28	Armatura a piastre+	Piastre d'acciaio dalla forma complessa articolate su una base di pelle, per creare la massima protezione possibile permettendo la massima flessibilità possibile.  L'equipaggiamento preferito dei Cavalieri Ashiani. Un incantesimo la rende molto più resistente del normale.
$ITM_A_SKULL_1	Teschio di pietra	Un teschio di pietra levigata.  C'è chi dice che si tratti di talismani portati in battaglia da alcuni revenant.<N>Gli esperti suggeriscono che probabilmente potresti scambiarli con qualcosa di molto interessante.
$ITM_A_SKULL_2	Teschio di bronzo	Forgiato con bronzo massiccio, forse usato per incantesimi speciali e cerimonie.<N>		Ha sicuramente un valore maggiore di un teschio di pietra.
$ITM_A_SKULL_3	Teschio di ossidiana	Meticolosamente scolpito da un blocco di ossidiana, il livello di dettaglio di questo teschio nerissimo è sia<N>		magnifico che inquietante. Estremamente raro, questo tipo di teschio è altamente ricercato dai collezionisti.
$ITM_A_SKULL_4	Teschio d'argento	Questo teschio è composto interamente d'argento puro. A cosa potrà mai servire?
$ITM_A_SKULL_5	Teschio d'oro	Un teschio d'oro purissimo. Quale sarà la sua funzione?
$ITM_A_SKULL_6	Teschio di inottanio	Fatto di puro inottanio, e di conseguenza impossibile da ottenere. In realtà l'hai avuto con te per tutto il tempo, ma stranamente, l'hai notato solo ora.
$ITM_W_SWORD_1	Coltello di pietra	Una pietra appuntita attaccata a un manico di legno. Meglio di niente.
$ITM_W_SWORD_2	Coltello di metallo	Una lama di metallo scadente. Rozza, ma efficace.
$ITM_W_SWORD_3	Spada arrugginita	Una spada ammaccata e arrugginita. Le armi di scarto come queste sono estremamente comuni nella Valle.
$ITM_W_SWORD_4	Kopal	Questo coltello da combattimento nomade porta incisi i simboli della tribù Gasta sopra quelli di uno sconosciuto gruppo rivale - indicando una faida tra i due.  Sul manico d'osso sono state incise ben diciassette scanalature.
$ITM_W_SWORD_5	Spada di ferro	Una semplice spada di ferro. È forgiata rozzamente e mal bilanciata, ma a parte questo è in buone condizioni.
$ITM_W_SWORD_6	Rivincita dell'Onore	La bellezza degli intarsi sul pomello e del manico ornato di giada potrebbero far dimenticare la nefasta funzione di questa spada da duello Quaidiana.  La base della lama porta l'iscrizione:<N>''Rivendicazione dell'Onorevole.  La Fiamma Arde Dentro di Me.''  Molto probabilmente, è stata creata in occasione di un particolare duello, per risolvere una questione d'onore fra due nobili.
$ITM_W_SWORD_7	Spada da soldato	Una spada militare, prodotta in serie durante la guerra. È robusta ed efficace.
$ITM_W_SWORD_8	Lama dell'Ordine	Quest'arma di fabbricazione Ashiana ha un'arcaica iscrizione che scorre lungo il dorso della lama:<N>''Io sono il confine dell'ordine.  Io divido i giusti dai malvagi, la luce dall'oscurità.  Io guido la mano che mi sostiene verso la ...'' Generazioni di usura hanno reso illeggibile il resto della frase.
$ITM_W_SWORD_9	Spada da ufficiale	Un'altra reliquia della guerra, commissionata per un ufficiale dell'esercito.
$ITM_W_SWORD_10	Comandante delle Legioni	L'elegante e tuttavia semplice stile di quest'arma Ashiana indica che fu creata per un nobile modesto.  <N>Un lato dell'impugnatura porta l'iscrizione 'Comandante delle Legioni' mentre nell'altro c'è scritto 'Servo del Motore Immobile.' Il pomello a disco è inciso da una parte con le sfere della macchina celeste e dall'altra un pellegrino che si disseta alla Fontana del Tempio di Ash.
$ITM_W_SWORD_11	Spada del maestro	Forgiata e bilanciata con perizia, questa spada non conosce eguali.
$ITM_W_SWORD_12	L'Occhio della Fiamma	Quest'impareggiabile spada ha un'antica iscrizione Quaid lungo la scalanatura centrale.  L'età antichissima del dialetto e l'usura della lama la rendono quasi del tutto indecifrabile:<N>''Guardate... l'Occhio della Fiamma... gloria... fuga ingloriosa... è una cosa regale...''  Due enormi rubini sul pomello sembrano bruciare d'un fuoco interiore.  L'elsa finemente forgiata mostra il Muro della Memoria - dove i nomi di tutti gli onorabili Imperatori Quaid vengono commemorati.  Molto probabilmente questa notevole arma è appartenuta ad un membro della famiglia Reale.
$ITM_W_SWORD_13	Evni	La spada dei sogni di ogni barbaro.  Ce n'è solo una in tutto il mondo, e il prezzo è stato aggiustato di conseguenza.
$ITM_W_SWORD_14	Kopal+	Questo coltello da combattimento nomade porta incisi i simboli della tribù Gasta sopra quelli di uno sconosciuto gruppo rivale - indicando una faida tra i due.  Sul manico d'osso sono state incise ben diciassette scanalature, una per ogni uccisione.
$ITM_W_SWORD_15	Rivincita dell'onore+	La bellezza del manico ornato di giada e degli intarsi sul pomello potrebbero far dimenticare la nefasta funzione di questa spada da duello Quaidiana.  La base della lama porta l'iscrizione<N>''Rivendicazione dell'Onorevole.  La Fiamma Arde Dentro di Me.''  Molto probabilmente, è stata creata in occasione di un particolare duello, per risolvere una questione d'onore fra due nobili.
$ITM_W_SWORD_16	Lama dell'ordine+	Quest'arma di fabbricazione Ashiana ha un'arcaica iscrizione che scorre lungo il dorso della lama:<N>''Io sono il confine dell'ordine.  Io divido i giusti dai malvagi, la luce dall'oscurità.  Io guido la mano che mi sostiene verso la ...'' Generazioni di usura hanno reso illeggibile il resto della frase.
$ITM_W_SWORD_17	Comandante delle Legioni+	L'elegante e tuttavia semplice stile di quest'arma Ashiana indica che fu creata per un nobile modesto.  <N>Un lato dell'impugnatura porta l'iscrizione 'Comandante delle Legioni' mentre nell'altro c'è scritto 'Servo del Motore Immobile.' Il pomello a disco è inciso da una parte con le sfere della macchina celeste e dall'altra un pellegrino che si disseta alla Fontana del Tempio di Ash.
$ITM_W_SWORD_18	L'Occhio della Fiamma+	Quest'impareggiabile spada ha un'antica iscrizione Quaid lungo la scalanatura centrale.  L'età antichissima del dialetto e l'usura della lama la rendono quasi del tutto indecifrabile:<N>''Guardate... l'Occhio della Fiamma... gloria... fuga ingloriosa... è una cosa regale...''  Due enormi rubini sul pomello sembrano bruciare d'un fuoco interiore.  L'elsa finemente forgiata mostra il Muro della Memoria - dove i nomi di tutti gli onorabili Imperatori Quaid vengono commemorati.  Molto probabilmente questa notevole arma è appartenuta ad un membro della famiglia Reale.
$ITM_W_SWORD_19	Evni+	La spada dei sogni di ogni barbaro.  Ce n'è solo una in tutto il mondo, e il prezzo è stato aggiustato di conseguenza.
$ITM_W_SWORD_20	Coltello di pietra+	Una pietra appuntita attaccata a un manico di legno. Meglio di niente. Un incantesimo lo rende ben più forte del normale.
$ITM_W_SWORD_21	Coltello di metallo+	Una lama di metallo scadente. Rozza, ma efficace. Un incantesimo la rende molto più forte del normale
$ITM_W_SWORD_22	Spada arrugginita+	Una spada ammaccata e arrugginita. Le armi di scarto come queste sono estremamente comuni nella Valle. Un incantesimo la rende molto più forte del normale.
$ITM_W_SWORD_23	Spada di ferro+	Una semplice spada di ferro. È forgiata rozzamente e mal bilanciata, ma a parte questo è in buone condizioni. Un incantesimo la rende molto più forte del normale.
$ITM_W_SWORD_24	Spada da soldato+	Una spada militare, prodotta in serie durante la guerra. È robusta ed efficace. Un incantesimo la rende molto più forte del normale.
$ITM_W_SWORD_25	Spada da ufficiale+	Un'altra reliquia della guerra, commissionata per un ufficiale dell'esercito. Un incantesimo la rende molto più forte del normale.
$ITM_W_SWORD_26	Spada del Maestro+	Forgiata e bilanciata con perizia, questa spada non conosce eguali. Un incantesimo la rende ben più forte del normale.
$ITM_W_BOW_1	Arco verde	Un semplice arco di legno d'arbusto e dotato di frecce di legno.
$ITM_W_BOW_2	Arco di legno	Un arco di legno munito di frecce con punta di pietra.
$ITM_W_BOW_3	Cacciatore-guerriero	Questo arco da caccia nomade sembra essere stato riconvertito in arma da guerra. Sul simbolo nomade di 'buona caccia' è stato dipinto quello che significa 'morte'. All'interno dell'arco c'è la rappresentazione di un dio della famiglia Sdeka, che tiene una testa mozzata.  Le strisce rosse della vittoria, alle estremità, indicano che quest'arma fu ampiamente utilizzata in qualche conflitto a lungo dimenticato.
$ITM_W_BOW_4	Arco del cacciatore	Un arco robusto, ricavato da legno di tasso, e munito di frecce con punta di pietra.
$ITM_W_BOW_5	Reliquia del nord	Questo splendido arco è fatto di legno bianco di betulla.  L'impugnatura di cuoio blu è cucita con del filo dorato, e sulle estremità sono avvolte delle strane scritte - forse uno dei tanti linguaggi delle città-stato settentrionali.   Il simbolo nomadico della famiglia Ked è dipinto su di un lato, indicando che è con essa che l'arma è arrivata nelle terre del Sud.
$ITM_W_BOW_6	Arco di corno	Un potente arco ricavato da da corna di daino.
$ITM_W_BOW_7	Arco da guerra del Capitano	Quest'arco da guerra Ashiano è composto da diversi strati di legni rari incollati assieme.  L'impugnatura è dotata dell'immagine di un ingranaggio e di una scritta. Si legge: "Capitano Zantimon, difensore della via", molto probabilmente il capo di una delle tante pattuglie incaricate di proteggere i pellegrini del Tempio di Ash da predoni nomadi e banditi.
$ITM_W_BOW_8	Arco di cervo	Un antico arco intagliato dalle corna di un grande cervo.
$ITM_W_BOW_9	Trionfo del condottiero	Questo arco curvo, fabbricato con perizia, è adornato con anelli d'oro e cuoio dal colore vivace.  L'impugnatura decorata raffigura un condottiero che si erge vittorioso sopra una pila di nemici uccisi.  Alcune divinità irriconoscibili lo benedicono dall'alto.  Quest'arma è ovviamente appartenuta ad un ricco e valente capotribù nomade.
$ITM_W_BOW_10	Arco da guerra composito	Quest'arco composito, fabbricato con diversi tipi di legno, è probabilmente appartenuto ad un ufficiale.
$ITM_W_BOW_11	La morte dorata	Quest'arco dalle punte di corno è decorato con numerosi anelli d'oro.  L'impugnatura di cuoio porta un'arcaica iscrizione Quaid: ''Lucawan, tu che hai assassinato l'onore per del misero oro, nell'oro di quest'arma troverai la morte. Il suo dardo ti troverà, e il tuo corpo traditore diverrà il balocco di cani e vermi.''  Al di sotto, graffiate sulla superficie del cuoio, ci sono le parole ''è stato fatto.''
$ITM_W_BOW_12	Arco lungo rinforzato	Fatto di legno di quercia, quest'arco richiede una forza incredibile, ma è in grado di scagliare colpi mortali per chi è in grado di usarlo.
$ITM_W_BOW_13	Cacciatore-Guerriero+	Questo arco da caccia nomade sembra essere stato riconvertito in arma da guerra. Il simbolo nomade di 'buona caccia' è stato ricoperto con quello che significa 'morte'. All'interno dell'arco c'è la rappresentazione di un dio della famiglia Sdeka, che tiene una testa mozzata.  Le strisce rosse della vittoria, alle estremità, indicano che quest'arma fu ampiamente utilizzata in qualche conflitto ormai dimenticato da tempo.
$ITM_W_BOW_14	Reliquia del nord+	Questo splendido arco è fatto di legno bianco di betulla.  L'impugnatura di cuoio blu è cucita con del filo dorato, e sulle estremità sono avvolte delle strane scritte - forse uno dei tanti linguaggi delle città-stato settentrionali.   Il simbolo nomadico della famiglia Ked è dipinto su di un lato, indicando che è con essa che l'arma è arrivata nelle terre del Sud.
$ITM_W_BOW_15	Arco da guerra del capitano+	Quest'arco da guerra Ashiano è composto da diversi strati di legni rari incollati assieme.  L'impugnatura è dotata dell'immagine di un ingranaggio e di una scritta. Si legge: "Capitano Zantimon, difensore della via", molto probabilmente il capo di una delle tante pattuglie incaricate di proteggere i pellegrini del Tempio di Ash da predoni nomadi e banditi.",,
$"$ITM_W_BOW_16	Trionfo del condottiero+	Questo arco curvo, fabbricato con perizia, è adornato con anelli d'oro e cuoio dal colore vivace.  L'impugnatura decorata raffigura un condottiero che si erge vittorioso in cima a una pila di nemici uccisi.  Alcune divinità irriconoscibili lo benedicono dall'alto.  Quest'arma è ovviamente appartenuta ad un ricco e valente capotribù nomade.
$ITM_W_BOW_17	La morte dorata+	Quest'arco dalle punte di corno è decorato con numerosi anelli d'oro.  L'impugnatura di cuoio porta un'arcaica iscrizione Quaid: ''Lucawan, tu che hai assassinato l'onore per del misero oro, nell'oro di quest'arma troverai la morte. Il suo dardo ti troverà, e il tuo corpo traditore diverrà il balocco di cani e vermi.''  Al di sotto, graffiate sulla superficie del cuoio, ci sono le parole ''è stato fatto.''
$ITM_W_BOW_18	Arco verde+	Un semplice arco di legno d'arbusto e dotato di frecce di legno. Un incantesimo lo rende ben più forte del normale.
$ITM_W_BOW_19	Arco di legno+	Un arco di legno munito di frecce con punta di pietra. Un incantesimo lo rende particolarmente forte.
$ITM_W_BOW_20	Arco del cacciatore+	Un arco robusto, ricavato da legno di tasso e munito di frecce dalla punta di pietra. Un incantesimo lo rende ben più forte del normale.
$ITM_W_BOW_21	Arco di corno+	Un potente arco ricavato da corna di daino. Un incantesimo lo rende ben più forte del normale.
$ITM_W_BOW_22	Arco di cervo+	Un antico arco intagliato dalle corna di un grande cervo. Un incantesimo lo rende ben più forte del normale.
$ITM_W_BOW_23	Arco da guerra composito+	Quest'arco composito, fabbricato con diversi tipi di legno, è probabilmente appartenuto ad un ufficiale. Un incantesimo lo rende ben più forte del normale.
$ITM_W_BOW_24	Arco lungo rinforzato+	Fatto di legno di quercia, quest'arco richiede una forza incredibile, ma è in grado di scagliare colpi mortali per chi è in grado di usarlo. Un incantesimo lo rende ben più forte del normale.
$ITM_W_STAFF_1	Bastone da passeggio	Un robusto e solido bastone.
$ITM_W_STAFF_2	Bastone da pastore	Un semplice bastone da pastore.
