flag	name
$SKILL_KNIGHT_P_HARD_KNOCK	ハードノック
$SKILL_KNIGHT_A_COUNTER	カウンター
$SKILL_KNIGHT_A_LUNGE	ランジ
$SKILL_KNIGHT_P_STUN_STAB	スタンスタッブ
$SKILL_KNIGHT_P_SWORD_TRAINING	ソードアップ
$SKILL_KNIGHT_A_CLEAVE	一刀両断
$SKILL_BERSERKER_A_SLASH	スラッシュ
$SKILL_BERSERKER_A_DOUBLE_HIT	ダブルヒット
$SKILL_BERSERKER_P_SWIFTNESS	フットワーク
$SKILL_BERSERKER_A_FLURRY	疾風斬り
$SKILL_BERSERKER_P_RESILIENCE	レジリエンス
$SKILL_BERSERKER_A_SWIPE	全力斬り
$SKILL_BERSERKER_P_RAGE	レイジ
$SKILL_BERSERKER_P_REFLEXES	リフレクス
$SKILL_BERSERKER_P_MADNESS	マッドネス
$SKILL_BERSERKER_A_WHIRLWIND	つむじ風
$SKILL_HEALER_A_AID	エイド
$SKILL_HEALER_A_ETHER_FLASH	エーテルフラッシュ
$SKILL_HEALER_P_BULK_UP	バルクアップ
$SKILL_HEALER_P_BLINDING	ブラインド
$SKILL_HEALER_A_GROUP_HEAL	グループヒール
$SKILL_HEALER_A_HOLY_LIGHT	ホーリーライト
$SKILL_HEALER_A_ZEAL	ジール
$SKILL_HEALER_P_INSPIRE	インスパイア
$SKILL_MAGE_A_ICE_BALL	アイスボール
$SKILL_MAGE_P_CHILL	凍結
$SKILL_MAGE_A_ICE_SHARD	アイス
$SKILL_MAGE_P_FREEZE	フリーズ
$SKILL_MAGE_A_SLEET	氷雨
$SKILL_MAGE_P_ICE_SPEAR	アイススピア
$SKILL_MAGE_A_ICE_SPLASH	アイススプラッシュ
$SKILL_MAGE_A_BLIZZARD	ブリザード
$SKILL_DRAGON_A_BITE	かみつき
$SKILL_DRAGON_A_CLAW	かぎつめ
$SKILL_DRAGON_P_EPIC_HALITOSIS	臭い息
$SKILL_DRAGON_A_FIRE_BREATH	ファイアブレス
$SKILL_DRAGON_P_STRENGTH	パワーアップ
$SKILL_DRAGON_A_ROAR	雄叫び
$SKILL_DRAGON_P_FATTEN_UP	デブドラゴン
$SKILL_DRAGON_P_NOM	モグモグ
$SKILL_DRAGON_A_FIRE_BALL	ファイアボール
$SKILL_RANGER_A_BASIC_SHOT	ノーマルショット
$SKILL_RANGER_P_SHARP_SHOOTER	シャープシューター
$SKILL_RANGER_A_TRIPLE_SHOT	トリプルショット
$SKILL_RANGER_P_DEEP_SHOT	ディープショット
$SKILL_RANGER_A_RAPID_SHOT	ラピッドショット
$SKILL_RANGER_P_RANGE_FOCUS	レンジフォーカス
$SKILL_RANGER_P_PIERCING_SHOT	突き刺す一撃
$SKILL_RANGER_P_POISON_SHOT	ポイズンショット
$SKILL_RANGER_A_SPREAD_SHOT	スプレッドショット
$SKILL_RANGER_A_BLACK_OUT_THE_SUN	ブラックアウト
$TYPE_RANGED	範囲攻撃
$TYPE_MELEE	近接攻撃
$TYPE_ULTIMATE	究極
$BLURB_BERSERKER	攻撃速度は最速。<N>多くの敵を攻撃し、中程度のダメージを与える。<N>弱い敵に真価を発揮。
$BLURB_RANGER	攻撃範囲は最も広い。<N>はるか遠くから敵を攻撃し、小ダメージを与える。<N>遠距離攻撃ならベストのキャラ！
$BLURB_KNIGHT	最も遅いクラス。<N>1体に大ダメージを与える。アーマーをものともせず、<N>破壊することさえ可能。頑丈な敵に効果的！
$BLURB_MAGE	敵を凍らせ、足を鈍らせる。<N>中程度の速度で攻撃し、小ダメージを与える。<N>足の速い敵に有効！
$BLURB_DRAGON	相手を燃やし、食べてしまい、<N>恐るべきダメージを与える。<N>コストはかさむが、素晴らしい効果。
$BLURB_HEALER	味方の傷を治す。<N>攻撃参加もわずかながら可能。<N>配置を考え、賢く使おう。
$COLOR_EYE	目
$COLOR_SKIN	皮膚
$COLOR_HAIR	髪
$COLOR_PANTS	ズボン
$COLOR_WEAPON	武器
$COLOR_ARMOR	鎧
$COLOR_DETAIL	その他
$COLOR_TUNIC	チュニック
$COLOR_CLOAK	クローク
$COLOR_ROBE	ローブ
$COLOR_HIDE	皮
$COLOR_OUTLINE	アウトライン
$END	エンド
