flag	name	description
$ITM_A_HEAVY_11	Arreo del Lord Guardián	Una insignia indica que el Lord Guardián, el oficial de Ash encargado de supervisar el Foso, es el legítimo dueño de este excelente arreo de placas.  No se sabe cómo llego a perderse dentro de su propia prisión, pero las manchas de sangre en las correas del hombro hacen pensar que la historia no acabó del todo bien.
$ITM_A_HEAVY_12	Arreo de placas	Placas de acero con forma compleja articuladas en una base de cuero para crear una protección máxima y preservar la agilidad de movimiento.  La protección preferida por los caballeros de Ash.
$ITM_A_HEAVY_13	Pureza de Llama	Este brillante arreo de placas pulidas refleja cualquier luz con una intensidad similar a la del averno.  Unos débiles grabados parecen estar escritos en quaidí, pero el dialecto es tan arcaico que resulta ilegible salvo por la frase <LQ>que consumirá<RQ>.  Seguramente esta coraza se ha restaurado en múltiples ocasiones, pero el resto del arreo es mucho más moderno.  Unos pictogramas crípticos parecen indicar que se ha usado en el Ritual de Fuego imperial.
$ITM_A_HEAVY_14	Guardián de la fuente	Este arreo de placas fabricado con maestría se ha ennegrecido con el tiempo.  Los patrones dorados de la superficie de la coraza representan la Fuente del Templo de Ash, lo que indica que esta impresionante armadura pudo pertenecer a uno de los Guardias del Templo de élite.  Nadie sabe cómo un artefacto tan valioso ha acabado en el Foso.
$ITM_A_HEAVY_15	<RE>[$ITM_A_HEAVY_3_NAME]+	<RE>[$ITM_A_HEAVY_3_DESCRIPTION]
$ITM_A_HEAVY_16	<RE>[$ITM_A_HEAVY_5_NAME]+	<RE>[$ITM_A_HEAVY_5_DESCRIPTION]
$ITM_A_HEAVY_17	<RE>[$ITM_A_HEAVY_7_NAME]+	<RE>[$ITM_A_HEAVY_7_DESCRIPTION]
$ITM_A_HEAVY_18	<RE>[$ITM_A_HEAVY_9_NAME]+	<RE>[$ITM_A_HEAVY_9_DESCRIPTION]
$ITM_A_HEAVY_19	<RE>[$ITM_A_HEAVY_11_NAME]+	<RE>[$ITM_A_HEAVY_11_DESCRIPTION]
$ITM_A_HEAVY_20	<RE>[$ITM_A_HEAVY_13_NAME]+	<RE>[$ITM_A_HEAVY_13_DESCRIPTION]
$ITM_A_HEAVY_21	<RE>[$ITM_A_HEAVY_14_NAME]+	<RE>[$ITM_A_HEAVY_14_DESCRIPTION]
$ITM_A_HEAVY_22	<RE>[$ITM_A_HEAVY_1_NAME]+	<RE>[$ITM_A_HEAVY_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_23	<RE>[$ITM_A_HEAVY_2_NAME]+	<RE>[$ITM_A_HEAVY_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_24	<RE>[$ITM_A_HEAVY_4_NAME]+	<RE>[$ITM_A_HEAVY_4_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_25	<RE>[$ITM_A_HEAVY_6_NAME]+	<RE>[$ITM_A_HEAVY_6_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_26	<RE>[$ITM_A_HEAVY_8_NAME]+	<RE>[$ITM_A_HEAVY_8_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_27	<RE>[$ITM_A_HEAVY_10_NAME]+	<RE>[$ITM_A_HEAVY_10_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_HEAVY_28	<RE>[$ITM_A_HEAVY_12_NAME]+	<RE>[$ITM_A_HEAVY_12_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_A_SKULL_1	Calavera de piedra	Una calavera de piedra pulida.  Hay quien sugiere que es un talismán mágico que llevan los zombis en la batalla.<N><N><N>Los expertos coinciden en que probablemente puedas intercambiarla por algo realmente guay.
$ITM_A_SKULL_2	Calavera de bronce	Hecha de bronce sólido. Quizás se ha usado en conjuros y ceremonias especiales.<N>Mucho más valiosa que una calavera de piedra pulida.
$ITM_A_SKULL_3	Calavera de obsidiana	Está tallada en obsidiana sólida. Los detalles en esta oscura calavera son<N>magníficos y tétricos. Extremadamente peculiar. Este tipo de calavera es un tesoro para los coleccionistas.
$ITM_A_SKULL_4	Calavera plateada	Esta calavera está hecha de plata pura. ¿Para qué podría servir?
$ITM_A_SKULL_5	Calavera dorada	Esta calavera está hecha de oro puro. ¿Para qué podría servir?
$ITM_A_SKULL_6	Calavera de raritanio	Hecha de raritanio puro. No se puede encontrar en ninguna parte. La has llevado contigo todo este tiempo, pero, misteriosamente, no te has dado cuenta hasta ahora.
$ITM_W_SWORD_1	Pincho de piedra	Una roca afilada sujeta a un mango de madera. Es mejor que nada.
$ITM_W_SWORD_2	Pincho de metal	Una espada de metal de chatarra. Vulgar, pero efectiva.
$ITM_W_SWORD_3	Espada oxidada	Una espada oxidada y muy usada. El Foso está repleto de este tipo de reliquias inservibles de la guerra.
$ITM_W_SWORD_4	Kopal de reyerta sangrienta	Este cuchillo de guerra nómada tiene grabados los símbolos de la tribu Gasta sobre el símbolo de un grupo rival desconocido, lo que indica una disputa sangrienta entre ambos.  Su mango de hueso está hendido por 17 muescas de asesinatos.
$ITM_W_SWORD_5	Espada de hierro	Una sencilla espada de hierro. Está mal balanceada y ha sido forjada toscamente, pero al menos está en buenas condiciones.
$ITM_W_SWORD_6	Venganza de honor	El adorno de jade de la empuñadura y las incrustaciones del pomo contradicen el retorcido cometido de esta espada de duelo quaidí.  La base de la hoja porta la inscripción<N><LQ>Venganza del Honorable.  La Llama arde en mí.<RQ>  Seguramente fue creada para un duelo específico con el objetivo de resolver una disputa de deshonor entre dos nobles.
$ITM_W_SWORD_7	Espada de soldado	Una espada militar que se produjo en serie durante la guerra. Es resistente y efectiva.
$ITM_W_SWORD_8	Filo del orden	Este acero fabricado en Ash porta una arcaica inscripción que recorre la longitud de la hoja:<N><LQ>Soy el filo del orden.  Separo a los honestos de los malvados, a la oscuridad de la luz.  Guío la mano que me empuña hacia la v...<RQ> Varias generaciones de bruñido han dejado el resto del texto demasiado borroso para entenderlo.
$ITM_W_SWORD_9	Espada del oficial	Otra herencia de la guerra, aunque esta fue fabricada a mano para un oficial.
$ITM_W_SWORD_10	Comandante de legiones	La fabricación elegante y sencilla de esta arma ashiana india que fue creada para un noble modesto.<N><N>Una cara de la empuñadura lleva la inscripción «Comandante de legiones» mientras que en la otra cara se puede leer «Sirviente del Impulsor Impasible». El pomo circular tiene grabadas las esferas de la máquina celestial en un lado y un peregrino bebiendo de la Fuente del Templo de Ash en el otro.
$ITM_W_SWORD_11	Espada del maestro	Balanceada y forjada con maestría. Esta espada es obra de un maestro artesano.
$ITM_W_SWORD_12	Ojo de la Llama	Esta incomparable espada porta una antigua inscripción quaidí bajo el gavilán.  La antigüedad del dialecto y el desgaste de la hoja la hacen indescifrable:<N><LQ>Contemplad... Ojo de la Llama... gloria... huye avergonzado... digna de un rey...<RQ>  Los dos rubíes del pomo parecen arder con un fuego interior.  La cuidada empuñadura contiene el Muro de los Recuerdos, en el que los nombres de los honorables emperadores quaidís están anotados.  Esta excepcional arma perteneció probablemente a un miembro de la realeza.
$ITM_W_SWORD_13	Evni	La espada de ensueño de cualquier berserker.  Solo hay una en el mundo y parece que el precio está a la altura.
$ITM_W_SWORD_14	<RE>[$ITM_W_SWORD_4_NAME]+	<RE>$ITM_W_SWORD_4_DESCRIPTION
$ITM_W_SWORD_15	<RE>[$ITM_W_SWORD_6_NAME]+	<RE>$ITM_W_SWORD_6_DESCRIPTION
$ITM_W_SWORD_16	<RE>[$ITM_W_SWORD_8_NAME]+	<RE>$ITM_W_SWORD_8_DESCRIPTION
$ITM_W_SWORD_17	<RE>[$ITM_W_SWORD_10_NAME]+	<RE>$ITM_W_SWORD_10_DESCRIPTION
$ITM_W_SWORD_18	<RE>[$ITM_W_SWORD_12_NAME]+	<RE>$ITM_W_SWORD_12_DESCRIPTION
$ITM_W_SWORD_19	<RE>[$ITM_W_SWORD_13_NAME]+	<RE>$ITM_W_SWORD_13_DESCRIPTION
$ITM_PLUS	Objeto+	Lleva un misterioso símbolo + que indica que es mucho más fuerte de lo normal.
$ITM_W_SWORD_20	<RE>[$ITM_W_SWORD_1_NAME]+	<RE>[$ITM_W_SWORD_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_21	<RE>[$ITM_W_SWORD_2_NAME]+	<RE>[$ITM_W_SWORD_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_22	<RE>[$ITM_W_SWORD_3_NAME]+	<RE>[$ITM_W_SWORD_3_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_23	<RE>[$ITM_W_SWORD_5_NAME]+	<RE>[$ITM_W_SWORD_5_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_24	<RE>[$ITM_W_SWORD_7_NAME]+	<RE>[$ITM_W_SWORD_7_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_25	<RE>[$ITM_W_SWORD_9_NAME]+	<RE>[$ITM_W_SWORD_9_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_SWORD_26	<RE>[$ITM_W_SWORD_11_NAME]+	<RE>[$ITM_W_SWORD_11_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_1	Arco verde	Un sencillo arco hecho de madera de retoño que cuenta con flechas de madera.
$ITM_W_BOW_2	Arco de madera	Un arco hecho de madera que cuenta con flechas con puntas de piedra.
$ITM_W_BOW_3	Cazador guerrero	Este arco de caza nómada se ha reinventado como arma de guerra.  El símbolo nómada para «buena caza» se ha dibujado sobre el símbolo de «muerte». En la parte interior del arco hay una representación de un dios de la familia Sdeka sosteniendo una cabeza cercenada.  Las rayas rojas de victoria en los extremos indican que esta arma ha sido utilizada en algún conflicto largo tiempo olvidado.
$ITM_W_BOW_4	Arco de cazador	Un resistente arco hecho de madera de tejo que cuenta con flechas con puntas de piedra.
$ITM_W_BOW_5	Reliquia del norte	Este excelente arco de caza está fabricado a partir de madera de abedul blanca.  La empuñadura de cuero azul está enrollada con hilo dorado y se aprecia una extraña inscripción en los extremos, probablemente uno de los muchos idiomas de las ciudades del norte.   El símbolo nómada de la familia Ked está pintado en un lado, lo que indica que el arma ha viajado hasta el sur con esta tribu.
$ITM_W_BOW_6	Arco de cuerno	Un poderoso arco tallado a partir de la cornamenta de un ciervo.
$ITM_W_BOW_7	Arco guerrero del capitán	Este arco de guerra ashiano está compuesto de varias láminas pegadas de maderas únicas.  La empuñadura tiene una representación de un engranaje dentado y una inscripción dorada. En ella se lee, Capitán Zantimon, defensor del camino. Seguramente fue el líder de una de las numerosas patrullas que solían proteger a los peregrinos del Templo de Ash contra los bandidos y saqueadores nómadas.
$ITM_W_BOW_8	Arco del gran ciervo	Un antiguo arco tallado a partir de la cornamenta de un gran ciervo.
$ITM_W_BOW_9	Triunfo del señor de la guerra	Este arco recurvo está fabricado con mano experta y adornado con tirabuzones dorados y brillante cuero teñido.  La empuñadura grabada representa a un señor de la guerra victorioso junto a una pila de enemigos caídos.  Varias deidades irreconocibles lo bendicen desde arriba.  Esta arma perteneció obviamente a un jefe tribal nómada pudiente y exitoso.
$ITM_W_BOW_10	Arco guerrero de composite	Es probable que este arco de composite, formado por varias maderas muy diversas, perteneciera a un oficial.
$ITM_W_BOW_11	Muerte dorada	Este arco de guerra con extremos afilados está adornado con numerosos aros dorados.  La empuñadura de cuero lleva una antigua inscripción quaidí: <LQ>Lucawan, has asesinado el honor a cambio del oro maldito. En el oro de esta arma encontrarás tu muerte. Su dardo te encontrará y tu traicionero cadáver servirá como alimento a los perros y a los gusanos.<RQ>  Más abajo, grabado en la superficie del cuero se aprecian las palabras <LQ>ya se ha cumplido<RQ>.
$ITM_W_BOW_12	Arco largo reforzado	Este arco, fabricado a partir de un grueso roble, requiere de una fuerza desmesurada para empuñarlo. Pero aquellos que logran manejarlo son capaces de realizar disparos mortales.
$ITM_W_BOW_13	<RE>[$ITM_W_BOW_3_NAME]+	<RE>[$ITM_W_BOW_3_DESCRIPTION]
$ITM_W_BOW_14	<RE>[$ITM_W_BOW_5_NAME]+	<RE>[$ITM_W_BOW_5_DESCRIPTION]
$ITM_W_BOW_15	<RE>[$ITM_W_BOW_7_NAME]+	<RE>[$ITM_W_BOW_7_DESCRIPTION]
$ITM_W_BOW_16	<RE>[$ITM_W_BOW_9_NAME]+	<RE>[$ITM_W_BOW_9_DESCRIPTION]
$ITM_W_BOW_17	<RE>[$ITM_W_BOW_11_NAME]+	<RE>[$ITM_W_BOW_11_DESCRIPTION]
$ITM_W_BOW_18	<RE>[$ITM_W_BOW_1_NAME]+	<RE>[$ITM_W_BOW_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_19	<RE>[$ITM_W_BOW_2_NAME]+	<RE>[$ITM_W_BOW_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_20	<RE>[$ITM_W_BOW_4_NAME]+	<RE>[$ITM_W_BOW_4_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_21	<RE>[$ITM_W_BOW_6_NAME]+	<RE>[$ITM_W_BOW_6_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_22	<RE>[$ITM_W_BOW_8_NAME]+	<RE>[$ITM_W_BOW_8_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_23	<RE>[$ITM_W_BOW_10_NAME]+	<RE>[$ITM_W_BOW_10_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_BOW_24	<RE>[$ITM_W_BOW_12_NAME]+	<RE>[$ITM_W_BOW_12_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_1	Bastón	Un bastón sólido y robusto.
$ITM_W_STAFF_2	Cayado de pastor	Un sencillo cayado de pastor.
$ITM_W_STAFF_3	Báculo del embaucador	Este elegante báculo tallado está decorado con un extraño texto que recorre toda la vara. Una inspección más profunda revela que la inscripción simplemente es un galimatías, tallado para engañar a los ignorantes. Los extremos del báculo contienen varios compartimentos huecos donde se almacenan polvos para producir humo de colores y algo que pudo ser un canario vivo.
$ITM_W_STAFF_4	Báculo de roble	Un báculo de roble tallado con maestría con una empuñadura de cuero recio.
$ITM_W_STAFF_5	Bastón del Archipastor	Este resistente báculo está cubierto de encantamientos escritos en múltiples dialectos de quaidí, ashiano, nómada y varios idiomas irreconocibles.  En la parte superior del báculo figuran las palabras quaidís <LQ>Maestro Ovejero, Guardián de las provisiones<RQ>.  La cimera de la Joya del desierto aparece abajo, indicando que el afortunado dueño se encargaba de supervisar a las despiadadas ovejas salvajes bajo la ciudad.  La parte inferior del báculo está cubierta con cientos de marcas de dientes, incluso tiene incrustado algún que otro diente en la superficie de la madera.
$ITM_W_STAFF_6	Porra	Un recio báculo de roble con un extremo relleno de plomo para ganar peso.
$ITM_W_STAFF_7	El más bestia	Esté inmaculado báculo está tallado a partir de una única pieza de marfil.  Solo imaginar al monstruo que ha podido producir un cuerno de este tamaño es algo horrible.  Los grabados ornamentales a lo largo del báculo cuentan la historia de algún héroe desconocido.  No son diseños de Ash, de Nomadia o de Quaid, y tampoco hay palabras, por lo que la identidad del tallador y el monstruo del que procede el cuerno son todo un misterio.
$ITM_W_STAFF_8	Báculo de jabí	Un báculo excelente tallado a partir de las maderas más exóticas.
$ITM_W_STAFF_9	Porra del verdugo	Este robusto báculo está recubierto con hierro. Uno de los extremos se ha vaciado y rellenado con plomo para proporcionar impulso adicional al golpear.  La superficie del metal está adornada con grabados extraños.  El idioma es desconocido, probablemente una de las muchas lenguas que hablan en las ciudades estado del norte.  Unas llaves cruzadas bajo la cabeza de un muerto simbolizan probablemente una posición de autoridad, puede que un carcelero, un verdugo o algún otro oficio que no mereciera el uso de una espada.  Las manchas de sangre del extremo del báculo indican que dicha autoridad se aplicó a menudo.
$ITM_W_STAFF_10	Báculo metálico	Un báculo resistente que ha sido reforzado con unas largas placas de acero.
$ITM_W_STAFF_11	Guardián de la Llama	Este báculo plateado ha perdido el lustre debido al uso. Se aprecia una escritura quaidí arcaica que cubre las zonas con menos manchas. El oscurecimiento de la plata y la antigüedad del dialecto lo hacen casi indescifrable. La frase <LQ>los que albergan la llama<RQ> aparece varias veces junto a <LQ>trance... consume<RQ>. Ambos extremos del báculo están casi negros por las marcas de las quemaduras, lo que indica un posible uso en el ritual de fuego Imperial de Quaid.
$ITM_W_STAFF_12	Báculo del peregrino	Uno de los muchos báculos que los monjes Selini regalan a los viajeros.  El mango está reforzado con placas de acero y la superficie de la madera está grabada con plegarias.
$ITM_W_STAFF_13	Cetro de Kozomon	Este rústico báculo de roble lleva la inscripción <LQ>Kozomon Kastankim<RQ> en un dialecto de Ash increíblemente arcaico, lo que demuestra que este sencillo instrumento era propiedad del primer discípulo de Selinadt.  Esta reliquia se consideraba perdida cuando saquearon el capitolio en los últimos años de la guerra quaidí.  Las joyas y el oro que lo adornaban han sido arrancadas, pero el cetro se ha mantenido intacto.  Los siglos de veneración y el fuego han oscurecido la madera original haciéndola casi negra. A pesar de todo, todavía retiene toda su fuerza.
$ITM_W_STAFF_14	<RE>[$ITM_W_STAFF_3_NAME]+	<RE>[$ITM_W_STAFF_3_DESCRIPTION]
$ITM_W_STAFF_15	<RE>[$ITM_W_STAFF_5_NAME]+	<RE>[$ITM_W_STAFF_5_DESCRIPTION]
$ITM_W_STAFF_16	<RE>[$ITM_W_STAFF_7_NAME]+	<RE>[$ITM_W_STAFF_7_DESCRIPTION]
$ITM_W_STAFF_17	<RE>[$ITM_W_STAFF_9_NAME]+	<RE>[$ITM_W_STAFF_9_DESCRIPTION]
$ITM_W_STAFF_18	<RE>[$ITM_W_STAFF_11_NAME]+	<RE>[$ITM_W_STAFF_11_DESCRIPTION]
$ITM_W_STAFF_19	<RE>[$ITM_W_STAFF_13_NAME]+	<RE>[$ITM_W_STAFF_13_DESCRIPTION]
$ITM_W_STAFF_20	<RE>[$ITM_W_STAFF_1_NAME]+	<RE>[$ITM_W_STAFF_1_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_21	<RE>[$ITM_W_STAFF_2_NAME]+	<RE>[$ITM_W_STAFF_2_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_22	<RE>[$ITM_W_STAFF_4_NAME]+	<RE>[$ITM_W_STAFF_4_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_23	<RE>[$ITM_W_STAFF_6_NAME]+	<RE>[$ITM_W_STAFF_6_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
$ITM_W_STAFF_24	<RE>[$ITM_W_STAFF_8_NAME]+	<RE>[$ITM_W_STAFF_8_DESCRIPTION] <RE>[$ITM_PLUS_DESCRIPTION]
