flag	content
$ENTRY_JOURNAL_BOOKKEEPING_LEFT_0_10	Tras liberar a los últimos prisioneros de la patética guarida de Ozimal, debo confesar, avergonzada, que disfruté sobremanera al saquear los cuarteles personales de esa escoria. Los pocos guardias que quedaban huyeron al contemplar nuestra victoria contra los zombis entrenados, con lo que dejaron las cámaras del mezquino tirano listas para el pillaje. Nos hicimos con todo lo que podíamos cargar de su alacena privada: salchichas, aceite y una importante cuota de quesos que nos ayudará en el viaje. Me habría gustado incendiar el resto, pero temía que el humo resultante desvelara nuestra posición y azuzara la vuelta del villano y su ejército. Parecía como si [berserker_hero] pudiera percibir mi frustración, así que él mismo se dispuso a <LQ>profanar<RQ> los alimentos que quedaban. Después siguió con la profanación de la cama, gran parte del suelo y algunas paredes. No fue un acto que alguien de mi condición o sexo debería aprobar, pero me resulta difícil no sonreír cuando pienso en el desagradable hallazgo que le espera a Ozimal cuando vuelva.<N><N>Parece ser que [berserker_hero] bebe una cantidad de agua sorprendente.
$ENTRY_JOURNAL_BOOKKEEPING_RIGHT_0_00	Desafortunadamente, mi júbilo fue breve. En el púlpito de Ozimal encontré (justo antes de la <LQ>profanación<RQ>) varios retazos de pergamino que conformaban la teneduría de libros de su imperio. Al repasarlos ahora puedo ver expuestas, de la forma más objetiva posible, las cifras de los tributos recaudados, los castigos impuestos, los esclavos apresados... Escribe sobre las vidas humanas como si solo se tratara de jamones ahumados que tiene que guardar en su alacena un comerciante ocupado.<N><N>Hay un manuscrito en particular que no puedo borrar de mi mente.
$ENTRY_JOURNAL_BOOKKEEPING_RIGHT_0_10	<N><LQ>Se necesita:<N><N>* Para el Coleccionista Rojo – supervivientes de apariencia o capacidades inusuales.<N>* Para el hombre de Quaid – mujer joven, quaidí, rubia, con cicatrices en el rostro, es posible que esté con los Selini. Se busca muerta. Deberá acreditarse con pruebas.<N>*Para el vendedor de esclavos – chicas nómadas, guapas. Se pagará más por las jóvenes.
$ENTRY_JOURNAL_BOOKKEEPING_LEFT_1_00	*Para el contacto de Ash – prueba de la muerte del Lord Guardián.<N>*Para el Filósofo de la Universidad – carne conservada de los infectados, talismanes de calavera, amuletos relacionados.<N>*Para los Túnicas Negras – supervivientes ashianos, mejor si acaban de llegar.<N>*Para el Carcásico – niño, rasgos nómadas, pelo blanco, posiblemente viajando acompañado de otro idéntico. Se busca muerto. Deberá acreditarse con pruebas<RQ>.
$ENTRY_JOURNAL_BOOKKEEPING_LEFT_1_10	<N>Ver mi propio destino, que en su momento parecía fantástico a la par que horrible, en una lista de fechorías planeadas es una experiencia que me devuelve a la realidad. Creía que la miseria que me había tocado vivir era una excepción. Ahora veo que tales cosas son simplemente las operaciones diarias de la ruin empresa de Ozimal.<N><N>Creo que lo más triste de todo es darse cuenta de que muchos de estos crímenes se iban a cometer por
$ENTRY_JOURNAL_BOOKKEEPING_RIGHT_1_00	mandato de personas que no se encontraban en el Foso. ¿Acaso hay algo que este terrible lugar pudiera ofrecer al mundo exterior?<N><N>Ciertamente vivimos tiempos oscuros si los hombres van al infierno en busca de nuevos demonios.
$ENTRY_JOURNAL_KETTA_TITLE	
$ENTRY_JOURNAL_KETTA_LEFT_0_00	Día 5 - [ranger_hero]
$ENTRY_JOURNAL_KETTA_LEFT_0_10	Creo que lo que más me gusta de [ranger_hero] es que huele como las cabras.<N><N>O sea, es una elección difícil con todas sus otras bellas cualidades como inmadurez descontrolada, comentarios desdeñosos constantes, sarcasmo propio de mentecatos, una afición por los robos mezquinos y hábitos alimenticios espantosos, pero cuando compartes una tienda con alguien, el acre aroma a cabra es lo que realmente te seduce.<N><N>Algunas noches la brisa sopla en la parte del campamento de los hombres, trayendo en sus etéreos brazos el inconfundible aroma de [berserker_hero]. La mezcla de aromas resultante solo puede describirse como divina. Estas noches son las que me deparan el mejor reposo, ya que mi cuerpo elige la inconsciencia en vez de intentar comprender los estímulos aromáticos a los que mis sentidos se enfrentan.
$ENTRY_JOURNAL_KETTA_RIGHT_0_00	Día 8 - Apéndice
$ENTRY_JOURNAL_KETTA_RIGHT_0_10	Anoche, [ranger_hero] me despertó gritando en idioma nómada. En un primer momento pensé que quizás estaba soñando con la destrucción que acabábamos de presenciar; unas imágenes que también siguen acechando mi mente despierta. Sin embargo, tras evocar mi escaso dominio del idioma nómada, me di cuenta de que su grito se podría traducir como <LQ>Mujer de cuestionable moral, ¡él será mío!<RQ> Tras haber emitido este mensaje ciertamente confuso, me arrancó un mechón enorme de pelo, lo metió bajo su almohada e inmediatamente se quedó dormida.<N><N>[ranger_hero] se ha mostrado irreconociblemente arrepentida, hasta el punto de enseñarme cómo trenzar pelo de caballo en mi propio cabello para disimular el trasquilón. Asegura que no tiene ni idea qué tipo de sueño provocó su arrebato. Yo todavía me mantengo escéptica.
$ENTRY_JOURNAL_AZRA_BY_SLAK_TITLE	
$ENTRY_JOURNAL_AZRA_BY_SLAK_LEFT_0_00	Día 10 - ¡[mcguffin_hero] es tonta!
$ENTRY_JOURNAL_AZRA_BY_SLAK_LEFT_0_10	ASI QUE PENSABAS QUE SOLO PORQUE NO PUEDO LEER TU ESTUPIDO LENGUAJE TAN SOFISTICADO NO ME IBA A ENTERAR DE LO QUE HAS ESTADO ESCRIBIENDO SOBRE MI?<N><N>BUENO, PUES SABES QUE, PRINCESA? VAMOS A ESCRIBIR UNA ENTRADA EN EL DIARIO SOBRE TI!<N><N>QUE PODRIA DECIR SOBRE [mcguffin_hero_up]? QUE SU CARA ES TAN DELGADA QUE PARECE UN PEZ? Y SU CUELLO ES TAN TAN TAN DEMASIADO LARGO PARA SU CUERPO.<N><N>Y SUS OREJAS PARECEN ALBARICOQUES MARCHITOS. Y SU PELO ES ESTÚPIDO Y PAJIZO. Y SU HIGIENE PERSONAL NO ES NI MUCHO MENOS TAN PERFECTA COMO CREE.
$ENTRY_JOURNAL_AZRA_BY_SLAK_RIGHT_0_00	QUE TE PARECE, TONTAINA? SUPONGO QUE AHORA SE QUIENES SON MIS AMIGOS DE VERDAD.<N><N><N><N>ATENTAMENTE<N><N>[ranger_hero_up] A LA QUE LE GUSTA COMER CACA EH [berserker_hero_up] POR QUE ESTAS TARDANDO TANTO EN ESCRIBIR MI NOMBRE?
$ENTRY_JOURNAL_KARSK_BURNED_TITLE	
$ENTRY_JOURNAL_KARSK_BURNED_LEFT_0_00	Noche 7 - La destrucción de Karsk
$ENTRY_JOURNAL_KARSK_BURNED_LEFT_0_10	La muerte no es algo desconocido para mí. Los últimos nueve meses en los que la peste asoló la capital me despojaron de cualquier ignorancia infantil que hubiera podido tener debido a mi posición privilegiada. Pero nunca antes había visto una destrucción tan violenta. Incluso las piras con cadáveres al otro lado de las puertas del Templo palidecerían en comparación. <N><N>No tengo palabras.<N><N>Ahora comprendo la naturaleza de nuestro enemigo.
$ENTRY_JOURNAL_LAKSOS_TITLE	
$ENTRY_JOURNAL_LAKSOS_LEFT_0_00	Día 8 - Laksos
$ENTRY_JOURNAL_LAKSOS_LEFT_0_10	Durante nuestra estancia en Laksos, presenciamos un extraño ritual nómada. En la tribu de los Karada, una pequeña comunidad que se mantiene unida, nació un niño del jefe de la tribu. Los padres presentaron al niño frente a dos enormes ídolos de madera. <N><N>El jefe mostró un pequeño bloque de madera que depositó en la cabeza de cada ídolo y después en la cabeza del niño. Después sacó un pequeño cuchillo y talló el bloque, dejando que las virutas cayeran sobre la cara del pequeño. Una vez hubo terminado, enhebró la talla en un tendón de animal y lo colocó en el cuello del niño. <N><N>Hubo un grito desgarrador y los miembros de la tribu, todos a una, empezaron a bailar, corear y celebrar al estilo tradicional nómada. No fui capaz de apreciar lo que el jefe había tallado.
$ENTRY_JOURNAL_LAKSOS_RIGHT_0_00	Después le pregunté a [ranger_hero] lo que significaba ese ritual y me mostró un pequeño zorro de madera que colgaba de su cuello. Me dijo que su espíritu era el sirviente de los dioses de su tribu, que le había sido concedido al nacer como guardián y guía y que la enterrarían con él tras su muerte para garantizarle un viaje seguro al paraíso. De igual modo que el Creador otorgaba dioses tribales a las tribus, los espíritus personales se otorgaban a cada miembro de la tribu tras su nacimiento. <N><N>Le pregunté a [ranger_hero] que si perder un ídolo personal era tan horrible para una persona como lo es la pérdida de los ídolos tribales de la tribu. Ella me sonrió y me mostró siete ídolos que había cogido de sus enemigos, mientras me explicaba que ahora sus almas tardarían siglos en encontrar el paraíso. Le pregunté si no le preocupaba haberle hecho tal cosa a sus compañeros nómadas y me miró con los ojos entornados, tras lo cual me preguntó que si no me preocupaba que mis orejas fueran demasiado grandes para mi cara y después se alejó cantando algo sobre comer lenguas de cabra. Un día de estos voy a pegarle una pedrada.
$ENTRY_JOURNAL_JOURNEYS_TITLE	
$ENTRY_JOURNAL_JOURNEYS_LEFT_0_00	Día 9 - Viajes
$ENTRY_JOURNAL_JOURNEYS_LEFT_0_10	Cada vez domino más el arte de caminar y escribir a la vez. No hay mucho más que hacer mientras viajamos, excepto escuchar la interminable cháchara de mis compañeros o pensar en el terrible misterio del enemigo que nos persigue, dos actividades de las que agradecería distraerme de tanto en tanto. Y de ahí este diario.<N><N>Nunca me he considerado una viajera; he pasado mis 23 años de vida en la capital y sus alrededores. Mi infantil espíritu viajero se satisfacía con las palabras escritas.<N><N>En esos momentos ociosos de ensoñación en los que contemplaba fantasías de viajes, siempre pensé que sería en pos de nuestros hermanos del oeste. Qué interesante sería seguir a los peregrinos del Templo en su viaje de regreso a casa, hombres de las montañas, morenos como los nómadas, y tras ellos hombres aún más morenos, gente de los mares, todos unidos por el camino de Selinadt. Siete reinos unidos por la verdad de la Fuente.<N><N>Si buscaba el miedo y la emoción de las tierras bárbaras,
$ENTRY_JOURNAL_JOURNEYS_RIGHT_0_00	solo tenía que mirar el gran mapa de los viajes de Kezmir Zentbar expuesto en la pared del ala norte de la Biblioteca. Desde allí mis ojos ávidos podían viajar al norte, al reino de los carcásicos, a los que nos referimos como a un conjunto, pero que son tantos y tan variados que Gozal el Sabio afirmó que las gentes de cualquiera de sus tres ciudades estado eran tan diferentes como Ash, Quaid y Nomadia. Y más allá estaban las tierras más inhóspitas de todas, los terrores fantásticos de las costas desconocidas y la gran montaña en la que Kezmir grabó la leyenda <LQ>Aquí moran los devoradores de la luna<RQ>.<N><N>Mi viaje es deprimente en comparación; me encuentro a las afueras de Ash y todo lo que me resultaba familiar se ha vuelto gris y funesto.
$ENTRY_JOURNAL_OZIMAL_DEAD_TITLE	
$ENTRY_JOURNAL_OZIMAL_DEAD_LEFT_0_00	Día 10 - La muerte de Ozimal
$ENTRY_JOURNAL_OZIMAL_DEAD_LEFT_0_10	Pensaba que la muerte de Ozimal me haría sentir un poco mejor.  No ha sido así.<N><N>Simplemente era otro cadáver más con ojos vidriosos que se arrastraba, rendido a la voluntad de nuestro enemigo; había sido un peón incluso antes de su muerte.  El mundo se ha librado de un hombre malvado y retorcido.  Pero aquí, en el Foso, ¿acaso le importa a alguien?
$ENTRY_JOURNAL_MONASTERY_TITLE	
$ENTRY_JOURNAL_MONASTERY_LEFT_0_00	Noche 10 - El Monasterio
$ENTRY_JOURNAL_MONASTERY_LEFT_0_10	Supongo que debo haber sido una ilusa al esperar que hubiera algo en el Foso parecido a un hogar, pero todavía me impresiona ver el monasterio Selini aquí.  Es una estructura imponente y ominosa que tiene más de fortaleza que de templo.  Comprendo que tales precauciones son necesarias, pero me resulta difícil asimilarlo comparado con la Fuente del Templo en la que crecí, en la que incluso los guardias llevan armas romas por temor a sembrar el caos y la destrucción en un lugar de paz.<N><N>Mojar las manos en la Fuente era una sensación reconfortante, con la certeza de que estaba en el mismo lugar que todos los creyentes que por allí pasaron, hasta el mismísimo Selinadt.  Era una humilde servidora, y lo único que me separaba de reyes y profetas era el tiempo.<N><N><LQ>Al igual que el agua se alza como bruma sobre el valle, cae como nieve sobre las montañas y desciende por los ríos hasta el mar, cada hombre, nacido de la misma esencia, debe servir
$ENTRY_JOURNAL_MONASTERY_RIGHT_0_00	en las distintas tareas de su época y así alcanzar la armonía de la Máquina Celestial<RQ>.<N><N>Me pregunto qué tarea me espera en este anárquico y terrible lugar, en el que la paz y la sabiduría no son más que fantasías lejanas.<N><N>La fortaleza del templo ofrece consuelo, al parecer.  ¿Acaso no cumplen estos monjes con su cometido?  Estas imponentes murallas defensivas no son más que las adaptaciones que permiten servir al espíritu de Selinadt en este despiadado lugar.<N><N>Como dijo el gran hombre, <LQ>La verdad siempre es la verdad, no importa en qué lengua esté escrita<RQ>. Estas defensas solo son la lengua que se habla en el Foso; la verdad de su interior sigue siendo la verdad.
$ENTRY_JOURNAL_BAKAL_TITLE	
$ENTRY_JOURNAL_BAKAL_LEFT_0_00	Día 11 - Anciano [healer_hero]
